word	onset	duration	onset_TRs	duration_TRs
A	0.1225	0.03	0.08221476510067113	0.020134228187919462
ROMANTIC	0.1525	0.24	0.10234899328859061	0.1610738255033557
DINNER	0.9925	0.16	0.6661073825503356	0.10738255033557047
WITH	1.1525	0.12	0.7734899328859061	0.08053691275167785
UM	1.2725	0.17	0.8540268456375839	0.11409395973154364
CANDLES	1.4425	0.87	0.9681208053691275	0.5838926174496645
AND	2.6825	0.21	1.8003355704697988	0.14093959731543623
WINE	2.8925	0.39	1.941275167785235	0.26174496644295303
AND	3.2825	0.28	2.203020134228188	0.18791946308724833
THEN	3.9725	0.21	2.6661073825503356	0.14093959731543623
UM	4.1825	0.55	2.807046979865772	0.3691275167785235
MAYBE	5.0125	0.48	3.3640939597315436	0.3221476510067114
GOING	5.4925	0.27	3.686241610738255	0.18120805369127518
BACK	5.7625	0.17	3.86744966442953	0.11409395973154364
TO	5.9725	0.31	4.008389261744966	0.2080536912751678
MY	6.2825	0.19	4.216442953020134	0.12751677852348994
PLACE	6.4725	0.58	4.343959731543625	0.38926174496644295
FOR	7.6325	0.45	5.12248322147651	0.30201342281879195
UM	8.0825	0.32	5.424496644295302	0.21476510067114093
DESSERT	9.5825	0.67	6.431208053691275	0.44966442953020136
HMM	11.8125	0.52	7.927852348993289	0.348993288590604
THAT	12.7425	0.22	8.552013422818792	0.1476510067114094
SOUNDS	12.9625	0.76	8.699664429530202	0.5100671140939598
I	13.9225	0.1	9.343959731543624	0.06711409395973154
DON'T	14.0225	0.36	9.411073825503356	0.24161073825503354
KNOW	14.4425	0.33	9.69295302013423	0.2214765100671141
PERFECT	15.2025	2.46	10.203020134228188	1.651006711409396
WHAT'S	23.8825	0.49	16.028523489932887	0.32885906040268453
THIS	24.3725	0.39	16.35738255033557	0.26174496644295303
CAN	24.9225	0.09	16.726510067114095	0.060402684563758385
YOU	25.1525	0.14	16.880872483221477	0.09395973154362416
GET	25.2925	0.16	16.9748322147651	0.10738255033557047
US	25.4525	0.15	17.082214765100673	0.10067114093959731
A	25.6025	0.03	17.18288590604027	0.020134228187919462
COUPLE	25.6325	0.27	17.20302013422819	0.18120805369127518
OF	25.9025	0.06	17.38422818791946	0.040268456375838924
BEERS	25.9625	0.44	17.424496644295303	0.2953020134228188
I'M	26.5525	5.56	17.82046979865772	3.7315436241610738
GOING	32.1125	0.6	21.55201342281879	0.40268456375838924
TO	32.7125	0.22	21.95469798657718	0.1476510067114094
LOOK	32.9325	0.12	22.10234899328859	0.08053691275167785
INTO	33.0525	0.48	22.18288590604027	0.3221476510067114
YOUR	33.5325	0.33	22.50503355704698	0.2214765100671141
EYES	33.8625	0.31	22.72651006711409	0.2080536912751678
NOW	34.1725	0.3	22.934563758389263	0.20134228187919462
REALLY	35.5425	0.46	23.85402684563758	0.3087248322147651
YEAH	36.5825	0.11	24.552013422818796	0.0738255033557047
THAT'S	37.6925	0.38	25.296979865771814	0.2550335570469799
MY	38.0725	0.1	25.552013422818792	0.06711409395973154
JOB	38.1725	0.36	25.619127516778523	0.24161073825503354
ALL	39.6025	0.09	26.578859060402685	0.060402684563758385
RIGHT	40.5225	0.32	27.196308724832214	0.21476510067114093
LOOK	41.5425	0.25	27.880872483221474	0.16778523489932887
UP	41.7925	0.37	28.048657718120804	0.2483221476510067
LOOK	44.2425	0.18	29.69295302013423	0.12080536912751677
DOWN	44.4225	0.39	29.813758389261746	0.26174496644295303
NOW	45.4225	0.22	30.48489932885906	0.1476510067114094
OPEN	45.6425	0.28	30.632550335570468	0.18791946308724833
YOUR	45.9225	0.17	30.82046979865772	0.11409395973154364
EYES	46.0925	0.51	30.934563758389263	0.3422818791946309
AND	46.6025	0.24	31.276845637583893	0.1610738255033557
LOOK	46.8425	0.22	31.437919463087248	0.1476510067114094
DOWN	47.0625	0.46	31.585570469798657	0.3087248322147651
THAT'S	47.5225	1.03	31.894295302013422	0.6912751677852349
RIGHT	48.5525	0.32	32.58557046979866	0.21476510067114093
LOOK	49.8825	0.18	33.47818791946309	0.12080536912751677
INTO	50.0625	0.67	33.598993288590606	0.44966442953020136
THE	52.9125	0.74	35.511744966442954	0.4966442953020134
LIGHT	62.4825	0.74	41.93456375838926	0.4966442953020134
NOW	63.5225	0.1	42.63255033557047	0.06711409395973154
LOOK	63.6225	0.09	42.6996644295302	0.060402684563758385
AT	63.7125	2.08	42.76006711409396	1.395973154362416
ME	65.7925	0.06	44.15604026845638	0.040268456375838924
OKAY	65.8525	0.16	44.19630872483222	0.10738255033557047
YOUR	66.0125	0.2	44.303691275167786	0.1342281879194631
EYES	66.2125	0.44	44.437919463087255	0.2953020134228188
LOOK	66.6525	0.23	44.73322147651007	0.15436241610738255
GOOD	66.8825	0.31	44.88758389261744	0.2080536912751678
THOSE	67.3625	0.25	45.20973154362416	0.16778523489932887
ARE	67.6125	0.03	45.377516778523486	0.020134228187919462
GOOD	67.6425	0.19	45.397651006711406	0.12751677852348994
EYES	67.8325	0.44	45.5251677852349	0.2953020134228188
GOOD	69.1125	0.18	46.38422818791946	0.12080536912751677
THEY	69.2925	0.22	46.505033557046985	0.1476510067114094
FEEL	69.5125	0.53	46.65268456375839	0.3557046979865772
GOOD	70.0425	0.32	47.008389261744966	0.21476510067114093
IN	71.8325	0.13	48.20973154362416	0.087248322147651
MY	71.9625	0.18	48.29697986577182	0.12080536912751677
HEAD	72.1425	1.97	48.41778523489933	1.3221476510067114
OH	74.2025	0.06	49.8003355704698	0.040268456375838924
UH	74.9525	0.17	50.303691275167786	0.11409395973154364
SO	76.0225	0.39	51.02181208053691	0.26174496644295303
IT'S	78.4325	0.24	52.63926174496645	0.1610738255033557
GREAT	78.6725	0.2	52.8003355704698	0.1342281879194631
TO	78.8725	0.06	52.93456375838927	0.040268456375838924
SEE	78.9325	0.19	52.9748322147651	0.12751677852348994
YOU	79.1225	0.13	53.102348993288594	0.087248322147651
YOU	79.5525	0.12	53.39093959731543	0.08053691275167785
TOO	79.6725	0.39	53.47147651006711	0.26174496644295303
YOU	82.3425	0.18	55.263422818791945	0.12080536912751677
TOO	82.5225	0.33	55.38422818791946	0.2214765100671141
OKAY	85.1825	0.46	57.169463087248324	0.3087248322147651
UM	85.6825	0.15	57.505033557046985	0.10067114093959731
GOOD	87.9325	0.13	59.01510067114094	0.087248322147651
BYE	88.0625	0.22	59.102348993288594	0.1476510067114094
DROPS	91.0625	0.63	61.11577181208054	0.4228187919463087
WHAT	91.7925	0.32	61.60570469798658	0.21476510067114093
DROPS	92.4125	0.62	62.02181208053691	0.4161073825503356
HERE	93.0325	1.0	62.43791946308725	0.6711409395973155
THEY'RE	94.4725	0.16	63.40436241610738	0.10738255033557047
FREE	94.6325	0.5	63.51174496644295	0.33557046979865773
THANKS	95.2725	3.57	63.94127516778523	2.395973154362416
SO	100.0425	0.36	67.14261744966443	0.24161073825503354
I	101.3325	0.09	68.00838926174497	0.060402684563758385
GUESS	101.4225	0.29	68.06879194630872	0.19463087248322147
I'D	101.7125	0.07	68.26342281879195	0.04697986577181208
BETTER	101.7825	0.19	68.31040268456375	0.12751677852348994
BE	101.9725	0.13	68.43791946308724	0.087248322147651
GOING	102.1025	0.35	68.5251677852349	0.2348993288590604
OH	102.6325	0.43	68.88087248322147	0.2885906040268456
OKAY	103.1025	0.35	69.19630872483222	0.2348993288590604
YEAH	103.4525	0.23	69.43120805369128	0.15436241610738255
I'LL	103.8225	0.09	69.67953020134229	0.060402684563758385
SEE	103.9125	0.19	69.73993288590604	0.12751677852348994
YOU	104.1025	0.29	69.86744966442953	0.19463087248322147
LATER	104.6625	0.71	70.24328859060402	0.47651006711409394
OH	105.6925	0.14	70.93456375838926	0.09395973154362416
THANKS	112.4725	2.64	75.48489932885906	1.7718120805369129
AGAIN	115.1125	3.08	77.25671140939598	2.0671140939597317
OH	118.1925	0.03	79.3238255033557	0.020134228187919462
UH	118.2225	0.03	79.34395973154362	0.020134228187919462
WE	118.2525	0.33	79.36409395973155	0.2214765100671141
HAVE	118.5825	1.65	79.58557046979865	1.1073825503355703
GOT	120.2325	0.3	80.69295302013423	0.20134228187919462
TO	120.5325	0.12	80.89429530201342	0.08053691275167785
GET	120.6525	0.18	80.9748322147651	0.12080536912751677
YOU	120.8325	0.14	81.09563758389261	0.09395973154362416
LAZY	120.9725	0.36	81.18959731543625	0.24161073825503354
BOYS	121.3325	0.33	81.43120805369128	0.2214765100671141
OUT	121.6625	0.18	81.65268456375838	0.12080536912751677
OF	121.8425	0.07	81.77348993288591	0.04697986577181208
THESE	121.9125	0.2	81.82046979865771	0.1342281879194631
CHAIRS	122.1625	0.52	81.98825503355704	0.348993288590604
HEY	122.6825	0.35	82.33724832214766	0.2348993288590604
