word	onset	duration	onset_TRs	duration_TRs
DID	0.0825	0.24	0.05536912751677853	0.1610738255033557
YOU	0.3225	0.06	0.21644295302013425	0.040268456375838924
GUYS	0.3825	0.2	0.25671140939597314	0.1342281879194631
MAKE	0.5825	0.22	0.39093959731543626	0.1476510067114094
UP	0.8025	0.19	0.5385906040268457	0.12751677852348994
NO	1.3825	0.4	0.9278523489932886	0.2684563758389262
BUT	2.4125	0.18	1.6191275167785235	0.12080536912751677
SHE	2.5925	0.23	1.7399328859060401	0.15436241610738255
JUST	2.9125	0.31	1.9546979865771812	0.2080536912751678
CAME	3.2225	0.21	2.162751677852349	0.14093959731543623
UP	3.4325	0.22	2.303691275167785	0.1476510067114094
HERE	3.6925	0.34	2.478187919463087	0.22818791946308728
THAT	4.5225	0.11	3.035234899328859	0.0738255033557047
WAS	4.6325	0.19	3.109060402684564	0.12751677852348994
JOEY	4.8225	0.33	3.2365771812080535	0.2214765100671141
I	5.8225	0.07	3.907718120805369	0.04697986577181208
WONDER	5.8925	0.18	3.954697986577181	0.12080536912751677
WHERE	6.0725	0.86	4.075503355704698	0.5771812080536912
SHE	6.9325	0.21	4.652684563758389	0.14093959731543623
IS	7.2025	0.2	4.833892617449664	0.1342281879194631
THAT'S	7.4025	0.2	4.968120805369128	0.1342281879194631
SO	7.6025	0.2	5.102348993288591	0.1342281879194631
WEIRD	7.8325	0.48	5.256711409395973	0.3221476510067114
YEAH	8.3125	0.23	5.578859060402684	0.15436241610738255
WELL	8.6225	0.24	5.7869127516778525	0.1610738255033557
SHE'S	8.8625	0.19	5.947986577181209	0.12751677852348994
PROBABLY	9.0525	0.23	6.075503355704698	0.15436241610738255
TALKING	9.2825	0.31	6.229865771812081	0.2080536912751678
TO	9.5925	0.07	6.437919463087248	0.04697986577181208
RICHARD	9.6625	0.38	6.48489932885906	0.2550335570469799
WOULD	10.3825	0.55	6.968120805369128	0.3691275167785235
YOU	11.3425	0.25	7.61241610738255	0.16778523489932887
STOP	11.5925	0.64	7.780201342281879	0.42953020134228187
THAT	12.3125	0.36	8.263422818791947	0.24161073825503354
YOU	13.4825	0.08	9.048657718120806	0.053691275167785234
WANT	13.5625	0.17	9.10234899328859	0.11409395973154364
TO	13.7325	0.07	9.216442953020135	0.04697986577181208
KNOW	13.8025	0.06	9.263422818791947	0.040268456375838924
THE	13.8625	0.06	9.303691275167786	0.040268456375838924
FIRST	13.9225	0.43	9.343959731543624	0.2885906040268456
THING	14.3525	0.12	9.63255033557047	0.08053691275167785
SHE	14.4725	0.21	9.713087248322148	0.14093959731543623
SAID	14.6825	0.29	9.854026845637584	0.19463087248322147
WHEN	14.9725	0.11	10.048657718120806	0.0738255033557047
SHE	15.0825	0.18	10.122483221476509	0.12080536912751677
CAME	15.2625	0.23	10.243288590604026	0.15436241610738255
BACK	15.4925	0.22	10.39765100671141	0.1476510067114094
FROM	15.7125	0.15	10.54530201342282	0.10067114093959731
HER	15.8625	0.11	10.645973154362416	0.0738255033557047
LUNCH	15.9725	0.27	10.71979865771812	0.18120805369127518
WITH	16.2425	0.14	10.901006711409396	0.09395973154362416
RICHARD	16.3825	0.46	10.99496644295302	0.3087248322147651
SHE	16.9825	0.18	11.39765100671141	0.12080536912751677
DIDN'T	17.1625	0.12	11.518456375838927	0.08053691275167785
FEEL	17.2825	0.28	11.598993288590604	0.18791946308724833
ANYTHING	17.5625	0.54	11.786912751677852	0.36241610738255037
FOR	18.1025	0.16	12.149328859060402	0.10738255033557047
HIM	18.2625	0.3	12.256711409395972	0.20134228187919462
SHE	18.5625	0.25	12.458053691275168	0.16778523489932887
LOVES	18.8125	0.32	12.625838926174497	0.21476510067114093
YOU	19.1325	0.56	12.840604026845638	0.37583892617449666
REALLY	21.2225	0.32	14.243288590604028	0.21476510067114093
YES	21.8325	0.8	14.652684563758388	0.5369127516778524
SHE	23.1225	0.2	15.518456375838925	0.1342281879194631
FEELS	23.3225	0.35	15.65268456375839	0.2348993288590604
TERRIBLE	23.6725	0.81	15.88758389261745	0.5436241610738255
SHE	24.9125	0.16	16.719798657718123	0.10738255033557047
REALLY	25.0725	0.23	16.82718120805369	0.15436241610738255
WANTS	25.3025	0.23	16.981543624161073	0.15436241610738255
TO	25.5325	0.09	17.135906040268456	0.060402684563758385
MAKE	25.6225	0.31	17.196308724832214	0.2080536912751678
UP	25.9325	0.22	17.404362416107382	0.1476510067114094
YOU'VE	26.1525	0.37	17.552013422818792	0.2483221476510067
GOT	26.5225	0.16	17.800335570469798	0.10738255033557047
TO	26.6825	0.08	17.90771812080537	0.053691275167785234
FIND	26.7625	0.36	17.961409395973153	0.24161073825503354
HER	27.1225	0.27	18.203020134228186	0.18120805369127518
OKAY	29.3925	0.21	19.72651006711409	0.14093959731543623
GOOD	30.9625	0.32	20.780201342281877	0.21476510067114093
I	36.6925	0.59	24.6258389261745	0.3959731543624161
SHOULD	39.0925	0.2	26.236577181208055	0.1342281879194631
REALLY	39.2925	0.28	26.370805369127513	0.18791946308724833
START	39.5725	0.31	26.558724832214764	0.2080536912751678
WEARING	39.8825	0.38	26.766778523489933	0.2550335570469799
HATS	40.8225	1.38	27.39765100671141	0.9261744966442952
IT'S	43.7025	0.14	29.33053691275168	0.09395973154362416
NOT	43.8425	0.34	29.424496644295303	0.22818791946308728
UNUSUAL	44.1825	1.03	29.65268456375839	0.6912751677852349
TO	45.2925	0.19	30.397651006711406	0.12751677852348994
BE	45.4825	0.34	30.5251677852349	0.22818791946308728
LOVED	45.8225	0.49	30.753355704697984	0.32885906040268453
BY	46.3125	0.16	31.082214765100673	0.10738255033557047
ANYONE	46.5025	1.01	31.20973154362416	0.6778523489932886
IT'S	47.5125	1.57	31.887583892617453	1.0536912751677854
NOT	49.0825	0.32	32.941275167785236	0.21476510067114093
UNUSUAL	49.4025	0.62	33.15604026845638	0.4161073825503356
YAY	50.0725	0.09	33.605704697986575	0.060402684563758385
BUT	50.1625	0.1	33.66610738255034	0.06711409395973154
WHEN	50.2625	7.54	33.73322147651007	5.060402684563758
I	57.8025	0.77	38.79362416107383	0.5167785234899329
SEE	59.1825	0.08	39.71979865771812	0.053691275167785234
YOU	59.3925	0.08	39.86073825503355	0.053691275167785234
HANGING	59.4725	5.0	39.91442953020134	3.3557046979865772
ABOUT	67.5725	10.37	45.3506711409396	6.9597315436241605
WITH	79.0325	2.31	53.04194630872483	1.5503355704697988
ANYONE	81.6825	0.25	54.82046979865772	0.16778523489932887
WHERE	82.1125	2.66	55.10906040268456	1.7852348993288591
ARE	84.7725	0.03	56.89429530201342	0.020134228187919462
THE	84.8325	0.06	56.93456375838926	0.040268456375838924
DICE	84.8925	0.11	56.9748322147651	0.0738255033557047
IT'S	85.0025	0.1	57.04865771812081	0.06711409395973154
NOT	85.1025	0.61	57.11577181208054	0.40939597315436244
UNUSUAL	85.7125	0.5	57.525167785234906	0.33557046979865773
TO	86.2125	0.06	57.86073825503356	0.040268456375838924
SEE	86.2725	0.47	57.901006711409394	0.31543624161073824
ME	86.7425	0.45	58.21644295302014	0.30201342281879195
CRY	87.1925	0.09	58.51845637583892	0.060402684563758385
I	87.2825	0.03	58.578859060402685	0.020134228187919462
WANT	87.3125	0.2	58.598993288590606	0.1342281879194631
TO	87.5125	0.06	58.73322147651007	0.040268456375838924
DIE	87.5725	0.14	58.77348993288591	0.09395973154362416
WELCOME	87.7125	0.29	58.867449664429536	0.19463087248322147
TO	88.0025	0.1	59.06208053691275	0.06711409395973154
LAS	88.1025	0.22	59.12919463087249	0.1476510067114094
VEGAS	88.3225	0.45	59.2768456375839	0.30201342281879195
DID	88.7725	0.48	59.57885906040268	0.3221476510067114
YOU	90.5725	0.09	60.78691275167785	0.060402684563758385
ENJOY	91.1425	0.35	61.169463087248324	0.2348993288590604
YOUR	91.6125	0.13	61.48489932885906	0.087248322147651
FLIGHT	92.0525	0.49	61.78020134228188	0.32885906040268453
YES	92.5425	0.31	62.10906040268457	0.2080536912751678
I	92.8525	0.08	62.31711409395974	0.053691275167785234
DID	92.9325	0.27	62.37080536912752	0.18120805369127518
THANK	93.2525	0.2	62.585570469798654	0.1342281879194631
YOU	93.4525	0.06	62.71979865771812	0.040268456375838924
VERY	93.5125	0.25	62.760067114093964	0.16778523489932887
MUCH	93.7625	0.31	62.92785234899329	0.2080536912751678
IT	94.0725	0.06	63.13590604026846	0.040268456375838924
WAS	94.1325	0.09	63.17617449664429	0.060402684563758385
EXCELLENT	94.3325	0.47	63.310402684563755	0.31543624161073824
HOPE	95.3125	1.35	63.968120805369125	0.9060402684563759
YOU	97.0125	0.06	65.10906040268456	0.040268456375838924
HAD	97.0725	0.2	65.1493288590604	0.1342281879194631
A	97.2725	0.05	65.28355704697987	0.03355704697986577
NICE	97.3225	0.21	65.31711409395973	0.14093959731543623
FLIGHT	97.5325	0.34	65.45805369127517	0.22818791946308728
OH	98.1725	0.45	65.88758389261746	0.30201342281879195
IT	98.7925	0.1	66.3036912751678	0.06711409395973154
WAS	98.8925	0.24	66.37080536912751	0.1610738255033557
THE	99.1325	0.13	66.53187919463087	0.087248322147651
