word	onset	duration	onset_TRs	duration_TRs
A	0.2525	0.12	0.16946308724832215	0.08053691275167785
NEW	0.6125	0.28	0.41107382550335575	0.18791946308724833
PAIR	1.0125	0.21	0.6795302013422818	0.14093959731543623
OF	1.2225	0.14	0.8204697986577181	0.09395973154362416
SHOES	1.3625	0.09	0.9144295302013423	0.060402684563758385
FOR	1.5725	0.1	1.0553691275167785	0.06711409395973154
THE	2.2725	0.42	1.5251677852348993	0.28187919463087246
CHAN	2.7625	0.69	1.8540268456375841	0.4630872483221476
CHAN	4.0925	0.3	2.746644295302014	0.20134228187919462
MAN	4.3925	1.56	2.947986577181208	1.0469798657718121
YES	6.4425	0.09	4.323825503355705	0.060402684563758385
I'VE	6.6625	0.71	4.471476510067114	0.47651006711409394
NEVER	7.3725	0.47	4.947986577181208	0.31543624161073824
SEEN	8.1325	0.31	5.458053691275168	0.2080536912751678
A	8.5925	0.09	5.766778523489933	0.060402684563758385
ROLL	8.7825	0.71	5.894295302013424	0.47651006711409394
LIKE	11.5225	2.01	7.733221476510067	1.348993288590604
THIS	13.5325	0.32	9.082214765100671	0.21476510067114093
IN	13.8525	0.11	9.296979865771812	0.0738255033557047
MY	13.9625	0.13	9.370805369127517	0.087248322147651
LIFE	14.0925	0.25	9.458053691275168	0.16778523489932887
THAT'S	14.3425	0.22	9.625838926174497	0.1476510067114094
RIGHT	14.5625	0.32	9.773489932885907	0.21476510067114093
BABY	14.8825	0.24	9.988255033557047	0.1610738255033557
OKAY	15.3225	0.93	10.283557046979865	0.6241610738255033
WHAT	16.6925	1.0	11.203020134228188	0.6711409395973155
DO	18.0025	0.39	12.082214765100671	0.26174496644295303
I	18.7925	0.38	12.61241610738255	0.2550335570469799
WANT	19.2325	0.23	12.90771812080537	0.15436241610738255
NOW	19.6125	0.1	13.16275167785235	0.06711409395973154
OKAY	19.7125	0.09	13.22986577181208	0.060402684563758385
UH	19.8025	0.14	13.290268456375838	0.09395973154362416
AN	19.9425	0.14	13.384228187919463	0.09395973154362416
EIGHT	20.0825	0.31	13.478187919463087	0.2080536912751678
UH	20.9725	0.59	14.075503355704699	0.3959731543624161
A	21.6925	0.04	14.558724832214764	0.026845637583892617
SIX	21.7325	0.71	14.58557046979866	0.47651006711409394
PICK	22.4425	0.33	15.06208053691275	0.2214765100671141
A	22.7725	0.09	15.283557046979867	0.060402684563758385
NUMBER	23.0025	0.47	15.43791946308725	0.31543624161073824
THAT	23.4725	0.17	15.753355704697986	0.11409395973154364
IS	23.6425	0.11	15.867449664429529	0.0738255033557047
YOUR	23.7525	0.14	15.941275167785236	0.09395973154362416
ONLY	23.9325	0.32	16.062080536912752	0.21476510067114093
JOB	24.2525	0.3	16.276845637583893	0.20134228187919462
EIGHT	25.9225	0.14	17.39765100671141	0.09395973154362416
EIGHT	26.3025	0.15	17.65268456375839	0.10067114093959731
THANK	26.8325	0.23	18.008389261744966	0.15436241610738255
YOU	27.0625	0.06	18.16275167785235	0.040268456375838924
OKAY	27.3025	0.17	18.323825503355703	0.11409395973154364
IF	27.4725	0.11	18.437919463087248	0.0738255033557047
YOU	27.5825	0.07	18.511744966442954	0.04697986577181208
GET	27.6525	0.18	18.558724832214764	0.12080536912751677
THIS	27.8325	0.19	18.67953020134228	0.12751677852348994
ONE	28.0225	0.18	18.807046979865774	0.12080536912751677
WE	28.4925	0.1	19.12248322147651	0.06711409395973154
BUY	28.5925	0.22	19.18959731543624	0.1476510067114094
EVERYBODY	28.8125	1.13	19.33724832214765	0.7583892617449663
HERE	30.1225	2.77	20.216442953020135	1.8590604026845639
A	32.9125	0.03	22.088926174496645	0.020134228187919462
STEAK	32.9425	0.24	22.109060402684566	0.1610738255033557
DINNER	33.4425	0.17	22.444630872483224	0.11409395973154364
EIGHT	33.6125	0.09	22.558724832214764	0.060402684563758385
AGAIN	33.7025	0.2	22.619127516778523	0.1342281879194631
YES	34.1725	0.21	22.934563758389263	0.14093959731543623
YES	34.4825	1.42	23.14261744966443	0.9530201342281879
WE	36.0425	0.06	24.189597315436238	0.040268456375838924
AREN'T	36.1325	0.18	24.25	0.12080536912751677
REALLY	36.3125	0.24	24.370805369127517	0.1610738255033557
GOING	36.5525	0.31	24.531879194630875	0.2080536912751678
TO	36.8625	0.08	24.73993288590604	0.053691275167785234
BUY	36.9425	0.15	24.793624161073826	0.10067114093959731
THESE	37.0925	0.13	24.894295302013425	0.087248322147651
PEOPLE	37.2225	0.19	24.981543624161073	0.12751677852348994
STEAK	37.4125	0.18	25.109060402684566	0.12080536912751677
DINNERS	37.5925	0.23	25.229865771812083	0.15436241610738255
ARE	37.8225	0.15	25.38422818791946	0.10067114093959731
WE	37.9725	0.06	25.484899328859058	0.040268456375838924
NO	38.2825	0.09	25.692953020134226	0.060402684563758385
OKAY	38.4725	0.33	25.820469798657715	0.2214765100671141
GOOD	38.8025	0.23	26.041946308724835	0.15436241610738255
OKAY	39.0325	0.15	26.196308724832214	0.10067114093959731
WHAT	39.1825	1.71	26.29697986577181	1.1476510067114094
DO	41.0225	0.07	27.531879194630875	0.04697986577181208
I	41.3525	0.25	27.753355704697984	0.16778523489932887
