episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s03e20a		[]	[]	[]
s03e20a	wait a minute.	['wait', 'a', 'minute']	[2.32, 2.44, 2.56]	[0.1200000000000001, 0.1200000000000001, 0.3199999]
s03e20a	 wait. you're telling me this	"['wait', ""you're"", 'telling', 'me', 'this']"	[2.8799999, 3.1999998, 3.52, 3.76, 3.9199998]	[0.3199999, 0.32000019999999996, 0.23999999999999977, 0.15999980000000003, 0.24000020000000033]
s03e20a	 actress person is the only woman	['actress', 'person', 'is', 'the', 'only', 'woman']	[4.16, 4.56, 4.7999997, 5.04, 5.2, 5.44]	[0.39999999999999947, 0.23999970000000026, 0.24000030000000017, 0.16000000000000014, 0.2400000000000002, 0.3999996999999995]
s03e20a	 you ever wanted who didn't want	"['you', 'ever', 'wanted', 'who', ""didn't"", 'want']"	[5.8399997, 6.0, 6.3199997, 6.72, 6.8799996, 7.2]	[0.1600003000000001, 0.31999970000000033, 0.4000002999999994, 0.1599995999999999, 0.3200004000000005, 0.1599997000000002]
s03e20a	 you back? yeah.	['you', 'back', 'yeah']	[7.3599997, 7.52, 8.16]	[0.1600002999999992, 0.5, 0.5]
s03e20a	 oh, my	['oh', 'my']	[9.635, 9.875]	[0.2400000000000002, 0.08000000000000007]
s03e20a	 god. is	['god', 'is']	[9.955, 11.555]	[0.5, 0.2400000000000002]
s03e20a	 this what it's like to be you?	"['this', 'what', ""it's"", 'like', 'to', 'be', 'you']"	[11.795, 11.955, 12.115, 12.275001, 12.515, 12.595, 12.755]	[0.16000000000000014, 0.16000000000000014, 0.1600009999999994, 0.23999900000000096, 0.08000000000000007, 0.16000000000000014, 0.5]
s03e20a		[]	[]	[]
s03e20a	 wow, you're really crazy about	"['well', ""you're"", 'really', 'crazy', 'about']"	[15.155001, 15.395, 15.555, 15.795, 16.115]	[0.23999899999999919, 0.16000000000000014, 0.2400000000000002, 0.3199999999999985, 0.240000000000002]
s03e20a	 her, huh? oh, you have no	['her', 'oh', 'you', 'have', 'no']	[16.355, 16.835, 17.155, 17.315, 17.475]	[0.4800000000000004, 0.3200000000000003, 0.16000000000000014, 0.16000000000000014, 0.23999999999999844]
s03e20a	 idea. and when we're onstage	"['idea', 'and', 'when', ""we're"", 'on']"	[17.715, 18.42, 18.66, 18.74, 18.98]	[0.5, 0.23999999999999844, 0.0799999999999983, 0.240000000000002, 0.16000000000000014]
s03e20a	 i get to	['stage', 'i', 'get', 'to', 'to']	[19.14, 19.7, 19.86, 20.1, 20.26]	[0.5, 0.16000000000000014, 0.240000000000002, 0.16000000000000014, 0.31999999999999673]
s03e20a	 kiss her and touch	['kiss', 'her', 'and', 'and', 'touch']	[20.58, 20.9, 21.3, 21.54, 21.78]	[0.3200000000000003, 0.40000000000000213, 0.23999999999999844, 0.240000000000002, 0.3200000000000003]
s03e20a	 her but then she goes home with	['her', 'but', 'then', 'she', 'goes', 'home', 'with']	[22.1, 22.58, 22.74, 22.98, 23.06, 23.3, 23.54]	[0.4799999999999969, 0.16000000000000014, 0.240000000000002, 0.0799999999999983, 0.240000000000002, 0.23999999999999844, 0.16000000000000014]
s03e20a	 the director and it's like	"['the', 'director', 'and', ""it's"", 'like']"	[23.7, 23.86, 24.42, 24.58, 24.74]	[0.16000000000000014, 0.5, 0.1599999999999966, 0.16000000000000014, 0.240000000000002]
s03e20a	 somebody's ripping out my heart.	"[""somebody's"", 'ripping', 'out', 'my', 'heart']"	[24.98, 25.380001, 25.7, 25.94, 26.1]	[0.4000009999999996, 0.31999899999999926, 0.240000000000002, 0.16000000000000014, 0.5]
s03e20a	 oh, it's so great	['oh', 'so', 'great']	[26.82, 27.515, 27.755]	[0.375, 0.23999999999999844, 0.3999990000000011]
s03e20a	 to see you feeling like this.	['to', 'see', 'you', 'feeling', 'like', 'this']	[28.154999, 28.315, 28.475, 28.635, 28.955, 29.115]	[0.16000100000000117, 0.16000000000000014, 0.16000000000000014, 0.31999999999999673, 0.16000000000000014, 0.5]
s03e20a		[]	[]	[]
s03e20a		['hey']	[32.235]	[0.5]
s03e20a	 hey.  hey.	['hey', 'hey']	[32.795, 33.275]	[0.4799999999999969, 0.5]
s03e20a	 monica, dad	['like', 'dad']	[34.155, 35.160004]	[0.240000000000002, 0.3199990000000028]
s03e20a	 called this morning, and,	['called', 'this', 'morning', 'and']	[35.480003, 35.760002, 36.04, 36.320004]	[0.27999899999999656, 0.2799979999999991, 0.28000399999999814, 0.2799980000000062]
s03e20a	 uh... aunt	['aunt']	[37.960003]	[0.3200000000000003]
s03e20a	 sylvia passed away.	['sylvia', 'passed', 'away']	[38.280003, 38.760002, 39.0]	[0.4799989999999994, 0.23999799999999993, 0.5]
s03e20a		[]	[]	[]
s03e20a	 yes! yes!	['yes', 'yes']	[41.640003, 42.695004]	[0.5, 0.5]
s03e20a	 yeah! yeah! yeah!	['yeah', 'yeah', 'yeah']	[43.415, 43.655003, 43.895]	[0.24000300000000152, 0.23999700000000246, 0.5]
s03e20a		[]	[]	[]
s03e20a	 we were all	['we', 'were', 'all']	[46.935, 47.175003, 47.335003]	[0.24000299999999442, 0.1600000000000037, 0.23999700000000246]
s03e20a	 pretty shaken up about it.	['pretty', 'shaken', 'up', 'about', 'it']	[47.575, 47.815002, 48.135002, 48.375, 48.615]	[0.24000199999999694, 0.3200000000000003, 0.23999799999999993, 0.240000000000002, 0.5]
s03e20a	 wait, am i	['wait', 'am', 'i']	[49.975002, 50.295002, 50.455]	[0.3199999999999932, 0.15999800000000164, 0.1600000000000037]
s03e20a	 missing something, though? because i always	['missing', 'something', 'though', 'because', 'i', 'always']	[50.615, 50.855003, 51.31, 51.550003, 51.63, 51.870003]	[0.24000300000000152, 0.29499699999999507, 0.24000299999999442, 0.07999700000000587, 0.24000299999999442, 0.1600000000000037]
s03e20a	 thought death was supposed to be sad in	['thought', 'death', 'was', 'supposed', 'to', 'be', 'sad', 'in']	[52.030003, 52.27, 52.43, 52.59, 52.91, 52.99, 53.15, 53.47]	[0.23999700000000246, 0.1599999999999966, 0.1600000000000037, 0.3199999999999932, 0.0800000000000054, 0.1599999999999966, 0.3200000000000003, 0.1600000000000037]
s03e20a	 a way.	['a', 'way']	[53.63, 53.710003]	[0.08000299999999783, 0.5]
s03e20a	 well, aunt sylvia	['well', 'aunt', 'sylvia']	[55.230003, 55.870003, 56.11]	[0.5, 0.23999700000000246, 0.5]
s03e20a	 was... well,	['was', 'well']	[56.75, 57.710003]	[0.5, 0.3200000000000003]
s03e20a	 not a nice person. no,	['not', 'a', 'nice', 'person', 'oh']	[58.030003, 58.27, 58.350002, 58.670002, 59.31]	[0.23999700000000246, 0.08000200000000035, 0.3199999999999932, 0.5, 0.24000299999999442]
s03e20a	 she was a cruel,	['she', 'was', 'a', 'cruel']	[59.550003, 59.79, 59.95, 60.535]	[0.23999700000000246, 0.1600000000000037, 0.34499999999999886, 0.5]
s03e20a	 cranky, old	['cranky', 'old']	[61.254997, 61.815]	[0.5, 0.3200000000000003]
s03e20a	 bitch.	['bitch']	[62.135]	[0.5]
s03e20a	 and i'm sorry she	"['and', ""i'm"", 'sorry', 'she']"	[64.295, 64.455, 64.615, 64.935]	[0.1599999999999966, 0.1599999999999966, 0.3200000000000074, 0.2399949999999933]
s03e20a	 died.	['died']	[65.174995]	[0.5]
s03e20a	 did dad say i get the	['did', 'dad', 'say', 'i', 'get', 'the']	[67.174995, 67.415, 67.655, 67.735, 67.814995, 67.975]	[0.24000500000001068, 0.23999999999999488, 0.0799999999999983, 0.07999499999999671, 0.16000499999999818, 0.1599950000000092]
s03e20a	 dollhouse? you get the dollhouse.	['dollhouse', 'you', 'get', 'the', 'dollhouse']	[68.134995, 68.78, 69.020004, 69.18, 69.340004]	[0.4050050000000027, 0.240003999999999, 0.1599960000000067, 0.1600039999999865, 0.5]
s03e20a	 i get the	['i', 'get', 'the']	[70.06, 70.3, 70.78]	[0.23999999999999488, 0.480000000000004, 0.3199999999999932]
s03e20a	 dollhouse!	['dollhouse']	[71.1]	[0.5]
s03e20a	 wow. a house	['wow', 'a', 'house']	[73.42, 73.9, 74.06]	[0.480000000000004, 0.1599999999999966, 0.3199999999999932]
s03e20a	 for dolls. that is so	['for', 'dolls', 'that', 'is', 'so']	[74.38, 74.62, 74.94, 75.1, 75.26]	[0.2400000000000091, 0.3199999999999932, 0.1599999999999966, 0.1600000000000108, 0.3199999999999932]
s03e20a	 cool.	['cool']	[75.58]	[0.5]
s03e20a	 when i was a kid, i had	['when', 'i', 'was', 'a', 'kid', 'i', 'had']	[77.795, 78.034996, 78.115, 78.155, 78.195, 78.674995, 78.755]	[0.23999600000000498, 0.0800039999999882, 0.04000000000000625, 0.03999999999999204, 0.4799950000000024, 0.08000499999999988, 0.15999000000000763]
s03e20a	 a barrel.	['a', 'barrel']	[78.91499, 78.994995]	[0.08000499999999988, 0.5]
s03e20a		[]	[]	[]
s03e20a	 uh, pheebs, you had a barrel for a dollhouse?	['pheebs', 'you', 'had', 'a', 'barrel', 'for', 'a', 'dollhouse']	[81.715, 81.954994, 82.034996, 82.195, 82.274994, 82.59499, 82.835, 82.91499]	[0.23999399999999582, 0.08000200000000746, 0.1600039999999865, 0.07999400000001344, 0.31999599999998907, 0.24000999999999806, 0.07999000000000933, 0.5]
s03e20a	 no, just a	['no', 'just', 'a']	[84.195, 84.515, 84.755]	[0.3200000000000074, 0.23999999999999488, 0.0799999999999983]
s03e20a	 barrel.	['barrel']	[84.835]	[0.40500000000000114]
s03e20a	 you know	['you', 'know']	[87.24, 87.399994]	[0.15999400000001174, 0.16000599999999565]
