word	onset	duration	onset_TRs	duration_TRs
Not	0.2125	1.96	0.14261744966442952	1.3154362416107381
so	2.1725	0.35	1.4580536912751678	0.2348993288590604
fast	2.5225	0.45	1.6929530201342282	0.30201342281879195
Wesley	2.9725	0.25	1.9949664429530203	0.16778523489932887
Ramoray	3.2625	0.38	2.1895973154362416	0.2550335570469799
That's	3.7625	2.18	2.5251677852348995	1.4630872483221478
right	5.9425	0.69	3.988255033557047	0.4630872483221476
Wesley	6.6825	0.25	4.48489932885906	0.16778523489932887
I	6.9325	1.0	4.652684563758389	0.6711409395973155
just	7.9325	0.38	5.323825503355705	0.2550335570469799
stopped	8.6325	1.11	5.793624161073826	0.7449664429530202
by	9.8525	0.55	6.61241610738255	0.3691275167785235
to	10.4025	0.06	6.981543624161074	0.040268456375838924
say	10.4625	0.36	7.021812080536913	0.24161073825503354
that	10.8225	0.16	7.2634228187919465	0.10738255033557047
you're	12.1225	0.16	8.135906040268457	0.10738255033557047
not	12.2825	0.23	8.243288590604028	0.15436241610738255
a	12.5125	0.03	8.39765100671141	0.020134228187919462
real	12.5425	0.32	8.417785234899329	0.21476510067114093
doctor	12.8625	0.42	8.632550335570471	0.28187919463087246
and	13.7125	1.06	9.203020134228188	0.7114093959731544
that	14.7725	0.14	9.914429530201343	0.09395973154362416
woman's	14.9125	0.2	10.008389261744966	0.1342281879194631
brain	15.1125	0.51	10.14261744966443	0.3422818791946309
is	16.6525	0.22	11.176174496644295	0.1476510067114094
fine	16.8725	0.5	11.323825503355703	0.33557046979865773
OH	17.6325	0.22	11.833892617449665	0.1476510067114094
THANK	17.9125	0.24	12.021812080536915	0.1610738255033557
GOD	18.1525	0.22	12.18288590604027	0.1476510067114094
OH	18.7725	0.03	12.598993288590604	0.020134228187919462
THANK	18.8025	1.9	12.619127516778523	1.2751677852348993
GOD	21.2125	0.19	14.236577181208053	0.12751677852348994
Hope	22.9425	2.94	15.397651006711408	1.9731543624161074
Hope	29.5425	0.37	19.82718120805369	0.2483221476510067
Drake	31.3525	0.42	21.04194630872483	0.28187919463087246
You're	32.4525	0.09	21.78020134228188	0.060402684563758385
not	32.5425	0.23	21.840604026845636	0.15436241610738255
dying	32.7725	0.43	21.99496644295302	0.2885906040268456
Hope	33.2025	0.32	22.283557046979865	0.21476510067114093
You're	33.9425	0.42	22.78020134228188	0.28187919463087246
going	34.3625	0.63	23.06208053691275	0.4228187919463087
to	35.1825	0.15	23.61241610738255	0.10067114093959731
live	35.4825	0.29	23.813758389261746	0.19463087248322147
a	35.7725	0.17	24.008389261744966	0.11409395973154364
long	37.2725	0.43	25.01510067114094	0.2885906040268456
healthy	45.1725	1.55	30.31711409395973	1.0402684563758389
life	47.4225	0.87	31.82718120805369	0.5838926174496645
with	48.6725	0.1	32.66610738255034	0.06711409395973154
me	48.8125	0.08	32.76006711409396	0.053691275167785234
Oh	48.8925	0.03	32.81375838926174	0.020134228187919462
Drake	48.9225	0.13	32.83389261744966	0.087248322147651
OKAY	49.0525	0.36	32.921140939597315	0.24161073825503354
HERE	49.4125	0.46	33.16275167785235	0.3087248322147651
WE	49.8725	0.08	33.47147651006711	0.053691275167785234
GO	49.9525	0.1	33.5251677852349	0.06711409395973154
