word	onset	duration	onset_TRs	duration_TRs
WHAT	0.0125	0.39	0.008389261744966443	0.26174496644295303
WHAT	1.5025	4.78	1.0083892617449663	3.208053691275168
DID	6.2825	0.35	4.216442953020134	0.2348993288590604
HE	6.6325	0.3	4.451342281879195	0.20134228187919462
SAY	6.9325	0.38	4.652684563758389	0.2550335570469799
BASICALLY	7.6125	0.53	5.109060402684563	0.3557046979865772
HE	8.1425	0.13	5.464765100671141	0.087248322147651
TOLD	8.2725	0.24	5.552013422818793	0.1610738255033557
ME	8.5125	0.12	5.7130872483221475	0.08053691275167785
TO	8.6325	0.14	5.793624161073826	0.09395973154362416
GET	8.7725	0.21	5.88758389261745	0.14093959731543623
OVER	8.9825	0.23	6.028523489932886	0.15436241610738255
MYSELF	9.2125	0.44	6.182885906040268	0.2953020134228188
AND	9.6525	0.12	6.478187919463087	0.08053691275167785
JUST	9.7725	0.21	6.558724832214765	0.14093959731543623
DO	9.9825	1.06	6.699664429530201	0.7114093959731544
IT	11.0425	0.06	7.411073825503356	0.040268456375838924
SO	11.1025	0.25	7.451342281879194	0.16778523489932887
I	11.3525	0.04	7.619127516778523	0.026845637583892617
THOUGHT	11.3925	0.22	7.645973154362416	0.1476510067114094
ABOUT	11.6125	0.21	7.793624161073826	0.14093959731543623
WHAT	11.8225	0.15	7.934563758389261	0.10067114093959731
YOU	11.9725	0.19	8.03523489932886	0.12751677852348994
SAID	12.1625	0.5	8.162751677852349	0.33557046979865773
AND	12.6625	0.12	8.498322147651006	0.08053691275167785
I	12.7825	0.03	8.578859060402685	0.020134228187919462
THOUGHT	12.8125	0.23	8.598993288590604	0.15436241610738255
ABOUT	13.0425	0.2	8.753355704697986	0.1342281879194631
WHAT	13.2425	0.15	8.88758389261745	0.10067114093959731
HE	13.3925	0.27	8.988255033557047	0.18120805369127518
SAID	13.6625	0.51	9.169463087248323	0.3422818791946309
AND	14.1725	0.22	9.511744966442953	0.1476510067114094
WELL	14.3925	0.21	9.659395973154362	0.14093959731543623
HIS	14.6025	0.29	9.800335570469798	0.19463087248322147
WAY	14.8925	0.17	9.99496644295302	0.11409395973154364
I	15.0625	0.08	10.109060402684564	0.053691275167785234
GET	15.1425	0.23	10.162751677852349	0.15436241610738255
TO	15.3725	0.07	10.317114093959733	0.04697986577181208
HAVE	15.4425	0.19	10.364093959731544	0.12751677852348994
SEX	15.6325	0.35	10.491610738255034	0.2348993288590604
TONIGHT	15.9825	0.41	10.726510067114093	0.2751677852348993
SO	16.3925	0.06	11.001677852348992	0.040268456375838924
OH	16.4525	0.04	11.041946308724834	0.026845637583892617
GOD	16.4925	0.26	11.068791946308725	0.174496644295302
