word	onset	duration	onset_TRs	duration_TRs
NOPE	3.8525	5.82	2.585570469798658	3.906040268456376
SO	9.6725	0.27	6.491610738255034	0.18120805369127518
UH	9.9425	0.12	6.672818791946309	0.08053691275167785
HOW	10.0625	0.3	6.753355704697986	0.20134228187919462
ARE	10.3625	0.29	6.954697986577182	0.19463087248322147
YA	10.6525	0.69	7.149328859060403	0.4630872483221476
HOW	11.3425	1.61	7.61241610738255	1.080536912751678
YA	13.3225	0.22	8.941275167785236	0.1476510067114094
HOW	14.8025	0.62	9.934563758389261	0.4161073825503356
YA	15.8225	0.4	10.619127516778523	0.2684563758389262
YOU	16.4025	0.41	11.008389261744966	0.2751677852348993
OKAY	17.0925	0.3	11.471476510067115	0.20134228187919462
YEP	17.3925	1.57	11.672818791946307	1.0536912751677854
YEP	19.2325	0.53	12.90771812080537	0.3557046979865772
YOU	20.4125	0.27	13.699664429530202	0.18120805369127518
OH	20.8025	0.13	13.961409395973153	0.087248322147651
YES	20.9325	0.4	14.048657718120806	0.2684563758389262
YES	21.3325	0.66	14.31711409395973	0.4429530201342282
UH	21.9925	0.15	14.76006711409396	0.10067114093959731
HUH	22.1425	0.31	14.860738255033556	0.2080536912751678
YOU	23.6825	0.26	15.894295302013424	0.174496644295302
WE	24.5725	0.18	16.491610738255034	0.12080536912751677
DID	26.3925	0.23	17.713087248322147	0.15436241610738255
YOU	26.6225	0.22	17.86744966442953	0.1476510067114094
WELL	27.4725	1.05	18.437919463087248	0.7046979865771812
I	28.5225	0.38	19.14261744966443	0.2550335570469799
BETTER	30.3825	0.36	20.390939597315437	0.24161073825503354
GET	32.8425	0.52	22.04194630872483	0.348993288590604
GOING	33.3625	0.29	22.390939597315434	0.19463087248322147
OH	33.6525	0.12	22.58557046979866	0.08053691275167785
YEAH	33.7725	0.06	22.666107382550337	0.040268456375838924
YEAH	33.8325	0.08	22.706375838926178	0.053691275167785234
ABSOLUTELY	33.9125	0.5	22.76006711409396	0.33557046979865773
YEAH	34.4125	1.53	23.095637583892618	1.0268456375838926
COULD	38.4925	0.18	25.833892617449663	0.12080536912751677
YOU	38.6725	0.08	25.95469798657718	0.053691275167785234
NOT	38.7525	0.4	26.008389261744966	0.2684563758389262
LOOK	39.7025	0.7	26.645973154362416	0.4697986577181208
I	40.4025	0.15	27.11577181208054	0.10067114093959731
DON'T	40.5525	0.19	27.216442953020135	0.12751677852348994
WANT	40.7425	0.18	27.343959731543624	0.12080536912751677
TO	40.9225	0.06	27.46476510067114	0.040268456375838924
LOOK	40.9825	0.26	27.505033557046982	0.174496644295302
HELLO	41.3425	8.36	27.746644295302016	5.6107382550335565
HEY	50.1425	1.14	33.65268456375839	0.7651006711409395
WHERE	53.1525	1.19	35.67281879194631	0.7986577181208053
THE	55.4425	0.41	37.209731543624166	0.2751677852348993
HELL	56.1725	0.62	37.6996644295302	0.4161073825503356
HAVE	56.7925	0.46	38.11577181208054	0.3087248322147651
YOU	57.2525	0.12	38.4244966442953	0.08053691275167785
BEEN	57.3725	0.49	38.50503355704698	0.32885906040268453
HEY	57.9825	0.92	38.914429530201346	0.6174496644295302
I	59.4225	0.03	39.880872483221474	0.020134228187919462
SPENT	59.4525	0.28	39.901006711409394	0.18791946308724833
THE	59.7325	0.07	40.08892617449665	0.04697986577181208
NIGHT	59.8025	0.21	40.13590604026846	0.14093959731543623
OUT	60.0125	0.26	40.2768456375839	0.174496644295302
I	60.3825	0.2	40.5251677852349	0.1342281879194631
MET	60.5825	0.2	40.65939597315437	0.1342281879194631
THIS	60.8225	0.29	40.82046979865772	0.19463087248322147
CUTE	61.2325	0.54	41.09563758389262	0.36241610738255037
BRIDES	61.8825	0.37	41.531879194630875	0.2483221476510067
MAID	62.2525	0.26	41.78020134228188	0.174496644295302
SHE	62.9025	0.2	42.216442953020135	0.1342281879194631
IS	63.1025	0.22	42.350671140939596	0.1476510067114094
SO	63.3225	0.46	42.498322147651	0.3087248322147651
I	63.7825	0.03	42.807046979865774	0.020134228187919462
don't	63.8125	0.18	42.827181208053695	0.12080536912751677
want	63.9925	0.14	42.94798657718121	0.09395973154362416
TO	64.1325	0.08	43.041946308724825	0.053691275167785234
HEAR	64.2125	0.74	43.095637583892625	0.4966442953020134
ABOUT	64.9525	0.23	43.59228187919463	0.15436241610738255
HER	65.1825	0.29	43.74664429530202	0.19463087248322147
AW	65.9325	0.48	44.25	0.3221476510067114
PHEEBS	66.4125	0.55	44.57214765100671	0.3691275167785235
YOU	66.9625	0.13	44.941275167785236	0.087248322147651
KNOW	67.0925	0.18	45.02852348993289	0.12080536912751677
YOU'RE	67.2725	0.17	45.1493288590604	0.11409395973154364
STILL	67.4425	0.23	45.263422818791945	0.15436241610738255
MY	67.6725	0.06	45.41778523489933	0.040268456375838924
1	67.7325	0.12	45.45805369127517	0.08053691275167785
GIRL	67.8525	0.11	45.53859060402685	0.0738255033557047
NO	67.9625	0.27	45.61241610738256	0.18120805369127518
NO	68.2325	0.45	45.79362416107383	0.30201342281879195
WE	68.8825	0.06	46.22986577181208	0.040268456375838924
HAVE	68.9425	1.79	46.27013422818791	1.2013422818791946
AN	70.7325	0.35	47.47147651006711	0.2348993288590604
EMERGENCY	71.3525	0.76	47.88758389261746	0.5100671140939598
OKAY	72.1125	0.42	48.397651006711406	0.28187919463087246
RACHEL'S	72.5325	0.39	48.67953020134228	0.26174496644295303
COMING	72.9425	0.22	48.95469798657718	0.1476510067114094
TO	73.1625	0.07	49.10234899328859	0.04697986577181208
LONDON	73.2325	0.69	49.149328859060404	0.4630872483221476
OH	74.0925	0.22	49.7265100671141	0.1476510067114094
GREAT	74.3125	0.7	49.874161073825505	0.4697986577181208
NO	75.3025	0.06	50.538590604026844	0.040268456375838924
IT'S	75.3625	0.15	50.578859060402685	0.10067114093959731
NOT	75.7025	1.44	50.807046979865774	0.9664429530201342
GREAT	77.1425	0.64	51.77348993288591	0.42953020134228187
NO	77.7825	0.15	52.20302013422819	0.10067114093959731
SHE'S	77.9325	0.23	52.303691275167786	0.15436241610738255
COMING	78.1625	0.25	52.45805369127516	0.16778523489932887
TO	78.4125	0.09	52.625838926174495	0.060402684563758385
TELL	78.5025	0.26	52.68624161073826	0.174496644295302
ROSS	78.7625	0.25	52.86073825503356	0.16778523489932887
THAT	79.0425	0.13	53.04865771812081	0.087248322147651
SHE	79.1725	0.17	53.13590604026846	0.11409395973154364
LOVES	79.3425	0.36	53.25	0.24161073825503354
HIM	79.7025	0.32	53.491610738255034	0.21476510067114093
BUT	80.3025	0.14	53.89429530201342	0.09395973154362416
HE	80.6425	0.14	54.12248322147651	0.09395973154362416
LOVES	80.7825	0.2	54.216442953020135	0.1342281879194631
EMILY	80.9825	0.35	54.350671140939596	0.2348993288590604
I	81.6525	0.27	54.8003355704698	0.18120805369127518
KNOW	81.9225	0.36	54.98154362416108	0.24161073825503354
THAT	82.2825	0.43	55.2231543624161	0.2885906040268456
YOU	82.8225	0.06	55.58557046979866	0.040268456375838924
HAVE	82.8825	1.09	55.625838926174495	0.7315436241610739
TO	84.2225	0.48	56.5251677852349	0.3221476510067114
STOP	84.7025	1.49	56.84731543624161	1.0
HER	86.1925	0.43	57.84731543624161	0.2885906040268456
She's	86.6225	0.1	58.13590604026846	0.06711409395973154
going	87.1725	0.58	58.50503355704698	0.38926174496644295
to	87.9725	0.06	59.04194630872483	0.040268456375838924
ruin	88.0325	0.14	59.08221476510067	0.09395973154362416
the	88.1725	0.06	59.17617449664429	0.040268456375838924
wedding	88.2325	0.77	59.216442953020135	0.5167785234899329
OKAY	89.0025	0.14	59.73322147651007	0.09395973154362416
ALL	89.2525	0.08	59.901006711409394	0.053691275167785234
RIGHT	89.3325	0.2	59.95469798657718	0.1342281879194631
SO	89.5325	0.11	60.08892617449664	0.0738255033557047
OKAY	89.6425	0.4	60.16275167785235	0.2684563758389262
Hold	90.0425	0.2	60.43120805369128	0.1342281879194631
on	90.2425	0.39	60.56543624161074	0.26174496644295303
hold	90.6325	0.34	60.82718120805369	0.22818791946308728
on	90.9725	0.51	61.05536912751678	0.3422818791946309
RACHEL	92.2625	0.66	61.921140939597315	0.4429530201342282
COMING	93.7925	2.96	62.94798657718121	1.9865771812080537
DO	98.1025	0.71	65.84060402684564	0.47651006711409394
SOMETHING	100.5025	0.76	67.45134228187919	0.5100671140939598
SO	101.3325	0.08	68.00838926174497	0.053691275167785234
I'VE	101.6125	1.68	68.1963087248322	1.1275167785234899
DONE	103.2925	0.54	69.3238255033557	0.36241610738255037
MY	103.9125	0.25	69.73993288590604	0.16778523489932887
PART	104.1625	0.47	69.90771812080537	0.31543624161073824
OKAY	104.7925	0.34	70.33053691275168	0.22818791946308728
IT'S	105.1325	0.2	70.55872483221476	0.1342281879194631
YOUR	105.3325	0.15	70.69295302013423	0.10067114093959731
RESPONSIBILITY	105.4825	0.88	70.79362416107382	0.5906040268456376
NOW	106.3625	0.3	71.38422818791946	0.20134228187919462
THE	106.6625	0.1	71.58557046979865	0.06711409395973154
BURDEN	106.7625	0.34	71.65268456375838	0.22818791946308728
IS	107.1025	0.18	71.88087248322148	0.12080536912751677
OFF	107.2825	0.24	72.00167785234899	0.1610738255033557
ME	107.6425	0.21	72.24328859060402	0.14093959731543623
RIGHT	107.8525	0.4	72.38422818791946	0.2684563758389262
RIGHT	108.6025	0.46	72.88758389261746	0.3087248322147651
SO	110.0925	0.13	73.88758389261746	0.087248322147651
TELL	110.2225	0.16	73.9748322147651	0.10738255033557047
ME	110.3825	0.06	74.08221476510067	0.040268456375838924
ABOUT	110.4425	0.2	74.12248322147651	0.1342281879194631
THIS	110.6425	0.19	74.25671140939598	0.12751677852348994
GIRL	110.8325	0.32	74.38422818791946	0.21476510067114093
AND	111.5525	3.56	74.86744966442953	2.389261744966443
SO	115.1425	0.58	77.27684563758389	0.38926174496644295
THEN	115.8925	0.16	77.78020134228188	0.10738255033557047
I	116.1525	0.25	77.95469798657719	0.16778523489932887
REALIZED	116.4025	1.16	78.12248322147651	0.7785234899328859
PROPOSING	117.5625	0.64	78.9010067114094	0.42953020134228187
TO	118.2025	0.11	79.33053691275168	0.0738255033557047
JOSHUA	118.3125	0.53	79.40436241610739	0.3557046979865772
