word	onset	duration
TRY	0.2525	0.2600
TO	0.5625	0.2300
IMAGINE	1.1125	2.2800
THIS	3.3925	0.5100
THE	4.1725	0.1100
PHONE	4.2825	0.4100
BILL	4.6925	0.3200
ARRIVES	5.0125	0.5400
BUT	5.9125	0.2000
YOU	6.1125	0.4100
DON'T	6.5225	0.2700
PAY	6.8625	0.2400
IT	7.1025	0.2600
RIGHT	7.3625	0.2200
AWAY	7.5825	0.3500
WHY	8.2125	0.1900
NOT	8.4025	0.3100
BECAUSE	9.0525	0.4000
YOU'RE	9.4525	0.4500
A	9.9025	0.0300
KOOK	9.9325	0.3600
INSTEAD	10.4025	2.4200
YOU	13.0525	0.2400
WAIT	13.2925	0.4400
UNTIL	13.7325	0.2300
THEY	13.9625	0.1600
SEND	14.1225	0.3600
YOU	14.4825	0.2500
A	14.7325	0.0300
NOTICE	14.7625	0.5700
I	16.5325	0.0500
COULD	16.6425	0.1800
DO	16.8225	0.0700
THAT	16.8925	0.2800
OKAY	17.7825	0.5100
OKAY	18.2925	0.4700
THEN	18.7625	0.3500
YOU	19.4125	0.4800
LET	20.3025	0.2200
ME	20.5225	0.4000
GO	20.9225	0.2100
GROCERY	21.1325	0.4100
SHOPPING	21.5425	0.5800
NO	22.2525	0.1800
PROBLEM	22.4825	0.4000
I'M	22.8825	0.2900
NOT	23.1725	0.2100
DONE	23.4825	0.2500
YET	23.7325	0.2000
OH	24.2225	0.0500
AND	24.2725	1.6300
I	25.9025	0.2200
BUY	26.1225	0.1600
LAUNDRY	26.2825	0.4300
DETERGENT	26.7125	0.6700
BUT	27.3825	0.5200
IT'S	27.9325	0.2700
NOT	28.2025	0.2300
THE	28.5725	0.1000
ONE	28.6725	0.3000
WITH	28.9725	0.1800
THE	29.1525	0.1900
EASY	29.3625	0.3200
POUR	29.8125	0.1600
SPOUT	29.9725	0.5400
WHY	30.9925	0.2400
WOULD	31.2325	0.1600
SOMEONE	31.3925	0.3800
DO	31.7725	0.2200
THAT	31.9925	2.9000
ONE	34.8925	0.2400
MIGHT	35.1325	0.3200
WONDER	35.4525	0.4500
BUT	36.1625	0.1600
I	36.3225	1.0200
WOULD	38.0825	0.2000
BE	39.2025	0.3300
FINE	39.5325	0.2400
WITH	39.7725	0.1900
THAT	40.4525	1.1200
SOMEONE'S	41.5725	0.3400
LEFT	41.9125	0.1700
A	42.0825	0.0500
GLASS	42.1325	0.3900
ON	42.5225	0.1000
THE	42.6225	0.0800
COFFEE	42.7025	0.3800
TABLE	43.0825	0.3300
THERE'S	43.4125	0.2800
NO	43.6925	0.1900
COASTER	43.8825	0.5000
IT'S	44.3825	0.2100
A	44.5925	0.0400
COLD	44.6325	0.4400
DRINK	45.0725	0.3300
IT'S	45.4025	0.1400
A	45.5425	0.0300
HOT	45.5725	0.3100
DAY	45.8825	0.3100
LITTLE	46.6325	0.7800
BEADS	47.4125	0.3500
OF	47.7625	0.1100
CONDENSATION	47.8725	0.7900
ARE	48.6625	0.1200
INCHING	48.7825	0.3500
THEIR	49.1325	0.1000
WAY	49.2325	0.2700
CLOSER	49.5025	0.5000
AND	50.0025	0.1300
CLOSER	50.1325	0.3600
TO	50.4925	0.0700
THE	50.5625	0.1100
SURFACE	50.6725	0.4600
OF	51.1325	0.1000
THE	51.2325	0.0900
WOOD	51.3225	0.2000
STOP	51.5225	4.0700
IT	55.5925	0.7200
OH	56.3125	0.0800
MY	56.3925	0.2600
GOD	56.6525	0.3900
IT'S	58.0125	0.2000
TRUE	58.2125	0.4800
WHO	59.0825	0.2800
AM	59.3625	0.2800
I	59.6425	0.3000
MONICA	60.4125	0.3700
YOU'RE	61.5725	0.2600
MOM	61.8325	0.4000
UH	62.5625	0.5600
HUH	63.2325	0.7300
UH	63.9625	1.9000
HUH	65.8625	2.2600
OH	69.9025	0.3900
MY	70.8125	0.1600
GOD	70.9725	0.3400
OKAY	72.9325	0.4700
OKAY	74.6325	0.2300
I'LL	74.8625	0.1200
BE	74.9825	0.1600
THERE	75.1425	0.2200
HUH	77.7125	0.2300
THAT	78.6825	0.5700
WAS	80.1625	0.3600
MY	80.5225	1.2500
AGENT	81.7725	0.4700
MY	82.2425	0.2300
AGENT	82.4725	0.6700
HAS	83.1725	0.2700
JUST	83.4425	0.4100
GOTTEN	83.9425	0.3100
ME	84.2525	0.2100
A	84.4625	0.0300
JOB	84.4925	0.4400
IN	85.4225	0.1300
THE	85.5525	0.0700
NEW	85.6225	0.0900
AL	85.7125	0.1900
PACINO	85.9025	0.8600
MOVIE	86.7625	0.4100
WHAT	87.2325	1.1800
YOU'RE	88.4125	0.1100
KIDDING	88.5225	0.1500
THAT'S	88.6725	0.2900
GREAT	88.9625	0.2100
WHAT'S	89.1725	1.2800
THE	90.4525	0.3400
PART	90.8325	0.3900
CAN	91.2225	0.1000
YOU	91.3225	0.1100
BELIEVE	91.4325	0.4700
THIS	91.9025	0.2500
AL	92.2025	0.3600
PACINO	92.5925	0.8600
THIS	93.6325	0.1700
GUY'S	93.8025	0.2000
THE	94.0025	0.1300
REASON	94.1325	0.2800
I	94.4125	0.1100
BECAME	94.5225	0.3600
AN	94.8825	0.0600
ACTOR	94.9425	0.6200
I'M	95.6825	0.2100
OUT	95.8925	0.3200
OF	96.2125	0.0700
ORDER	96.2825	0.7100
YOU'RE	96.9925	0.3100
OUT	97.3025	0.1500
OF	97.4525	0.4100
ORDER	97.8625	0.3700
THIS	98.2325	0.2000
WHOLE	98.4325	0.9000
COURTROOM'S	99.3325	1.0500
OUT	100.3825	1.4000
OF	101.7825	0.0600
ORDER	101.8425	0.3000
SERIOUSLY	102.1425	0.5700
WHAT'S	102.7125	0.5200
THE	103.2325	0.1000
PART	103.3325	0.4500
JUST	103.7825	0.3000
WHEN	104.0825	0.1600
I	104.2425	0.1400
THOUGHT	104.4725	0.2300
I	104.7025	0.1400
WAS	104.8425	0.2700
OUT	105.1125	0.3500
THEY	105.4625	0.3200
PULL	105.7825	0.3700
ME	106.1525	0.2900
BACK	106.4425	1.8000
IN	108.2425	0.3000
SERIOUSLY	108.5425	0.5700
JOEY	109.1125	0.2600
WHAT'S	109.3725	0.2000
THE	109.5725	0.0600
PART	109.6325	0.4400
UH	110.2325	0.4800
YOU'RE	111.6325	0.5000
WHAT	112.2625	4.9100
I'M	117.2825	0.2000
HIS	117.4825	0.2800
BUTT	117.7625	0.3400
DOUBLE	118.2925	0.3500
OKAY	118.8325	0.2400
I	119.0725	5.2100
PLAY	124.2825	0.3500
AL	124.6325	0.2200
PACINO'S	124.8525	0.7100
BUTT	125.5625	0.3100
ALL	125.8725	0.0600
RIGHT	126.2325	3.5300
HE	129.7625	0.1400
GOES	129.9025	0.3000
INTO	130.2025	0.2300
THE	130.4325	0.0900
SHOWER	130.5225	0.7200
AND	131.2425	0.1800
THEN	131.4225	0.3900
I'M	132.3425	0.1800
HIS	132.5225	0.1400
BUTT	132.6625	0.2700
OH	133.0825	0.0500
MY	133.2025	1.9600
GOD	135.1625	0.4300
COME	136.2025	0.2200
ON	136.4225	0.2500
YOU	136.6725	0.1200
GUYS	136.7925	0.6000
THIS	137.6625	0.2100
IS	137.8725	0.1300
A	138.0025	0.0300
REAL	138.0325	0.3700
MOVIE	138.4025	0.5100
AND	138.9125	0.1000
AL	139.0125	0.2200
PACINO'S	139.2325	0.5700
IN	139.8025	0.1300
IT	139.9325	0.0900
AND	140.0225	0.2700
THAT'S	140.3925	0.2700
BIG	140.6625	0.3100
OH	140.9725	0.1000
NO	141.0725	0.1000
IT'S	141.1725	0.1700
TERRIFIC	141.3425	0.5700
IT'S	142.0225	0.3500
IT'S	142.3725	0.3700
NO	142.8325	0.1600
YOU	142.9925	0.1500
DESERVE	143.1425	0.4200
THIS	143.5625	0.1900
AFTER	143.7525	0.2200
YOUR	143.9725	0.2100
YEARS	144.1825	0.5500
OF	144.7325	0.0600
STRUGGLING	144.7925	0.4700
YOU'VE	145.2625	0.1100
FINALLY	145.3725	0.3800
BEEN	145.7525	0.1300
ABLE	145.8825	0.5400
TO	146.4225	0.2000
CRACK	146.6225	4.9100
YOUR	151.5325	0.0900
WAY	151.6225	0.1700
INTO	151.7925	0.1200
SHOW	151.9125	0.0600
