word	onset	duration
GET	0.6625	0.1200
HIM	1.1125	0.0600
GET	1.1725	0.2900
HIM	1.4625	0.0900
GET	1.7825	0.5300
HIM	2.3125	1.0300
GET	3.5425	0.0900
HIM	3.9325	0.6200
YES	4.5525	0.1400
YOU'RE	4.7425	0.0900
NOT	4.8325	0.2400
LAUGHING	5.0725	0.5300
NOW	5.6025	0.4800
ARE	6.2025	0.0300
YOU	6.2325	0.0600
PAL	6.2925	0.4000
THAT'S	6.6925	0.2700
ALL	6.9625	0.1100
YOU	7.0725	0.0800
NEEDED	7.1525	0.1600
A	7.3125	0.0600
BUNCH	7.3725	0.2300
OF	7.6025	0.0700
TOOTHLESS	7.6725	0.4200
GUYS	8.0925	0.4000
HITTING	8.4925	0.2000
EACH	8.6925	0.1600
OTHER	8.8525	0.1500
WITH	9.0025	0.0900
STICKS	9.0925	0.5500
WELL	9.9125	0.1100
PASS	10.0825	0.3600
IT	10.4425	0.2700
PASS	11.2325	0.4700
IT	12.6425	0.1600
HE'S	12.8025	7.5100
OPEN	20.3125	0.1500
SHOOT	20.5925	0.1500
IT	20.7725	0.0600
SHOOT	20.9225	0.0900
IT	21.0125	0.0700
SHOOT	21.0825	0.0900
IT	21.1725	0.0700
OHH	21.2425	0.1000
HEY	21.3425	1.2100
LOOK	22.5825	0.1800
WE'RE	22.7625	0.0800
ON	22.8425	0.1500
THAT	23.0525	7.1000
TV	30.1525	2.3000
THING	32.9125	0.2600
HEY	33.2425	0.3800
LOOK	33.6225	0.0900
AT	33.7125	0.0600
THAT	33.7725	0.2500
HEY	34.0225	0.1200
EXCUSE	34.1425	1.9400
ME	36.0825	0.1500
IT	37.7425	0.2000
SAYS	37.9425	0.3500
TO	38.2925	0.1000
CALL	38.3925	0.4000
THIS	38.7925	0.2100
NUMBER	39.0025	0.3200
IF	39.3225	0.0800
YOU'RE	39.4025	0.1200
NOT	39.5225	0.2100
COMPLETELY	39.7325	0.4800
SATISFIED	40.2125	0.6700
WITH	40.8825	0.1200
THIS	41.0025	0.1700
CANDY	41.1725	0.3800
BAR	41.5525	0.2700
WELL	42.2325	0.1300
I'M	42.3625	0.2000
NOT	42.5625	0.1900
COMPLETELY	42.7525	0.5000
SATISFIED	43.2525	0.7500
YEAH	44.8525	1.9800
WELL	47.3525	0.3700
THE	47.7225	0.1100
LABEL	47.8325	0.3500
PROMISES	48.1825	0.5500
NUTTY	48.7325	0.2800
GOODNESS	49.0125	0.6300
LISTEN	49.6425	0.2000
IT'S	49.8425	0.1000
KIND	49.9425	1.0500
OF	51.0625	0.2900
AN	51.3525	0.2000
EMERGENCY	51.5525	0.6400
WELL	52.6425	0.1200
I	52.7625	0.0500
GUESS	52.8125	0.1700
YOU'D	52.9825	0.1300
KNOW	53.1625	0.1900
THAT	53.3525	0.1700
OR	53.5225	0.0400
WE'D	53.5625	0.2100
BE	53.7725	0.0900
IN	53.8625	0.1000
THE	53.9625	0.0600
PREDICAMENT	54.0225	0.6500
ROOM	55.0825	0.2000
