word	onset	duration
AND	0.0525	0.1000
THAT	0.1525	0.0900
IS	0.2425	0.0600
WHY	0.3025	0.1900
WE	0.4925	0.3000
DON'T	0.7925	0.3400
DO	1.1325	0.2700
IT	1.4025	0.2300
I	2.0925	1.5900
DON'T	3.6825	0.5000
THINK	4.1825	0.1900
THAT	4.3725	0.1500
WAS	4.5225	0.1400
MY	4.6625	0.1900
POINT	4.8525	0.3300
YOU	5.1825	0.0600
KNOW	5.2425	0.0700
WHAT	5.3125	1.9900
THE	7.5025	0.2400
SCARIEST	7.7425	0.8100
PART	8.5525	0.2700
IS	8.8225	0.1900
WHAT	9.0125	0.1600
IF	9.1725	0.0900
THERE'S	9.2625	0.1700
ONLY	9.4325	0.2400
ONE	9.6725	0.4700
WOMAN	10.1425	0.4100
FOR	10.5525	0.2000
EVERYBODY	10.7525	0.8400
WHAT	11.9125	0.3400
IF	12.2525	0.1400
YOU	12.3925	0.0700
GET	12.4625	0.1700
ONE	12.6325	0.3900
WOMAN	13.0225	0.4600
AND	13.6725	0.1300
THAT'S	13.8025	0.2500
IT	14.0525	0.3000
UNFORTUNATELY	15.2825	0.5700
IN	15.8525	0.0700
MY	15.9225	0.1900
CASE	16.1125	0.3000
THERE	16.4125	0.0900
WAS	16.5025	0.1500
ONLY	16.6525	0.4600
ONE	17.3025	0.3400
WOMAN	17.6425	0.4700
FOR	18.7025	0.1200
HER	18.8225	0.4900
WHAT	19.4625	2.6100
ARE	22.0725	0.1200
YOU	22.1925	0.2100
TALKING	22.4025	0.5000
ABOUT	22.9025	0.5000
ONE	23.5025	0.3500
WOMAN	23.8525	0.4400
THAT'S	24.7625	1.5300
LIKE	26.2925	0.1400
SAYING	26.4325	0.5200
THERE'S	27.2025	0.1500
ONLY	27.3525	0.1900
ONE	27.5425	0.3200
FLAVOR	27.8625	0.4400
OF	28.3025	0.1000
ICE	28.4025	0.2800
CREAM	28.6825	0.2800
FOR	28.9625	0.1400
YOU	29.1025	0.3100
LET	29.7025	0.1800
ME	29.8825	0.1500
TELL	30.0325	0.1600
YOU	30.1925	0.0800
SOMETHING	30.2725	0.3700
ROSS	30.6425	0.4300
THERE'S	31.4525	0.2600
LOTS	31.7125	0.3900
OF	32.1025	0.0600
FLAVORS	32.1625	0.5000
OUT	32.6625	0.1500
THERE	32.8125	0.2500
THERE'S	33.0625	0.3100
ROCKY	33.8825	0.4600
ROAD	34.3425	0.6600
AND	35.0025	0.2300
COOKIE	35.4725	0.3800
DOUGH	35.8525	0.5300
AND	36.3825	0.1900
BING	36.5725	0.6800
CHERRY	37.2525	0.3900
VANILLA	37.6425	0.3100
YOU	37.9525	0.0600
CAN	38.0125	0.1200
GET	38.1325	0.1800
THEM	38.4925	0.9300
WITH	39.7325	0.1000
JIMMIES	39.8825	0.7700
OR	40.7125	0.1500
NUTS	40.8625	0.6900
OR	41.8225	0.1100
WHIPPED	41.9325	0.3300
CREAM	42.2625	0.7200
THIS	43.5825	0.1900
IS	43.7725	0.0600
THE	43.8325	0.1600
BEST	43.9925	0.4500
THING	44.4425	0.1500
THAT	44.5925	0.1100
EVER	44.7025	0.1700
HAPPENED	44.8725	0.4400
TO	45.3125	0.0600
YOU	45.3725	0.6000
YOU	46.3925	0.1100
GOT	46.5025	0.2100
MARRIED	46.7125	0.6100
YOU	47.3225	0.1500
WERE	47.4725	0.1000
LIKE	47.5725	0.3500
WHAT	47.9625	0.3600
EIGHT	48.5725	0.3800
WELCOME	49.2325	2.3600
BACK	51.5925	0.3000
TO	51.8925	0.1400
THE	52.0325	0.0800
WORLD	52.1125	0.6300
GRAB	52.7425	0.3400
A	53.0825	0.0800
SPOON	53.1625	1.1800
I	55.3725	0.1100
HONESTLY	55.4825	0.4200
DON'T	55.9025	0.1900
KNOW	56.0925	0.2400
IF	56.3325	0.1500
I'M	56.4825	0.2500
HUNGRY	56.7325	0.5400
OR	57.2725	0.1000
HORNY	57.3725	0.3900
THEN	58.4625	0.0900
STAY	58.5525	0.2700
OUT	58.8225	0.0900
OF	58.9125	0.0700
MY	58.9825	0.1800
FREEZER	59.1625	0.4800
EVER	59.7625	4.5200
SINCE	64.2825	0.2200
SHE	64.5025	0.2800
WALKED	65.1925	0.3300
OUT	65.5225	0.1700
ON	65.6925	0.0600
ME	65.7525	0.2900
I	67.6125	0.2800
WHAT	69.2525	0.1600
WHAT	69.4125	0.2800
YOU	69.6925	0.5200
WANT	70.2125	0.1300
TO	70.3425	0.0600
SPELL	70.4025	0.3700
IT	70.7725	0.0600
OUT	70.8325	0.1500
WITH	70.9825	0.0900
NOODLES	71.0725	0.4000
NO	71.8125	0.7100
IT'S	72.5225	0.8600
MORE	73.3825	0.2400
OF	73.6225	0.2000
A	73.8225	0.0300
FIFTH	73.8525	0.3600
DATE	74.2425	0.2600
KIND	74.8625	0.2300
OF	75.0925	0.0800
REVELATION	75.1725	0.6100
OH	77.3425	0.1500
SO	77.4925	0.4300
THERE'S	78.6825	0.3400
GOING	79.0225	0.1200
TO	79.1425	0.0600
BE	79.2025	0.1100
A	79.3125	0.0400
FIFTH	79.3525	0.3500
DATE	79.7025	0.3800
ISN'T	81.8525	0.2600
THERE	82.1125	0.1700
YEAH	83.6825	0.3600
YEAH	84.1725	0.2300
I	84.4025	0.5500
THINK	84.9525	0.2400
THERE	85.1925	0.2000
IS	85.3925	0.3200
WHAT	86.9125	0.5400
WERE	87.4525	0.0600
YOU	87.5125	0.2000
GOING	87.7125	0.4300
TO	89.4225	0.0900
SAY	89.5125	0.1200
WELL	90.5325	0.1100
WELL	91.0725	0.2800
EVER	91.3525	0.3800
SINCE	94.3425	0.3300
SHE	94.6725	0.4000
LEFT	95.0725	0.3200
ME	95.3925	0.3500
UM	95.7425	0.3100
I	97.7525	0.0900
HAVEN'T	97.8425	0.5400
BEEN	98.3825	0.1200
ABLE	98.5025	0.2000
TO	98.7025	0.3300
PERFORM	99.0925	0.6200
SEXUALLY	101.2225	0.6200
OH	102.2225	0.3000
GOD	102.5225	0.1200
I'M	102.6425	3.8700
SO	106.5125	1.1000
SORRY	107.6125	0.4000
IT'S	108.0125	0.1500
OKAY	108.1625	0.3600
BEING	108.5225	0.4600
SPIT	108.9825	0.2400
ON	109.2225	0.1600
IS	109.3825	0.1800
PROBABLY	109.5625	0.4600
NOT	110.0225	0.2300
WHAT	110.2525	0.1600
YOU	110.4125	0.0600
NEED	110.4725	0.2200
RIGHT	110.6925	0.1700
NOW	110.8625	0.3400
UM	111.3625	1.7700
HOW	113.1325	0.5900
LONG	114.6525	0.6300
TWO	116.1425	0.1800
YEARS	116.3225	0.3700
WOW	117.9325	0.4500
I	119.4225	0.0800
I	119.6125	0.2000
I'M	119.8125	0.3700
GLAD	120.5125	0.2900
YOU	120.8025	0.1300
SMASHED	120.9325	1.2900
HER	122.8325	1.6400
WATCH	124.4725	0.0900
SO	124.5625	0.1000
YOU	124.6625	0.1200
STILL	124.7825	0.2300
THINK	125.0125	0.3100
YOU	125.3225	0.2100
UM	125.5325	0.2400
MIGHT	126.8625	0.1800
WANT	127.0425	0.1400
THAT	127.1825	0.2300
FIFTH	127.4125	0.2400
DATE	127.6825	0.2200
YEAH	130.9025	0.2100
YEAH	132.6425	0.1400
I	132.7825	0.0800
DO	132.8625	0.2100
We	135.4925	0.1000
are	135.5925	0.1300
gathered	135.7225	0.3500
here	136.0725	0.1900
to	136.2625	0.1200
join	136.3825	0.4600
together	136.8425	0.6300
Joanie	138.0025	0.4700
Louise	138.4725	0.3800
Cunningham	138.9325	0.6300
and	140.5325	0.2100
Charles	140.7425	0.4700
Chachi	142.4025	0.7800
Chachi	143.1825	0.5400
Chachi	143.7725	2.5600
in	146.3825	0.1100
the	146.6825	0.1200
bond	146.8025	1.3500
of	148.2625	0.2900
holy	149.5925	0.4200
matrimony	150.2425	0.3900
OOH	150.8325	0.1100
SEE	150.9425	0.6300
BUT	152.3325	0.2000
JOANIE	152.5325	0.3300
LOVES	152.8625	0.4200
CHACHI	153.2825	0.8700
THAT'S	154.9825	0.3300
THE	155.3325	0.1300
DIFFERENCE	155.4625	0.8600
GRAB	156.3225	2.9800
A	159.3025	0.2700
SPOON	159.5725	0.7500
DO	160.3225	0.0600
YOU	161.2025	0.0900
KNOW	161.2925	0.1000
HOW	161.3925	0.1000
LONG	161.4925	0.1800
IT'S	161.6725	0.1300
BEEN	161.8025	0.6000
SINCE	162.4025	0.2900
I	162.6925	0.0900
GRABBED	162.7825	0.4200
A	163.2025	0.0400
SPOON	163.2425	0.5600
DO	164.7725	0.1000
THE	164.8725	0.0600
WORDS	164.9325	0.2200
BILLY	165.1525	0.3000
DON'T	165.4525	0.1900
BE	165.6425	0.1200
A	165.7625	0.1200
HERO	165.8825	0.3500
MEAN	166.2325	0.6200
ANYTHING	166.8525	5.5400
TO	172.3925	0.1200
YOU	172.6025	0.0600
GREAT	172.8425	0.2800
STORY	173.1225	0.5500
BUT	173.8225	0.1500
I	173.9725	1.0600
GOT	175.0325	0.1600
TO	175.1925	0.0600
GO	175.2525	0.3100
I	176.1025	0.1600
GOT	176.2625	0.1900
A	176.4525	0.0300
DATE	176.4825	0.2900
WITH	176.7725	0.2100
ANDREA	176.9825	0.4600
ANGELA	177.8125	0.4600
ANDREA	178.9125	0.4600
OH	180.4325	0.0800
MAN	180.5125	0.4000
ANDREA'S	181.1225	0.5400
THE	181.6625	0.0700
SCREAMER	181.7325	0.5800
ANGELA	182.3125	0.4000
HAS	182.7125	0.2700
CATS	182.9825	0.5500
THAT'S	183.6425	1.2000
RIGHT	184.8425	0.2800
THANKS	185.1225	0.5200
IT'S	185.6625	0.3100
JULIE	186.1225	0.4500
I'M	186.7725	0.1600
OUT	186.9325	2.8700
OF	190.2225	0.4000
HERE	190.6725	0.1100
YOU	190.8025	0.0700
KNOW	190.8725	0.1700
HERE'S	191.0425	0.3700
THE	191.4125	0.0800
THING	191.4925	0.4500
EVEN	192.7125	0.1800
IF	192.8925	0.1300
I	193.0225	0.1200
COULD	193.1425	0.4700
GET	193.6125	0.2100
IT	193.8225	0.1000
TOGETHER	193.9225	0.5300
ENOUGH	194.4525	0.5400
TO	194.9925	0.2900
ASK	195.3425	0.5800
A	195.9225	0.0400
WOMAN	195.9625	0.3300
OUT	196.2925	0.2900
WHO	198.4125	0.3200
AM	198.7325	3.5100
I	202.2425	0.0300
GOING	202.2725	0.2700
TO	202.5425	0.1800
ASK	202.7225	0.2300
IF	202.9525	0.6100
YOU	203.5625	8.4400
EVER	212.0025	0.2600
NEED	212.2625	1.7500
HOLDING	214.0125	1.6900
CALL	215.7025	0.7300
MY	216.4325	0.1100
NAME	216.5425	0.2700
I'LL	216.8625	1.0600
BE	217.9225	0.0600
THERE	218.3425	0.2400
IF	218.5825	0.0800
YOU	218.6625	0.0900
EVER	218.8125	0.3200
NEED	219.1325	0.9000
HOLDING	220.0325	0.7300
ISN'T	220.7825	1.1300
THIS	221.9125	0.1000
AMAZING	222.0125	0.8300
I	222.8425	0.0400
HAVE	222.8825	1.5500
NEVER	224.4325	1.7300
MADE	226.1625	0.2100
COFFEE	226.3725	0.3200
IN	226.6925	0.3200
MY	227.0125	0.1300
ENTIRE	227.1425	0.3800
LIFE	227.5225	0.3700
THAT	228.2125	0.1900
IS	228.9225	0.2200
