word	onset	duration
ALL	1.1025	0.1900
RIGHT	1.2925	1.7200
PHOEBE	3.0125	0.8300
OKAY	3.8425	0.8800
IF	4.7225	0.1400
I	4.8625	0.1600
WERE	5.0225	0.0600
OMNIPOTENT	5.0825	0.5000
FOR	5.5825	0.1400
A	5.7225	0.0400
DAY	5.7625	0.3500
I	6.3725	0.1700
WOULD	6.5425	0.1500
WANT	6.6925	0.3200
UM	7.1525	0.3400
WORLD	7.8825	0.3100
PEACE	8.1925	0.5000
NO	9.1925	0.2300
MORE	9.4225	0.1600
HUNGER	9.5825	0.5300
GOOD	11.1025	0.1700
THINGS	11.2725	0.2400
FOR	11.5125	0.0900
THE	11.6025	0.1100
RAIN	11.7125	0.2100
FOREST	11.9225	0.5100
AND	13.3125	0.1300
BIGGER	13.4425	0.1900
BOOBS	13.6325	0.4600
WELL	14.4225	2.1600
SEE	16.8425	0.1800
YOU	17.0225	0.1500
TOOK	17.1725	0.2100
MINE	17.3825	0.4000
CHANDLER	18.1525	1.4600
WHAT	19.6125	0.5500
ABOUT	20.1625	0.4200
YOU	20.5825	0.2500
IF	21.1825	0.3800
I	21.5625	0.1200
WERE	21.6825	0.0900
OMNIPOTENT	21.7725	0.5300
FOR	22.3025	0.1300
A	22.4325	0.0500
DAY	22.4825	0.5600
I'D	23.0425	0.2700
MAKE	23.6625	0.1800
MYSELF	23.8425	0.4100
OMNIPOTENT	24.2525	0.5300
FOREVER	24.7825	0.3900
SEE	25.2425	0.2600
THERE'S	25.6925	1.0900
ALWAYS	26.7825	0.3000
ONE	27.0825	0.3000
GUY	27.3825	0.3800
IF	27.7625	0.1200
I	28.0425	0.1400
HAD	28.1825	0.1000
A	28.2825	0.0400
WISH	28.3225	0.3900
I'D	28.7125	0.1900
WISH	28.9025	0.1600
FOR	29.0625	0.1000
THREE	29.1625	0.3300
MORE	29.4925	0.2100
WISHES	29.7025	0.3400
HEY	30.2325	1.2200
JOEY	33.3225	0.4900
WHAT	33.8125	1.5400
WOULD	35.3525	0.3800
YOU	35.7325	0.1000
DO	35.8325	0.1600
IF	35.9925	0.1200
YOU	36.1125	0.1300
WERE	36.2425	0.0800
OMNIPOTENT	36.3225	0.6200
PROBABLY	37.7825	0.6100
KILL	38.4625	0.2100
MYSELF	38.7525	2.3400
EXCUSE	41.2325	0.6700
ME	41.9025	0.2300
HEY	42.5325	0.1900
IF	42.8625	0.1600
LITTLE	43.0725	0.2500
JOEY'S	43.3225	0.3900
DEAD	43.7125	0.2300
THEN	43.9425	0.1800
I	44.1225	0.1500
GOT	44.2725	0.1600
NO	44.4325	0.1400
REASON	44.5725	0.4200
TO	44.9925	0.2000
LIVE	45.1925	2.4000
JOEY	48.1625	0.4700
UH	48.7225	0.3300
OM	49.5525	0.2800
NIPOTENT	49.8325	0.5400
YOU	52.2625	0.2700
ARE	52.5325	0.3400
ROSS	52.9225	0.0900
I'M	53.0925	0.1000
S	53.1925	0.6700
I	53.8625	0.1400
HAD	54.0025	2.6200
NO	56.6225	0.2500
IDEA	56.8725	0.3400
I	57.2125	0.1100
THOUGHT	57.3225	0.2100
IT	57.5325	0.0600
WAS	57.5925	0.1400
LIKE	57.7325	0.1600
A	57.8925	0.0400
THEORETICAL	57.9325	0.6400
QUESTION	58.5725	0.3600
AND	58.9325	0.0900
IT	59.0225	0.0700
HASN'T	59.0925	0.2900
BEEN	59.3825	0.2300
YOUR	59.6125	0.1600
DAY	59.7725	0.0600
WHEN	59.8325	0.1600
THE	60.0125	0.0700
RAIN	60.0825	0.1100
STARTS	60.2025	0.1800
TO	60.3825	0.0600
FALL	60.4425	0.2100
BECAUSE	60.6525	0.1500
YOU'RE	60.8025	0.0900
THERE	60.8925	0.0900
FOR	60.9825	0.0600
ME	61.0425	8.6100
TOO	69.6525	0.1700
HOW	69.8225	0.1800
DOES	70.0025	0.1000
SHE	70.1025	0.1700
