word	onset	duration
OH	0.0125	0.0300
LOOK	0.0425	1.1200
LOOK	5.7825	0.4300
LOOK	6.3225	0.1900
THERE'S	6.5125	0.5800
JOEY'S	7.0925	0.2500
PICTURE	7.4325	0.5400
THIS	8.0125	0.4100
IS	8.4625	0.3900
SO	8.8525	0.2000
EXCITING	9.0525	0.8400
YOU	9.8925	0.1200
CAN	10.0125	0.1300
ALWAYS	10.1425	0.3000
SPOT	10.4425	0.3200
SOMEONE	10.7625	0.3400
WHO'S	11.1025	0.1800
NEVER	11.2825	0.1700
SEEN	11.4525	0.1900
ONE	11.6425	0.1000
OF	11.7425	0.0600
HIS	11.8025	0.1400
PLAYS	11.9425	0.2700
BEFORE	12.2125	0.2700
NOTICE	12.4825	0.5400
NO	13.0325	0.1400
FEAR	13.1725	0.5400
NO	13.7125	0.3200
SENSE	14.0325	0.3600
OF	14.3925	0.1000
IMPENDING	14.4925	0.4400
DOOM	14.9325	0.4300
LOOK	15.3625	0.0900
THE	15.5525	2.1900
ROLE	17.7425	0.5300
OF	18.2725	0.0700
MAN	18.3425	0.4500
3	18.7925	0.3200
WILL	19.1125	0.3200
NOT	19.4325	0.2800
BE	19.7125	0.2000
PLAYED	19.9125	0.4000
BY	20.3125	0.2200
VIC	20.5325	0.2500
SHAPIRO	20.7825	0.5200
WELL	22.5425	0.3700
WE	22.9125	0.1800
CAME	23.0925	0.2400
ON	23.3325	0.0900
THE	23.4225	0.0800
WRONG	23.5025	0.3200
NIGHT	23.8225	0.3400
I	24.6025	0.1800
CAN'T	24.7825	1.3700
BELIEVE	26.6725	0.4300
I	27.1025	0.0700
FORGOT	27.1725	0.3100
TO	27.4825	0.0800
BRING	27.5625	0.1700
A	27.7325	0.0300
MAGAZINE	27.7625	0.5000
COME	28.8725	0.2700
ON	29.1425	0.1100
YOU	29.2525	0.1100
GUYS	29.3625	0.2000
THIS	29.5625	0.2600
MIGHT	29.8225	0.1900
BE	30.0125	0.0900
GOOD	30.1025	0.2600
I	30.3625	0.2400
DON'T	30.6025	0.3200
KNOW	31.1225	0.4500
THE	31.5725	0.3900
EXCLAMATION	32.1225	0.8000
POINT	32.9225	0.2800
IN	33.2025	0.0600
THE	33.2625	0.0700
TITLE	33.3325	0.3400
SCARES	33.6725	0.4500
ME	34.1225	0.1100
YOU	34.2325	0.0800
KNOW	34.3125	0.0900
IT'S	34.4025	0.1300
NOT	34.5325	0.1700
JUST	34.7025	0.1900
FREUD	34.8925	0.4300
IT'S	35.3225	0.1700
FREUD	35.4925	0.3700
SHH	36.0925	0.0300
THE	36.1225	0.3300
MAGIC	36.4525	2.0100
IS	38.4625	0.2800
ABOUT	38.7425	0.2600
TO	39.0025	0.0900
HAPPEN	39.1425	0.2700
WELL	41.1125	0.5300
EVA	41.6425	0.5900
WE'VE	43.3725	0.2600
DONE	43.6325	0.3200
SOME	43.9525	0.3600
EXCELLENT	44.7125	0.7600
WORK	45.4725	0.3500
HERE	45.8225	0.2700
AND	46.6025	1.3700
I	47.9725	0.1900
WOULD	48.1625	0.2000
HAVE	48.3625	0.3000
TO	48.6625	0.1300
SAY	48.7925	0.5500
YOUR	49.9525	0.4700
PROBLEM	50.4725	0.6200
IS	51.0925	0.1800
QUITE	51.3625	0.9700
CLEAR	52.3925	0.6500
I	53.0425	0.1900
FEEL	53.6025	0.4500
VIOLATED	55.6025	1.0400
DID	56.6425	0.5100
ANYONE	57.1825	3.7200
ELSE	60.9025	0.4400
FEEL	61.3425	0.6200
LIKE	62.2925	0.7000
THEY	62.9925	0.4500
JUST	63.4425	1.2000
WANTED	64.6425	1.6300
TO	66.3525	0.6200
PEEL	66.9725	0.4400
THE	67.5225	1.7700
SKIN	70.7825	0.5700
OFF	71.3525	0.1100
THEIR	71.4625	0.2800
BODY	72.7825	2.1400
TO	75.2825	0.1300
HAVE	75.5825	7.3900
SOMETHING	82.9725	7.4300
ELSE	90.4025	7.1500
TO	98.7625	0.7100
DO	99.8425	0.2700
ROSS	100.1125	1.9700
1000	103.8725	2.6200
IS	106.4925	0.1600
IT	106.6525	0.2300
FEELS	107.0625	0.6700
LIKE	107.8425	0.7000
200	108.5425	2.9000
NO	111.8425	0.1400
1000	112.4925	1.0800
WHAT	113.6925	2.9600
THERE'S	119.2925	0.2500
A	119.5425	0.0400
BEAUTIFUL	119.5825	0.4200
WOMAN	120.0025	0.3600
AT	120.3625	0.1400
800	120.5725	1.0100
900	121.6825	2.7100
1000	124.3925	0.3100
OH	125.4825	0.4600
HELLO	126.2125	0.3800
SHE'S	126.7025	0.2500
AMAZING	127.2225	0.5100
SHE	127.7625	0.1700
MAKES	127.9325	0.1900
THE	128.1225	0.0600
WOMEN	128.1825	0.3200
I	128.5325	0.1100
DREAM	128.6425	0.3500
ABOUT	128.9925	0.2300
LOOK	129.2225	0.1100
LIKE	129.3625	0.1700
SHORT	129.5325	0.4600
FAT	129.9925	0.4000
BALD	130.5425	0.3000
MEN	130.8625	0.2400
WELL	131.3325	1.7200
GO	133.0525	0.1600
OVER	133.2125	0.2500
TO	133.4625	0.0900
HER	133.5525	0.0800
SHE'S	133.6325	0.2000
NOT	133.8325	0.1800
WITH	134.0125	0.1800
ANYONE	134.1925	0.3700
OH	134.6825	0.1800
YEAH	134.9425	0.2300
RIGHT	135.3325	0.2800
AND	135.6125	0.0900
WHAT	135.7325	0.1500
WOULD	135.8825	0.1300
MY	136.0125	0.1500
OPENING	136.1625	0.2700
LINE	136.4325	0.2600
BE	136.6925	0.1900
EXCUSE	136.8825	0.4200
ME	137.3025	0.2100
COME	137.6625	0.3500
ON	138.0125	0.3000
SHE'S	138.3425	0.0900
A	138.4325	0.0300
PERSON	138.4625	0.3800
YOU	138.8425	0.0600
CAN	138.9025	2.5800
DO	141.4825	0.1800
IT	141.6625	1.3100
OH	142.9725	0.2900
PLEASE	143.2625	0.3600
COULD	143.6225	0.1300
SHE	143.7525	0.2200
BE	143.9725	0.2300
MORE	144.2025	0.1800
OUT	144.3825	0.1600
OF	144.5425	0.0700
MY	144.6125	0.1700
LEAGUE	144.7825	0.3700
ROSS	145.3725	0.3300
BACK	145.7025	0.1000
ME	145.9425	0.1300
UP	146.0725	0.1600
HERE	146.2325	0.1800
HE	146.6225	0.1000
COULD	146.7225	0.1300
NEVER	146.8525	0.1900
GET	147.0425	0.1200
A	147.1625	0.0300
WOMAN	147.1925	0.2500
LIKE	147.4425	0.1600
THAT	147.6025	0.2000
IN	147.8025	0.0600
A	147.8625	0.0400
MILLION	147.9025	0.4300
YEARS	148.3325	0.4100
THANK	148.7425	2.4500
YOU	151.1925	0.0600
BUDDY	151.2525	0.4200
YOU	151.6725	0.1000
KNOW	151.7725	0.1100
YOU	151.8825	0.1700
ALWAYS	152.0525	0.3000
SEE	152.3525	0.2200
THESE	152.5725	0.2000
REALLY	152.8225	0.3100
BEAUTIFUL	153.1325	0.6100
WOMEN	153.7425	0.3900
WITH	154.1325	0.1700
THESE	154.3025	0.2200
REALLY	154.5225	0.2100
NOTHING	154.7325	0.5300
GUYS	155.2625	0.4000
YOU	155.6625	0.1500
COULD	155.8125	0.1000
BE	155.9125	0.1100
ONE	156.0225	0.2200
OF	156.2425	0.1500
THOSE	156.3925	0.1300
GUYS	156.5225	0.2000
YOU	156.7225	0.0600
COULD	156.7825	0.0900
DO	156.8725	0.0600
THAT	156.9325	1.9400
YOU	158.8725	0.0700
THINK	158.9425	0.2400
YEAH	159.1825	0.4300
ABSOLUTELY	159.6125	0.3900
OH	160.0025	0.0300
GOD	160.0325	0.1400
I	160.2125	0.1600
CAN'T	160.3725	1.0500
BELIEVE	162.5025	0.4000
I'M	162.9025	0.1100
EVEN	163.0125	0.1800
CONSIDERING	163.1925	0.5200
THIS	163.7125	0.3400
I'M	164.6825	0.1000
VERY	164.7825	0.2100
VERY	164.9925	0.2400
AWARE	165.2325	0.2300
OF	165.4625	0.0700
MY	165.5325	0.1200
TONGUE	165.6525	0.4200
COME	166.0725	0.1500
ON	166.2225	0.1400
COME	166.4125	0.1700
ON	166.5825	0.0900
YES	166.6725	1.4500
STAND	169.1225	0.2400
BACK	169.3625	0.2200
EVERYONE	169.5825	0.4400
INCOMING	170.1125	0.6200
EGO	170.7325	0.3000
SHRAPNEL	171.0325	0.4200
ALL	171.9825	0.0600
RIGHT	172.0425	0.0900
I	172.1325	0.0500
CAN	172.1825	1.3000
DO	173.4825	0.1900
THIS	173.6725	0.4800
YES	179.1425	0.2100
HI	180.5725	0.2800
UM	181.2225	0.5200
OKAY	182.8225	0.2200
NEXT	183.0425	0.2600
WORD	183.3025	0.3800
WOULD	184.1825	0.5300
