word	onset	duration
WHAT	0.0125	0.0900
YOU	0.1025	1.8800
GUYS	1.9825	0.3300
DON'T	2.3125	0.2900
UNDERSTAND	2.6025	0.6400
IS	3.2425	0.2400
FOR	3.4825	0.1900
US	3.6725	0.4900
KISSING	4.7225	0.3800
IS	5.1025	0.1700
AS	5.2725	0.1100
IMPORTANT	5.3825	0.5000
AS	5.8825	0.1800
ANY	6.0625	0.1600
PART	6.2225	0.4600
OF	7.0825	0.3500
IT	7.4325	0.2600
YEAH	8.2225	0.1800
RIGHT	8.4025	2.0600
YOU	10.4625	0.0600
SERIOUS	11.0725	0.6200
OH	11.7425	0.0300
YEAH	11.7725	2.2500
EVERYTHING	14.4725	0.4800
YOU	14.9525	0.0800
NEED	15.0325	0.2500
TO	15.2825	0.0600
KNOW	15.3425	0.2700
IS	15.6125	0.1300
IN	15.7425	0.1200
THAT	15.8625	0.1500
FIRST	16.1125	0.2400
KISS	16.4025	0.1500
ABSOLUTELY	17.0525	0.5400
YEAH	17.9625	0.1000
I	18.0625	0.0800
THINK	18.1425	0.2200
FOR	18.3625	0.2200
US	18.5825	0.4400
KISSING	19.0725	0.3300
IS	19.4025	0.0600
PRETTY	19.4625	0.2000
MUCH	19.6625	0.2500
LIKE	19.9125	0.2100
AN	20.2925	0.1800
OPENING	20.4725	0.3900
ACT	20.8625	0.2400
YOU	21.1825	0.0700
KNOW	21.2525	0.3000
IT'S	21.5525	0.2400
LIKE	21.7925	0.1600
THE	21.9525	0.0800
STAND	22.0325	0.3300
UP	22.3625	0.0700
COMEDIAN	22.4325	0.4000
YOU	22.8325	0.0600
HAVE	22.8925	0.1100
TO	23.0025	0.0800
SIT	23.0825	0.3200
THROUGH	23.4725	0.3000
BEFORE	23.7725	0.5400
PINK	24.9525	0.1700
FLOYD	25.1225	0.3200
COMES	25.4425	0.3200
OUT	25.8325	0.2300
YEAH	26.0625	3.4600
AND	29.5225	0.7700
IT'S	30.2925	0.2500
NOT	30.5425	0.3500
THAT	30.8925	0.1800
WE	31.0725	0.1500
DON'T	31.2225	0.3400
LIKE	31.5625	0.3900
THE	32.1025	0.2000
COMEDIAN	32.3025	0.6600
IT'S	32.9625	0.3400
JUST	33.3025	0.2600
THAT	33.5625	0.1900
THAT'S	33.7525	0.4700
THAT'S	35.0725	0.4600
NOT	35.5325	0.2000
WHY	36.3925	0.1900
WE	36.5825	0.1100
BOUGHT	36.6925	0.2900
THE	36.9825	0.0700
TICKET	37.1225	0.5400
THE	37.6625	1.3100
PROBLEM	39.3625	1.3200
IS	40.6825	0.2900
THOUGH	40.9725	0.5200
AFTER	41.4925	0.3400
THE	41.8325	0.0800
CONCERT'S	41.9125	0.4900
OVER	42.4025	0.2000
NO	42.6025	0.0600
MATTER	42.6625	0.1500
HOW	42.8125	0.1800
GREAT	42.9925	0.2800
THE	43.2725	0.1000
SHOW	43.3725	0.3700
WAS	43.7425	0.6300
YOU	44.3725	0.1200
GIRLS	44.5625	0.4400
ARE	45.0025	0.1100
ALWAYS	45.1125	0.5000
LOOKING	45.9725	0.2500
FOR	46.2225	0.0700
THE	46.2925	0.0700
COMEDIAN	46.3625	0.7100
AGAIN	47.5025	0.5400
I	48.0425	0.2000
MEAN	48.2425	0.1600
WE'RE	48.4025	0.2000
IN	48.6325	0.0600
THE	48.6925	0.0600
CAR	48.7525	0.4100
FIGHTING	49.1625	0.3900
TRAFFIC	49.5525	0.5700
BASICALLY	50.1225	0.7000
JUST	51.4625	0.2300
TRYING	51.6925	0.1500
TO	51.8425	0.0600
STAY	51.9025	0.2600
AWAKE	52.1625	0.2700
YEAH	52.4825	3.0600
WELL	55.5925	0.3300
WORD	55.9225	0.1900
OF	56.1125	0.0900
ADVICE	56.2025	0.6400
BRING	56.9625	0.1900
BACK	57.1525	0.2600
THE	57.4125	0.0700
COMEDIAN	57.4825	0.6600
OTHERWISE	58.2025	0.4800
NEXT	58.6825	0.4600
TIME	59.1425	0.4400
YOU'RE	59.5825	0.1300
GOING	59.7725	0.1700
TO	60.0525	0.2700
FIND	60.3225	0.3800
YOURSELF	60.7725	1.5500
SITTING	62.3225	0.6400
AT	63.3925	0.1200
HOME	63.5125	1.7200
LISTENING	67.6525	0.4900
