episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s04e23c		[]	[]	[]
s04e23c	the	['the']	[2.56]	[0.16000000000000014]
s04e23c	 waltham residence.	['waltham', 'residence']	[2.72, 3.28]	[0.5, 0.5]
s04e23c	 oh, yes. is this emily's	"['oh', 'yes', 'is', 'this', ""emily's""]"	[4.24, 4.48, 4.7999997, 4.88, 5.52]	[0.2400000000000002, 0.31999969999999944, 0.08000030000000002, 0.3200000000000003, 0.40000000000000036]
s04e23c	 parents' house? this is the	"[""parents'"", 'house', 'this', 'is', 'the']"	[5.92, 6.3199997, 6.8799996, 7.12, 7.2799997]	[0.3999997000000004, 0.5, 0.24000040000000045, 0.1599997000000002, 0.1600003000000001]
s04e23c	 housekeeper speaking.	['house', 'keeper', 'speaking']	[7.44, 7.845, 8.245]	[0.3249999999999993, 0.39999999999999947, 0.5]
s04e23c	 and by the way, young lady	['and', 'by', 'the', 'way', 'young', 'lady']	[8.885, 9.205, 9.365, 9.445, 9.684999, 9.924999]	[0.3200000000000003, 0.16000000000000014, 0.08000000000000007, 0.23999899999999919, 0.2400000000000002, 0.4000009999999996]
s04e23c	 that is not how one addresses	['that', 'is', 'not', 'how', 'one', 'addresses']	[10.325, 10.485, 10.6449995, 10.885, 11.125, 11.365]	[0.16000000000000014, 0.1599995000000014, 0.24000049999999895, 0.2400000000000002, 0.2400000000000002, 0.4799989999999994]
s04e23c	 a person on the	['a', 'person', 'on', 'the']	[11.844999, 12.004999, 12.485, 12.725]	[0.16000000000000014, 0.4800009999999997, 0.2400000000000002, 0.2400000000000002]
s04e23c	 telephone. first,	['telephone', '1st']	[12.965, 13.445]	[0.4800000000000004, 0.5]
s04e23c	 one identifies	['one', 'identifies']	[15.045, 15.285]	[0.2400000000000002, 0.5]
s04e23c	 oneself and then	['oneself', 'and', 'then']	[16.085, 17.01, 17.25]	[0.5, 0.23999999999999844, 0.40000200000000063]
s04e23c	 asks for the person with whom	['asks', 'for', 'the', 'person', 'with', 'whom']	[17.650002, 18.050001, 18.29, 18.37, 18.77, 19.01]	[0.3999990000000011, 0.2399989999999974, 0.08000000000000185, 0.3999999999999986, 0.240000000000002, 0.23999999999999844]
s04e23c	 one wishes to speak.	['one', 'wishes', 'to', 'speak']	[19.25, 19.49, 19.890001, 20.050001]	[0.23999999999999844, 0.40000100000000316, 0.16000000000000014, 0.5]
s04e23c	 what	['what']	[21.970001]	[0.16000000000000014]
s04e23c	 are you saying?	['are', 'you', 'saying']	[22.130001, 22.37, 22.53]	[0.23999900000000096, 0.16000000000000014, 0.5]
s04e23c		[]	[]	[]
s04e23c	 now, let us try that again,	['no', 'let', 'us', 'try', 'that', 'again']	[25.215, 25.615, 25.855, 26.095001, 26.255001, 26.495]	[0.3999999999999986, 0.240000000000002, 0.24000099999999946, 0.16000000000000014, 0.23999900000000096, 0.3200000000000003]
s04e23c	 shall we?	['shall', 'we']	[26.815, 27.055]	[0.23999999999999844, 0.5]
s04e23c	 no! oh!	['no', 'oh']	[28.415, 28.895]	[0.4800000000000004, 0.5]
s04e23c	 oh, my...	['oh', 'my']	[30.735, 30.975]	[0.240000000000002, 0.23999999999999844]
s04e23c	 god!	['god']	[31.215]	[0.5]
s04e23c		[]	[]	[]
s04e23c		[]	[]	[]
s04e23c		[]	[]	[]
s04e23c		[]	[]	[]
s04e23c	 the waltham residence. hello.	['the', 'residents', 'hello']	[38.8, 38.879997, 39.68]	[0.07999700000000587, 0.5, 0.5]
s04e23c	 this is phoebe	['this', 'is', 'phoebe']	[40.559998, 40.8, 41.04]	[0.24000199999999694, 0.240000000000002, 0.3999999999999986]
s04e23c	 buffay. i was	['buffay', 'i', 'was']	[41.44, 42.399998, 42.48]	[0.5, 0.08000200000000035, 0.3200000000000003]
s04e23c	 wondering, please if if it's	"['wondering', 'please', 'if', 'if', ""it's""]"	[42.8, 43.44, 44.0, 44.239998, 44.455]	[0.5, 0.5, 0.23999799999999993, 0.13500200000000007, 0.240000000000002]
s04e23c	 not too much trouble, please	['not', 'too', 'much', 'trouble', 'please']	[44.695, 44.775, 44.855, 45.255, 45.655]	[0.0799999999999983, 0.0799999999999983, 0.4000000000000057, 0.3999999999999986, 0.5]
s04e23c	 um, if, might	"['why', ""don't"", 'we']"	[46.935, 47.095, 47.255]	[0.1599999999999966, 0.1600000000000037, 0.23999999999999488]
s04e23c	 i speak with miss emily	['speak', 'with', 'miss', 'emily']	[47.495, 47.735, 48.055, 48.295]	[0.240000000000002, 0.3200000000000003, 0.240000000000002, 0.4799999999999969]
s04e23c	 waltham, please?	['waltham', 'please']	[48.775, 49.255]	[0.480000000000004, 0.5]
s04e23c	 miss waltham	['miss', 'waltham', 'you']	[50.695, 51.095, 51.65]	[0.3999999999999986, 0.4750000000000014, 0.240000000000002]
s04e23c	 is at the rehearsal dinner	['is', 'at', 'the', 'rehearsal', 'dinner']	[52.05, 52.21, 52.45, 52.69, 53.09]	[0.1600000000000037, 0.240000000000002, 0.23999999999999488, 0.4000000000000057, 0.5]
s04e23c	 and it is not	['and', 'it', 'is', 'not']	[53.81, 53.97, 54.13, 54.37]	[0.1599999999999966, 0.1600000000000037, 0.23999999999999488, 0.3200000000000003]
s04e23c	 polite to make fun of people.	['polite', 'to', 'make', 'fun', 'of', 'people']	[54.69, 55.17, 55.329998, 55.489998, 55.73, 55.89]	[0.480000000000004, 0.15999800000000164, 0.1599999999999966, 0.24000199999999694, 0.1600000000000037, 0.5]
s04e23c	 good bye. no,	['goodbye', 'no']	[56.45, 57.57]	[0.5, 0.3200000000000003]
s04e23c	 no! i'll be nice, i	"['no', 'no', ""i'd"", 'i', ""i'll"", 'be', 'nice', 'i']"	[57.89, 58.13, 58.37, 58.61, 58.85, 59.01, 59.09, 59.41]	[0.240000000000002, 0.23999999999999488, 0.11999800000000249, 0.1600000000000037, 0.1599999999999966, 0.0800000000000054, 0.3199999999999932, 0.07999800000000334]
s04e23c	 swear. could you give me the	['swear', 'could', 'you', 'just', 'give', 'me', 'the']	[59.489998, 59.905, 60.065, 60.145, 60.265, 60.385, 60.704998]	[0.4150020000000012, 0.1599999999999966, 0.0800000000000054, 0.11999999999999744, 0.11999999999999744, 0.31999800000000533, 0.08000199999999325]
s04e23c	 number where they are? i'm	"['number', 'for', 'where', 'they', 'are', ""i'm""]"	[60.785, 61.105, 61.265, 61.425, 61.585, 62.145]	[0.3200000000000003, 0.1600000000000037, 0.1599999999999966, 0.1600000000000037, 0.5, 0.23999999999999488]
s04e23c	 afraid i'm not at liberty	"['afraid', ""i'm"", 'not', 'at', 'liberty']"	[62.385, 62.864998, 63.105, 63.265, 63.504997]	[0.4799980000000019, 0.24000199999999694, 0.1600000000000037, 0.23999700000000246, 0.4800029999999964]
s04e23c	 to divulge that information.	['to', 'divulge', 'that', 'information']	[63.985, 64.225, 64.705, 64.945]	[0.23999999999999488, 0.480000000000004, 0.23999999999999488, 0.5]
s04e23c	 look, somebody is	['okay', 'look', 'somebody', 'is']	[65.825, 66.065, 66.385, 66.865]	[0.23999999999999488, 0.3200000000000074, 0.47999999999998977, 0.1600000000000108]
