episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a	 oh, man! what is that?	['what', 'is', 'that']	[10.764999, 11.004999, 11.245]	[0.2400000000000002, 0.24000099999999946, 0.5]
s04e17a	 treeger's snaking the shower	['triggered', 'smaking', 'the', 'shower']	[11.884999, 12.365, 12.764999, 12.924999]	[0.4800009999999997, 0.3999989999999993, 0.16000000000000014, 0.3200000000000003]
s04e17a	 drain.	['drain']	[13.244999]	[0.5]
s04e17a	 oh.  what in the	"[""what's"", 'the']"	[15.244999, 15.565]	[0.32000099999999954, 0.4800000000000022]
s04e17a	 name of	['name', 'of']	[16.045, 16.445]	[0.3999999999999986, 0.22500000000000142]
s04e17a		[]	[]	[]
s04e17a	 hell...?! hey, maybe he found your flip	['maybe', 'find', 'your', 'flip']	[19.95, 20.19, 20.43, 20.59]	[0.240000000000002, 0.23999999999999844, 0.16000000000000014, 0.23999999999999844]
s04e17a	 flop.	['fly']	[20.83]	[0.5]
s04e17a		['i', 'love', 'this']	[22.91, 23.15, 23.39]	[0.23999999999999844, 0.240000000000002, 0.16000000000000014]
s04e17a	 hey...	['trip', 'hey']	[23.55, 24.35]	[0.5, 0.384999999999998]
s04e17a	 whoa.	['woah']	[25.535]	[0.5]
s04e17a	 is this porn?	['is', 'this', 'porn']	[26.735, 26.975, 27.215]	[0.240000000000002, 0.23999999999999844, 0.5]
s04e17a	 what did	['what', 'did']	[29.375, 29.615002]	[0.2400020000000005, 0.07999799999999979]
s04e17a	 i do? i must've hit something on the	"['i', 'do', 'i', ""must've"", 'hit', 'something', 'on', 'the']"	[29.695, 29.855, 30.015, 30.095001, 30.415, 30.575, 30.815, 30.975]	[0.16000000000000014, 0.16000000000000014, 0.08000099999999932, 0.31999899999999926, 0.16000000000000014, 0.240000000000002, 0.16000000000000014, 0.0799999999999983]
s04e17a	 remote. do we pay	['remote', 'do', 'we', 'pay']	[31.055, 32.175, 32.335, 32.495]	[0.5, 0.1600000000000037, 0.1599999999999966, 0.1600000000000037]
s04e17a	 for this?	['for', 'this']	[32.655, 32.815002]	[0.16000199999999865, 0.5]
s04e17a	 no. we didn't even pay	"['no', 'we', ""didn't"", 'even', 'pay']"	[34.79, 35.03, 35.19, 35.35, 35.510002]	[0.240000000000002, 0.1599999999999966, 0.1600000000000037, 0.16000199999999865, 0.1599999999999966]
s04e17a	 our cable bill.	['our', 'cable', 'bill']	[35.670002, 35.83, 36.15]	[0.15999800000000164, 0.3200000000000003, 0.5]
s04e17a	 maybe this is how they punish	['maybe', 'this', 'is', 'how', 'they', 'punish']	[37.43, 37.67, 37.91, 37.99, 38.23, 38.39]	[0.240000000000002, 0.23999999999999488, 0.0800000000000054, 0.23999999999999488, 0.1600000000000037, 0.3200000000000003]
s04e17a	 us.	['us']	[38.71]	[0.5]
s04e17a	 maybe we shouldn't pay our phone	"['maybe', 'we', ""shouldn't"", 'pay', 'our', 'phone']"	[40.39, 40.71, 40.87, 41.11, 41.27, 41.43]	[0.3200000000000003, 0.1599999999999966, 0.240000000000002, 0.1600000000000037, 0.1599999999999966, 0.240000000000002]
s04e17a	 bill. free phone sex.	['bill', 'free', 'phone', 'sex']	[41.67, 42.085003, 42.245003, 42.485]	[0.33500000000000085, 0.1599999999999966, 0.23999700000000246, 0.5]
s04e17a	 maybe we shouldn't pay	"['then', 'we', ""shouldn't"", 'pay']"	[43.845, 44.165, 44.245003, 44.485]	[0.3200000000000003, 0.08000299999999783, 0.23999700000000246, 0.1600000000000037]
s04e17a	 our gas bill.	['our', 'gas', 'bill']	[44.645, 44.805, 45.045002]	[0.1599999999999966, 0.24000199999999694, 0.5]
s04e17a		[]	[]	[]
s04e17a		[]	[]	[]
s04e17a	 whoa, hey, that	['woah', 'hey', 'that']	[49.45, 49.77, 50.25]	[0.3200000000000003, 0.4799999999999969, 0.23999799999999993]
s04e17a	 lady's all kinds of naked.	"[""lady's"", 'all', 'kinds', 'of', 'naked']"	[50.489998, 50.89, 51.129997, 51.37, 51.53]	[0.40000200000000063, 0.23999700000000246, 0.24000299999999442, 0.1600000000000037, 0.5]
s04e17a		[]	[]	[]
s04e17a	 yeah. joey just pressed something on	['yeah', 'joey', 'just', 'pressed', 'something', 'on']	[53.53, 53.77, 54.09, 54.329998, 54.649998, 54.97]	[0.240000000000002, 0.3200000000000003, 0.23999799999999993, 0.3199999999999932, 0.32000200000000234, 0.15999700000000416]
s04e17a	 the remote and it just...	['the', 'remote', 'it', 'just']	[55.129997, 55.21, 55.61, 55.77]	[0.08000299999999783, 0.3999999999999986, 0.1600000000000037, 0.5]
s04e17a	 came on.	['came', 'on']	[56.785, 57.025]	[0.240000000000002, 0.5]
s04e17a	 hey, that happened to	['hey', 'it', 'happened', 'to']	[58.785, 59.025, 59.105, 59.425]	[0.240000000000002, 0.0799999999999983, 0.3200000000000003, 0.0800000000000054]
s04e17a	 me once. i was just flipping through the	['me', 'once', 'i', 'just', 'flipping', 'through', 'the']	[59.505, 59.665, 59.905, 59.985, 60.145, 60.545, 60.705]	[0.1599999999999966, 0.240000000000002, 0.0799999999999983, 0.1600000000000037, 0.3999999999999986, 0.1599999999999966, 0.0799999999999983]
