episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d	 well, i've i've never done	"['well', ""i've"", ""i've"", 'never', 'done']"	[9.12, 9.44, 9.599999, 10.065, 10.224999]	[0.3200000000000003, 0.1599990000000009, 0.38500099999999904, 0.1599990000000009, 0.16000000000000014]
s04e23d	 that with you before.	['that', 'with', 'you', 'before']	[10.384999, 10.464999, 10.705, 10.945]	[0.08000000000000007, 0.24000099999999946, 0.2400000000000002, 0.5]
s04e23d		[]	[]	[]
s04e23d	 nope.	['nope']	[13.184999]	[0.5]
s04e23d	 so, uh, how are ya? how	['so', 'how', 'are', 'you', 'how']	[14.705, 15.664999, 15.824999, 15.985, 16.224998]	[0.4799989999999994, 0.16000000000000014, 0.1600009999999994, 0.23999799999999993, 0.16000000000000014]
s04e23d	 ya... how ya... you okay?	['you', 'how', 'you', 'you', 'okay']	[16.384998, 16.465, 16.705, 17.025, 17.105]	[0.08000200000000035, 0.23999999999999844, 0.08000000000000185, 0.08000000000000185, 0.5]
s04e23d		['now']	[19.15]	[0.120000000000001]
s04e23d	 yep, yep. you?	['yep', 'yep', 'you']	[19.39, 19.55, 20.27]	[0.16000000000000014, 0.5, 0.4800000000000004]
s04e23d	 oh, yes, yes.	['oh', 'yes', 'yes']	[20.75, 20.91, 21.31]	[0.16000000000000014, 0.3999999999999986, 0.5]
s04e23d	 uh huh.	['uh-huh']	[21.949999]	[0.5]
s04e23d	 you?	['you']	[23.63]	[0.5]
s04e23d	 we did	['we', 'did']	[26.189999, 26.43]	[0.24000099999999946, 0.240000000000002]
s04e23d	 you.	['you']	[26.67]	[0.46499999999999986]
s04e23d		[]	[]	[]
s04e23d	 well...	['well']	[30.175]	[0.5]
s04e23d		[]	[]	[]
s04e23d	 i better get going. oh, yeah,	['i', 'better', 'get', 'going', 'oh', 'yeah']	[32.655, 32.895, 33.135002, 33.295, 33.455, 33.615]	[0.240000000000002, 0.24000199999999694, 0.15999800000000164, 0.1599999999999966, 0.1600000000000037, 0.23999999999999488]
s04e23d	 yeah. absolutely,	['absolutely']	[33.855]	[0.5]
s04e23d		[]	[]	[]
s04e23d	 yeah. could you	['could', 'you']	[38.379997, 38.62]	[0.24000299999999442, 0.0800000000000054]
s04e23d	 not look?	['not', 'look']	[38.7, 39.02]	[0.3200000000000003, 0.5]
s04e23d	 i don't want to look.	"['i', ""don't"", 'wanna', 'look']"	[40.3, 40.46, 40.699997, 40.94]	[0.1600000000000037, 0.23999700000000246, 0.24000299999999442, 0.5]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d		[]	[]	[]
s04e23d	 hello? hey!	['hello', 'hey']	[55.5, 56.14]	[0.5, 0.3200000000000003]
s04e23d	 where the hell have you been?	['where', 'the', 'hell', 'have', 'you', 'been']	[56.46, 56.78, 56.94, 57.1, 57.26, 57.5]	[0.3200000000000003, 0.1599999999999966, 0.1600000000000037, 0.1599999999999966, 0.240000000000002, 0.5]
s04e23d	 hey! i	['hey', 'i']	[58.46, 59.26]	[0.5, 0.1600000000000037]
s04e23d	 spent the night out. i met	['spent', 'the', 'night', 'out', 'i', 'met']	[59.42, 59.739998, 59.82, 60.059998, 60.379997, 60.539997]	[0.31999799999999823, 0.08000200000000035, 0.23999799999999993, 0.3199990000000028, 0.1599999999999966, 0.24000300000000152]
s04e23d	 this cute brides maid.	['this', 'cute', 'bridesmaid']	[60.78, 61.26, 61.899998]	[0.4799999999999969, 0.5, 0.5]
s04e23d	 she is so...	['she', 'is', 'so']	[62.905003, 63.145, 63.545002]	[0.23999700000000246, 0.40000199999999353, 0.23999799999999993]
