episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s01e05a		[]	[]	[]
s01e05a	would you let it	['but', 'you', 'let', 'it']	[1.8399999, 2.08, 2.32, 2.56]	[0.24000010000000005, 0.23999999999999977, 0.2400000000000002, 0.16000000000000014]
s01e05a	 go? it's not that big a deal.	"['go', ""it's"", 'not', 'that', 'big', 'a', 'deal']"	[2.72, 3.12, 3.36, 3.6, 3.6799998, 3.9199998, 4.0]	[0.3999999999999999, 0.23999999999999977, 0.2400000000000002, 0.07999979999999995, 0.23999999999999977, 0.08000020000000019, 0.31999970000000033]
s01e05a	 not that big a deal? it's	"['not', 'that', 'big', 'a', 'deal', ""it's""]"	[4.3199997, 4.48, 4.56, 4.7200003, 4.88, 5.12]	[0.1600003000000001, 0.07999999999999918, 0.1600003000000001, 0.1599997000000002, 0.2400000000000002, 0.39999999999999947]
s01e05a	 amazing, okay? you just reach in	['amazing', 'okay', 'you', 'just', 'reach', 'in']	[5.52, 6.16, 6.48, 6.72, 6.96, 7.2]	[0.5, 0.3200000000000003, 0.23999999999999932, 0.2400000000000002, 0.2400000000000002, 0.1599997000000002]
s01e05a	 there, there's one little maneuver	"['there', ""there's"", '1', 'little', 'maneuver']"	[7.3599997, 7.52, 7.7599998, 7.9199996, 8.24]	[0.1600002999999992, 0.23999980000000054, 0.15999979999999958, 0.3200004000000005, 0.4800000000000004]
s01e05a	 and bam, a bra,	['and', 'bam', 'a', 'bra']	[8.72, 9.04, 9.44, 9.599999]	[0.3199999999999985, 0.40000000000000036, 0.1599990000000009, 0.20500099999999932]
s01e05a	 right out the sleeve.	['right', 'out', 'the', 'sleeve']	[10.285, 10.445001, 10.6050005, 10.845]	[0.1600009999999994, 0.15999949999999963, 0.23999950000000148, 0.5]
s01e05a	 as far as i'm concerned	"['alright', 'then', 'as', 'far', 'as', ""i'm"", 'concerned']"	[11.885, 12.205, 12.365, 12.525001, 12.685, 12.765, 13.005]	[0.3200000000000003, 0.16000000000000014, 0.1600009999999994, 0.1599990000000009, 0.08000000000000007, 0.2400000000000002, 0.32000099999999954]
s01e05a	 there is nothing a guy	['there', 'is', 'nothing', 'a', 'guy']	[13.325001, 13.565001, 13.885, 14.445, 14.605]	[0.2400000000000002, 0.31999899999999926, 0.5, 0.16000000000000014, 0.2400000000000002]
s01e05a	 can do that even comes close. am	['can', 'do', 'that', 'even', 'comes', 'close', 'am']	[14.845, 15.005, 15.165, 15.405001, 15.565001, 15.885, 16.125]	[0.16000000000000014, 0.15999999999999837, 0.24000100000000124, 0.16000000000000014, 0.31999899999999926, 0.2400000000000002, 0.23999999999999844]
s01e05a	 i right here?  oh,	['i', 'right', 'here', 'oh', 'come']	[16.365, 16.525, 16.685, 17.085, 17.405]	[0.16000000000000014, 0.16000000000000014, 0.40000000000000213, 0.3200000000000003, 0.254999999999999]
s01e05a	 come on! you guys can pee	['come', 'on', 'you', 'guys', 'can', 'pee']	[17.82, 17.98, 18.14, 18.38, 18.7, 19.02]	[0.16000000000000014, 0.16000000000000014, 0.23999999999999844, 0.3200000000000003, 0.3200000000000003, 0.3200000000000003]
s01e05a	 standing up. we can?	['standing', 'up', 'we', 'can']	[19.34, 19.74, 20.22, 20.46]	[0.3999999999999986, 0.4800000000000004, 0.240000000000002, 0.31999899999999926]
s01e05a	 okay, i'm trying that.	"['okay', ""i'm"", 'trying', 'that']"	[20.779999, 21.1, 21.34, 21.66]	[0.3200010000000013, 0.23999999999999844, 0.3200000000000003, 0.5]
s01e05a		[]	[]	[]
s01e05a	 all right, you know what blows my	['you', 'know', 'what', 'closed', 'my']	[24.14, 24.3, 24.46, 24.619999, 25.02]	[0.16000000000000014, 0.16000000000000014, 0.15999899999999911, 0.4000009999999996, 0.16000000000000014]
s01e05a	 mind? women	['mind', 'women']	[25.18, 26.085]	[0.4250000000000007, 0.5]
s01e05a	 can see breasts	['can', 'see', 'breasts']	[26.805, 27.125, 27.365]	[0.3200000000000003, 0.23999999999999844, 0.5]
s01e05a	 anytime they want.	['anytime', 'they', 'want']	[27.925, 28.324999, 28.564999]	[0.39999899999999755, 0.240000000000002, 0.5]
s01e05a		[]	[]	[]
s01e05a	 you just look down, and there they	['you', 'just', 'look', 'down', 'and', 'there', 'they']	[31.205, 31.445, 31.685, 31.925, 32.165, 32.325, 32.485]	[0.240000000000002, 0.23999999999999844, 0.240000000000002, 0.23999999999999844, 0.1600000000000037, 0.1599999999999966, 0.240000000000002]
s01e05a	 are. how you get	['are', 'how', 'you', 'get']	[32.725, 33.684998, 33.845, 34.004997]	[0.5, 0.16000199999999865, 0.15999700000000416, 0.16000299999999612]
s01e05a	 any work done is beyond me.	['any', 'work', 'done', 'is', 'beyond', 'me']	[34.165, 34.405, 34.565, 34.805, 34.965, 35.285]	[0.240000000000002, 0.1599999999999966, 0.240000000000002, 0.1600000000000037, 0.3199999999999932, 0.24500000000000455]
s01e05a		[]	[]	[]
s01e05a	 okay, you know what	['oh', 'okay', 'you', 'know', 'what']	[37.93, 38.01, 38.329998, 38.489998, 38.57]	[0.0799999999999983, 0.31999800000000533, 0.1599999999999966, 0.08000200000000035, 0.1599999999999966]
s01e05a	 i don't get? the way guys can	"['i', ""don't"", 'get', 'the', 'way', 'guys', 'can']"	[38.73, 38.809998, 38.969997, 39.37, 39.53, 39.769997, 40.01]	[0.07999800000000334, 0.15999899999999911, 0.4000029999999981, 0.1600000000000037, 0.23999699999999535, 0.24000300000000152, 0.1600000000000037]
s01e05a	 do so many mean things and	['do', 'so', 'many', 'mean', 'things', 'and']	[40.17, 40.329998, 40.41, 40.73, 41.05, 41.61]	[0.15999800000000164, 0.08000199999999325, 0.3200000000000003, 0.3200000000000003, 0.5, 0.0799999999999983]
s01e05a	 then not even care.	['then', 'not', 'even', 'care']	[41.69, 41.93, 42.17, 42.41]	[0.240000000000002, 0.240000000000002, 0.23999999999999488, 0.4650000000000034]
s01e05a		[]	[]	[]
s01e05a		[]	[]	[]
s01e05a		[]	[]	[]
s01e05a		[]	[]	[]
s01e05a	 multiple	['multiple']	[49.755]	[0.5]
s01e05a	 orgasms.	['orgasms']	[50.395]	[0.5]
s01e05a		[]	[]	[]
