word	onset	duration	onset_TRs	duration_TRs
TELL	6.2625	0.25	4.203020134228188	0.16778523489932887
HIM	6.5125	0.12	4.370805369127517	0.08053691275167785
IT'S	6.6325	0.2	4.451342281879195	0.1342281879194631
FOR	6.8325	0.13	4.5855704697986575	0.087248322147651
YOU	6.9625	0.42	4.672818791946309	0.28187919463087246
FEELING	7.8725	0.23	5.283557046979865	0.15436241610738255
A	8.1025	1.24	5.437919463087248	0.8322147651006712
LITTLE	10.5925	0.63	7.109060402684563	0.4228187919463087
BETTER	11.2225	0.26	7.531879194630872	0.174496644295302
SWEETIE	11.4825	0.41	7.706375838926174	0.2751677852348993
WELL	12.6625	0.09	8.498322147651006	0.060402684563758385
MAYBE	12.7525	0.27	8.558724832214764	0.18120805369127518
A	13.0225	0.03	8.739932885906041	0.020134228187919462
LITTLE	13.0525	0.37	8.76006711409396	0.2483221476510067
I	14.4725	0.03	9.713087248322148	0.020134228187919462
WISH	14.5025	0.16	9.733221476510067	0.10738255033557047
YOU	14.6625	0.07	9.840604026845638	0.04697986577181208
HADN'T	14.7325	0.15	9.88758389261745	0.10067114093959731
SEEN	14.8825	0.17	9.988255033557047	0.11409395973154364
ME	15.0525	0.11	10.10234899328859	0.0738255033557047
THROW	15.1625	0.33	10.176174496644295	0.2214765100671141
UP	15.4925	0.19	10.39765100671141	0.12751677852348994
ME	17.7825	0.18	11.934563758389261	0.12080536912751677
TOO	17.9625	0.37	12.055369127516778	0.2483221476510067
HEY	18.5825	2.88	12.471476510067113	1.9328859060402683
I	22.2225	0.08	14.914429530201343	0.053691275167785234
JUST	22.3025	0.31	14.968120805369127	0.2080536912751678
HEARD	22.6125	0.32	15.176174496644295	0.21476510067114093
WHAT'S	22.9325	0.27	15.390939597315437	0.18120805369127518
UP	23.2025	0.28	15.572147651006713	0.18791946308724833
KIDNEY	23.7225	0.32	15.921140939597315	0.21476510067114093
STONES	24.0425	0.95	16.135906040268456	0.6375838926174496
NOW	25.1725	3.25	16.894295302013422	2.1812080536912752
ORDINARILY	28.9925	0.78	19.45805369127517	0.5234899328859061
MR	29.7725	0.23	19.981543624161073	0.15436241610738255
TRIBBIANI	30.0025	0.79	20.13590604026846	0.5302013422818792
WE	31.1125	0.13	20.880872483221477	0.087248322147651
TRY	31.2425	0.26	20.96812080536913	0.174496644295302
TO	31.5025	0.12	21.14261744966443	0.08053691275167785
BREAK	31.6225	0.27	21.223154362416107	0.18120805369127518
THE	31.8925	0.07	21.404362416107382	0.04697986577181208
STONES	31.9625	0.36	21.451342281879192	0.24161073825503354
UP	32.3225	0.14	21.692953020134226	0.09395973154362416
WITH	32.4625	0.13	21.78691275167785	0.087248322147651
SHOCK	32.5925	0.35	21.874161073825505	0.2348993288590604
WAVES	32.9425	0.39	22.109060402684566	0.26174496644295303
BUT	33.3625	0.13	22.390939597315434	0.087248322147651
THEY'RE	33.4925	0.13	22.47818791946309	0.087248322147651
TOO	33.6225	0.17	22.56543624161074	0.11409395973154364
CLOSE	33.7925	0.23	22.67953020134228	0.15436241610738255
TO	34.0225	0.08	22.833892617449663	0.053691275167785234
THE	34.1025	0.1	22.88758389261745	0.06711409395973154
BLADDER	34.2025	0.37	22.95469798657718	0.2483221476510067
NOW	34.5725	0.27	23.203020134228186	0.18120805369127518
WHICH	35.5325	0.2	23.84731543624161	0.1342281879194631
MEANS	35.7325	0.31	23.981543624161077	0.2080536912751678
WE	36.0425	0.12	24.189597315436238	0.08053691275167785
CAN	36.1625	0.13	24.27013422818792	0.087248322147651
EITHER	36.2925	0.25	24.35738255033557	0.16778523489932887
WAIT	36.5425	0.24	24.5251677852349	0.1610738255033557
FOR	36.7825	0.12	24.686241610738254	0.08053691275167785
YOU	36.9025	0.18	24.766778523489936	0.12080536912751677
TO	37.0825	0.14	24.887583892617453	0.09395973154362416
PASS	37.2225	0.38	24.981543624161073	0.2550335570469799
THEM	37.6025	0.3	25.23657718120805	0.20134228187919462
OR	38.2325	0.28	25.659395973154364	0.18791946308724833
ELSE	38.5125	0.4	25.84731543624161	0.2684563758389262
GO	38.9425	0.18	26.13590604026846	0.12080536912751677
UP	39.1225	0.08	26.256711409395976	0.053691275167785234
THE	39.2225	0.09	26.323825503355703	0.060402684563758385
URETHRA	39.3125	0.84	26.38422818791946	0.5637583892617449
WHOA	40.1525	0.61	26.94798657718121	0.40939597315436244
HO	40.7625	2.49	27.357382550335572	1.6711409395973156
NO	43.2525	0.18	29.028523489932883	0.12080536912751677
NO	43.4325	0.16	29.1493288590604	0.10738255033557047
NO	43.5925	0.12	29.256711409395972	0.08053691275167785
NO	43.7125	0.13	29.33724832214765	0.087248322147651
NO	43.8425	0.25	29.424496644295303	0.16778523489932887
NOTHING	44.4425	0.59	29.827181208053695	0.3959731543624161
IS	45.1725	0.17	30.31711409395973	0.11409395973154364
GOING	45.3425	0.29	30.431208053691275	0.19463087248322147
UPOKAY	45.6325	0.69	30.6258389261745	0.4630872483221476
UP	46.3225	1.0	31.088926174496642	0.6711409395973155
UP	47.6325	0.35	31.96812080536913	0.2348993288590604
IS	47.9825	0.13	32.20302013422819	0.087248322147651
NOT	48.1125	0.22	32.290268456375834	0.1476510067114094
AN	48.3325	0.08	32.43791946308725	0.053691275167785234
OPTION	48.4125	0.54	32.491610738255034	0.36241610738255037
WHAT'S	49.0425	0.25	32.91442953020134	0.16778523489932887
A	49.2925	0.15	33.082214765100666	0.10067114093959731
URETHRA	49.4425	0.43	33.18288590604027	0.2885906040268456
ARE	49.8725	0.03	33.47147651006711	0.020134228187919462
YOU	50.1025	0.06	33.625838926174495	0.040268456375838924
CRAZY	50.1625	0.15	33.66610738255034	0.10067114093959731
SO	50.3125	0.14	33.76677852348993	0.09395973154362416
DID	50.4525	0.09	33.86073825503356	0.060402684563758385
YOU	50.5425	0.06	33.921140939597315	0.040268456375838924
ASK	50.6025	3.5	33.961409395973156	2.348993288590604
HIM	54.2225	0.25	36.39093959731544	0.16778523489932887
NO	54.4725	0.14	36.558724832214764	0.09395973154362416
I	54.6125	0.46	36.652684563758385	0.3087248322147651
HAVEN'T	55.0725	3.85	36.961409395973156	2.5838926174496644
HAD	58.9525	0.2	39.56543624161074	0.1342281879194631
A	59.1525	0.06	39.6996644295302	0.040268456375838924
CHANCE	59.2125	0.44	39.739932885906036	0.2953020134228188
TO	59.6525	0.85	40.03523489932886	0.5704697986577181
BE	60.6725	0.12	40.71979865771812	0.08053691275167785
ALONE	60.7925	0.67	40.8003355704698	0.44966442953020136
WITH	61.5425	0.21	41.303691275167786	0.14093959731543623
HIM	61.7525	0.41	41.44463087248322	0.2751677852348993
YET	62.1625	0.29	41.71979865771812	0.19463087248322147
WELL	62.7025	0.14	42.08221476510067	0.09395973154362416
I'M	62.8425	0.19	42.17617449664429	0.12751677852348994
KIND	63.0325	0.23	42.303691275167786	0.15436241610738255
OF	63.2625	0.06	42.45805369127517	0.040268456375838924
ON	63.3225	0.07	42.498322147651	0.04697986577181208
A	63.3925	0.06	42.54530201342282	0.040268456375838924
CLOCK	63.4525	0.48	42.58557046979866	0.3221476510067114
HERE	64.5425	1.94	43.31711409395974	1.3020134228187918
OH	67.5025	0.38	45.303691275167786	0.2550335570469799
FONZIE	67.8825	0.56	45.55872483221476	0.37583892617449666
YOU	68.5925	0.07	46.03523489932886	0.04697986577181208
KNOW	68.6625	0.22	46.082214765100666	0.1476510067114094
WHO	68.8825	0.21	46.22986577181208	0.14093959731543623
I	69.0925	2.6	46.37080536912752	1.7449664429530203
ALWAYS	72.5725	0.65	48.70637583892618	0.43624161073825507
LIKED	73.2225	0.37	49.14261744966443	0.2483221476510067
MORK	74.1525	0.29	49.76677852348993	0.19463087248322147
UNDO	76.2525	1.86	51.17617449664429	1.2483221476510067
IT	78.1125	0.45	52.4244966442953	0.30201342281879195
UNDO	78.5625	0.26	52.72651006711409	0.174496644295302
IT	78.8225	0.14	52.9010067114094	0.09395973154362416
UNDO	78.9625	0.24	52.99496644295302	0.1610738255033557
IT	79.2025	0.12	53.15604026845638	0.08053691275167785
FONZIE	79.3225	0.22	53.236577181208055	0.1476510067114094
MET	79.5425	3.22	53.38422818791947	2.161073825503356
MORK	82.7625	0.63	55.54530201342282	0.4228187919463087
MORKFROZEFONZIE	84.2525	1.14	56.54530201342282	0.7651006711409395
YEAH	85.7525	1.75	57.55201342281879	1.174496644295302
UM	88.0825	0.52	59.11577181208053	0.348993288590604
YES	88.9825	0.74	59.71979865771812	0.4966442953020134
BUT	90.0325	0.94	60.4244966442953	0.6308724832214765
FONZIE	91.8125	0.63	61.619127516778526	0.4228187919463087
WAS	92.8925	0.36	62.34395973154362	0.24161073825503354
ALREADY	93.2525	0.55	62.585570469798654	0.3691275167785235
COOL	93.8825	0.48	63.00838926174496	0.3221476510067114
SO	94.6225	0.13	63.50503355704698	0.087248322147651
HE	94.7525	0.12	63.59228187919463	0.08053691275167785
WASN'T	94.8725	1.62	63.67281879194631	1.087248322147651
HURT	96.4925	0.67	64.76006711409397	0.44966442953020136
RIGHT	97.6725	0.48	65.55201342281879	0.3221476510067114
YEAH	99.7325	0.15	66.93456375838926	0.10067114093959731
THAT'S	99.8825	0.17	67.03523489932886	0.11409395973154364
RIGHT	100.0525	0.32	67.1493288590604	0.21476510067114093
HEY	100.3725	0.09	67.36409395973155	0.060402684563758385
HI	100.5125	0.36	67.45805369127517	0.24161073825503354
HOW	100.8725	2.96	67.6996644295302	1.9865771812080537
YOU	104.2125	0.23	69.94127516778524	0.15436241610738255
DOING	105.0125	0.84	70.4781879194631	0.5637583892617449
OKAY	105.9325	0.36	71.09563758389262	0.24161073825503354
THE	106.2925	0.21	71.33724832214766	0.14093959731543623
DOCTOR	106.5025	0.16	71.47818791946308	0.10738255033557047
SAYS	106.6625	0.24	71.58557046979865	0.1610738255033557
ANY	106.9025	0.16	71.74664429530202	0.10738255033557047
MINUTE	107.0625	0.28	71.85402684563759	0.18791946308724833
NOW	107.3425	0.22	72.04194630872483	0.1476510067114094
HEY	108.4725	0.33	72.8003355704698	0.2214765100671141
YOU	108.8025	0.12	73.0218120805369	0.08053691275167785
KNOW	108.9225	0.4	73.10234899328859	0.2684563758389262
ALICE	110.0625	0.43	73.86744966442953	0.2885906040268456
IS	110.4925	0.06	74.15604026845638	0.040268456375838924
