word	onset	duration	onset_TRs	duration_TRs
COFFEE	0.0125	0.12	0.008389261744966443	0.08053691275167785
THANK	0.1325	0.12	0.0889261744966443	0.08053691275167785
YOU	0.2525	4.72	0.16946308724832215	3.1677852348993287
CAPPUCCINO	5.1325	1.18	3.4446308724832218	0.7919463087248322
GRAZIE	6.7025	0.81	4.498322147651007	0.5436241610738255
A	7.8925	0.07	5.296979865771812	0.04697986577181208
NICE	7.9625	0.68	5.343959731543625	0.45637583892617456
HOT	8.7025	0.39	5.840604026845638	0.26174496644295303
CIDER	9.0925	0.58	6.10234899328859	0.38926174496644295
FOR	9.7325	0.09	6.531879194630872	0.060402684563758385
MONICA	9.8225	1.68	6.592281879194631	1.1275167785234899
AW	11.5025	0.08	7.719798657718121	0.053691275167785234
THANK	12.1625	0.31	8.162751677852349	0.2080536912751678
YOU	12.4725	0.62	8.370805369127517	0.4161073825503356
RACH	13.0925	0.47	8.786912751677852	0.31543624161073824
YEAH	13.7425	0.29	9.223154362416107	0.19463087248322147
WHY	14.3125	0.34	9.605704697986578	0.22818791946308728
DOES	14.6525	0.19	9.833892617449665	0.12751677852348994
MY	14.8425	0.16	9.961409395973154	0.10738255033557047
CINNAMON	15.0025	0.39	10.068791946308725	0.26174496644295303
STICK	15.3925	0.34	10.330536912751677	0.22818791946308728
HAVE	15.8125	0.18	10.61241610738255	0.12080536912751677
AN	15.9925	0.08	10.733221476510067	0.053691275167785234
ERASER	16.0725	0.48	10.786912751677853	0.3221476510067114
OH	17.4625	1.12	11.71979865771812	0.7516778523489933
OH	19.9325	0.88	13.377516778523491	0.5906040268456376
THAT'S	21.1125	0.29	14.169463087248323	0.19463087248322147
WHY	21.4225	2.92	14.37751677852349	1.9597315436241611
I'M	25.0525	7.11	16.813758389261743	4.771812080536913
SORRY	38.3125	0.16	25.713087248322147	0.10738255033557047
CHANDLER	40.9625	0.78	27.491610738255034	0.5234899328859061
MISS	43.3125	0.24	29.068791946308725	0.1610738255033557
TEDLOCK	43.6725	0.63	29.31040268456376	0.4228187919463087
YOU'RE	44.3625	0.12	29.773489932885905	0.08053691275167785
LOOKING	44.4825	0.32	29.854026845637584	0.21476510067114093
LOVELY	44.8025	0.39	30.068791946308725	0.26174496644295303
TODAY	45.1925	0.52	30.33053691275168	0.348993288590604
AND	45.7125	0.15	30.67953020134228	0.10067114093959731
MAY	45.8625	0.18	30.780201342281877	0.12080536912751677
I	46.0425	0.08	30.901006711409394	0.053691275167785234
SAY	46.1225	0.25	30.954697986577184	0.16778523489932887
THAT	46.3725	0.13	31.12248322147651	0.087248322147651
IS	46.5025	0.1	31.20973154362416	0.06711409395973154
A	46.6025	0.08	31.276845637583893	0.053691275167785234
VERY	46.8225	0.32	31.4244966442953	0.21476510067114093
FLATTERING	47.1425	0.4	31.639261744966444	0.2684563758389262
SLEEVE	47.5425	0.34	31.907718120805367	0.22818791946308728
LENGTH	47.8825	0.25	32.13590604026846	0.16778523489932887
ON	48.1325	0.16	32.303691275167786	0.10738255033557047
YOU	48.2925	0.22	32.41107382550335	0.1476510067114094
YES	50.1925	0.46	33.68624161073826	0.3087248322147651
WELL	51.3625	0.42	34.47147651006711	0.28187919463087246
MR	52.2725	0.33	35.08221476510067	0.2214765100671141
KOSTELIC	52.6025	0.63	35.303691275167786	0.4228187919463087
WOULD	53.2325	0.11	35.7265100671141	0.0738255033557047
LIKE	53.3425	0.18	35.8003355704698	0.12080536912751677
YOU	53.5225	0.08	35.921140939597315	0.053691275167785234
TO	53.6025	0.06	35.9748322147651	0.040268456375838924
STOP	53.6625	0.31	36.01510067114094	0.2080536912751678
BY	53.9725	0.18	36.2231543624161	0.12080536912751677
HIS	54.1525	0.22	36.34395973154363	0.1476510067114094
OFFICE	54.3725	0.33	36.491610738255034	0.2214765100671141
AT	54.7025	0.08	36.71308724832215	0.053691275167785234
THE	54.7825	0.11	36.76677852348993	0.0738255033557047
END	54.8925	0.16	36.84060402684564	0.10738255033557047
OF	55.0525	0.09	36.94798657718121	0.060402684563758385
THE	55.1425	0.07	37.008389261744966	0.04697986577181208
DAY	55.2125	0.38	37.05536912751678	0.2550335570469799
OH	56.3025	0.25	37.78691275167785	0.16778523489932887
LISTEN	56.7325	0.27	38.0755033557047	0.18120805369127518
IF	57.0025	0.1	38.25671140939597	0.06711409395973154
THIS	57.1025	0.19	38.32382550335571	0.12751677852348994
IS	57.2925	0.09	38.45134228187919	0.060402684563758385
ABOUT	57.3825	0.25	38.511744966442954	0.16778523489932887
THOSE	57.6325	0.21	38.67953020134228	0.14093959731543623
PRANK	57.8425	0.33	38.82046979865772	0.2214765100671141
MEMOS	58.1925	0.44	39.055369127516784	0.2953020134228188
I	58.6325	0.11	39.350671140939596	0.0738255033557047
HAD	58.7425	0.2	39.4244966442953	0.1342281879194631
NOTHING	58.9425	0.43	39.558724832214764	0.2885906040268456
TO	59.3725	0.08	39.847315436241615	0.053691275167785234
DO	59.4525	0.17	39.901006711409394	0.11409395973154364
WITH	59.6225	0.15	40.01510067114094	0.10067114093959731
THEM	59.7725	0.12	40.11577181208054	0.08053691275167785
REALLY	59.9425	0.28	40.22986577181208	0.18791946308724833
NOTHING	60.2225	0.37	40.41778523489933	0.2483221476510067
AT	60.5925	1.46	40.66610738255034	0.9798657718120806
ALL	63.9225	0.07	42.901006711409394	0.04697986577181208
REALLY	64.6825	0.19	43.41107382550336	0.12751677852348994
AND	64.8725	0.18	43.53859060402685	0.12080536912751677
FRANKLY	65.0525	0.43	43.65939597315436	0.2885906040268456
I	65.4825	0.12	43.94798657718121	0.08053691275167785
DON'T	65.6025	0.21	44.02852348993289	0.14093959731543623
THINK	65.8125	0.18	44.169463087248324	0.12080536912751677
THAT	65.9925	0.11	44.29026845637584	0.0738255033557047
THOSE	66.1025	0.21	44.36409395973155	0.14093959731543623
KIND	66.3125	0.24	44.50503355704698	0.1610738255033557
OF	66.5525	0.06	44.66610738255033	0.040268456375838924
SHENANIGANS	66.6125	0.6	44.70637583892617	0.40268456375838924
HAVE	67.2125	0.15	45.10906040268457	0.10067114093959731
A	67.3625	0.04	45.20973154362416	0.026845637583892617
PLACE	67.4025	0.44	45.236577181208055	0.2953020134228188
IN	67.8425	0.15	45.531879194630875	0.10067114093959731
AN	67.9925	0.11	45.63255033557047	0.0738255033557047
OFFICE	68.1025	0.37	45.70637583892618	0.2483221476510067
ENVIRONMENT	68.4725	0.57	45.95469798657718	0.38255033557046975
HEY	69.4825	6.96	46.63255033557047	4.671140939597316
YOU	76.4425	0.23	51.30369127516778	0.15436241610738255
GUYS	76.6725	0.39	51.45805369127517	0.26174496644295303
CHANDLER'S	77.9725	0.49	52.330536912751676	0.32885906040268453
COMING	78.4625	0.34	52.65939597315437	0.22818791946308728
AND	79.0025	0.15	53.02181208053691	0.10067114093959731
HE	79.1525	0.11	53.122483221476514	0.0738255033557047
SAYS	79.2625	0.24	53.196308724832214	0.1610738255033557
HE	79.5025	0.07	53.35738255033557	0.04697986577181208
HAS	79.5725	0.28	53.40436241610739	0.18791946308724833
THIS	79.8525	0.21	53.59228187919464	0.14093959731543623
LIKE	80.0625	0.09	53.73322147651007	0.060402684563758385
INCREDIBLE	80.1525	0.68	53.79362416107383	0.45637583892617456
NEWS	80.8325	0.38	54.25	0.2550335570469799
SO	81.2325	0.16	54.51845637583893	0.10738255033557047
WHEN	81.3925	0.14	54.625838926174495	0.09395973154362416
HE	81.5325	0.09	54.71979865771812	0.060402684563758385
GETS	81.6225	0.31	54.780201342281885	0.2080536912751678
HERE	81.9325	0.24	54.98825503355705	0.1610738255033557
LET'S	82.3025	0.19	55.23657718120805	0.12751677852348994
ALL	82.4925	0.18	55.36409395973155	0.12080536912751677
ACT	82.6725	0.31	55.48489932885906	0.2080536912751678
LIKE	83.0525	0.53	55.739932885906036	0.3557046979865772
HEY	83.9225	0.19	56.32382550335571	0.12751677852348994
NEVER	84.2025	0.39	56.511744966442954	0.26174496644295303
MIND	84.5925	0.58	56.77348993288591	0.38926174496644295
BUT	85.3325	0.18	57.27013422818792	0.12080536912751677
IT	85.5125	0.06	57.39093959731544	0.040268456375838924
WAS	85.5725	0.2	57.43120805369128	0.1342281879194631
GOING	85.8925	0.26	57.645973154362416	0.174496644295302
TO	86.1525	0.19	57.82046979865772	0.12751677852348994
BE	86.3425	0.14	57.94798657718121	0.09395973154362416
REALLY	86.4825	0.25	58.04194630872483	0.16778523489932887
