episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s02e24b	" i had to sing the ""copacabana"" in"	['i', 'had', 'to', 'sing', 'the', 'copacabana', 'in']	[0.0, 0.08, 0.16, 0.32, 0.39999998, 0.48, 1.28]	[0.08, 0.08, 0.16, 0.07999997999999997, 0.08000002, 0.5, 0.15999990000000008]
s02e24b	 front of the entire	['front', 'of', 'the', 'entire']	[1.4399999, 1.5999999, 1.76, 1.92]	[0.15999999999999992, 0.16000009999999998, 0.15999999999999992, 0.5]
s02e24b	 school. i think i got two lines	['school', 'i', 'think', 'i', 'got', '2', 'lines']	[2.96, 3.36, 3.52, 3.6799998, 3.84, 4.0, 4.16]	[0.3999999999999999, 0.16000000000000014, 0.15999980000000003, 0.16000019999999981, 0.16000000000000014, 0.16000000000000014, 0.1599997000000002]
s02e24b	 into it before i ran and freaked	['into', 'it', 'before', 'i', 'ran', 'and', 'freaked']	[4.3199997, 4.48, 4.64, 4.96, 5.04, 5.3599997, 5.6]	[0.1600003000000001, 0.15999999999999925, 0.3200000000000003, 0.08000000000000007, 0.31999970000000033, 0.24000029999999928, 0.23999970000000026]
s02e24b	 out. oh, my god, my entire life's flashing	"['out', 'oh', 'my', 'god', 'my', 'entire', ""life's"", 'flashing']"	[5.8399997, 6.08, 6.24, 6.3199997, 6.48, 6.64, 6.8799996, 7.12]	[0.24000030000000017, 0.16000000000000014, 0.07999970000000012, 0.1600003000000001, 0.15999999999999925, 0.23999959999999998, 0.24000040000000045, 0.3200000000000003]
s02e24b	 before my eyes. rach,	['before', 'my', 'rich']	[7.44, 7.68, 8.434999]	[0.23999999999999932, 0.3550000000000004, 0.3200010000000013]
s02e24b	 hey, look. i remember that. it	['hey', 'look', 'i', 'remember', 'that', 'it']	[8.755, 8.995, 9.3949995, 9.555, 9.955, 10.195]	[0.23999999999999844, 0.3999995000000016, 0.16000049999999888, 0.40000000000000036, 0.2400000000000002, 0.16000000000000014]
s02e24b	 wasn't so bad. oh,	"[""wasn't"", 'so', 'bad', 'oh']"	[10.355, 10.674999, 10.915, 11.3949995]	[0.31999899999999926, 0.24000099999999946, 0.4799995000000017, 0.320000499999999]
s02e24b	 ross, would you stop? you	['ross', 'would', 'you', 'stop', 'you']	[11.715, 12.115, 12.275, 12.674999, 12.995]	[0.40000000000000036, 0.16000000000000014, 0.3999989999999993, 0.32000099999999954, 0.2400000000000002]
s02e24b	 got me. i'm dating you.	"['got', 'me', ""i'm"", 'dating', 'you']"	[13.235, 13.475, 13.715, 13.875, 14.195]	[0.2400000000000002, 0.2400000000000002, 0.16000000000000014, 0.3200000000000003, 0.5]
s02e24b		[]	[]	[]
s02e24b	 rachel. hi,	['rachel', 'oh', 'eyes', 'hi']	[15.955, 16.915, 17.26, 17.58]	[0.4999999999999982, 0.26500000000000057, 0.31999999999999673, 0.240000000000002]
s02e24b	 mr. weinberg. hi, mrs.	['mister', 'weinberg', 'hi', 'missus']	[17.82, 18.14, 18.7, 18.86]	[0.3200000000000003, 0.5, 0.16000000000000014, 0.40000000000000213]
s02e24b	 weinberg. it's so	"['weinberg', ""it's"", 'so']"	[19.26, 19.82, 20.14]	[0.5, 0.3200000000000003, 0.24000099999999946]
s02e24b	 wonderful to see you again, my	['wonderful', 'to', 'see', 'you', 'again', 'my']	[20.380001, 20.86, 21.02, 21.26, 21.42, 21.66]	[0.4799989999999994, 0.16000000000000014, 0.240000000000002, 0.16000000000000014, 0.23999999999999844, 0.23999999999999844]
s02e24b	 dear. in fact, i hardly	['dear', 'in', 'fact', 'i', 'hardly']	[21.9, 22.380001, 22.54, 22.78, 22.94]	[0.48000100000000145, 0.15999899999999911, 0.240000000000002, 0.16000000000000014, 0.4800000000000004]
s02e24b	 expected to see so much.	['expected', 'to', 'see', 'so', 'much']	[23.42, 23.9, 24.06, 24.380001, 24.62]	[0.4799999999999969, 0.16000000000000014, 0.3200010000000013, 0.23999900000000096, 0.5]
s02e24b		[]	[]	[]
s02e24b	 you told	['eyes', 'you', 'told']	[26.965, 27.685, 27.845]	[0.5, 0.16000000000000014, 0.3200000000000003]
s02e24b	 me you didn't see anything. i	"['me', 'you', ""didn't"", 'see', 'anything', 'i']"	[28.165, 28.405, 28.485, 28.805, 29.045, 29.605]	[0.240000000000002, 0.0799999999999983, 0.3200000000000003, 0.240000000000002, 0.5, 0.16000000000000014]
s02e24b	 tell you a lot of things.	['tell', 'you', 'a', 'lot', 'of', 'things']	[29.765, 29.925, 30.165, 30.244999, 30.404999, 30.485]	[0.16000000000000014, 0.23999999999999844, 0.07999900000000082, 0.16000000000000014, 0.08000099999999932, 0.5]
s02e24b		[]	[]	[]
s02e24b	 well, it's wonderful to have	"['well', ""it's"", 'wonderful', 'to', 'have']"	[32.325, 32.805, 33.205, 33.845, 33.925]	[0.4799999999999969, 0.3999999999999986, 0.5, 0.0799999999999983, 0.1600000000000037]
s02e24b	 you up and about again,	['you', 'up', 'put', 'about', 'again']	[34.085, 34.325, 34.59, 34.75, 34.989998]	[0.240000000000002, 0.18499999999999517, 0.1599999999999966, 0.23999799999999993, 0.4799989999999994]
s02e24b	 dear. stay	['dear', 'stay']	[35.469997, 36.51]	[0.5, 0.31999800000000533]
s02e24b	 well.	['well']	[36.829998]	[0.5]
s02e24b	 okay. now, that is the	['okay', 'now', 'that', 'is', 'the']	[38.989998, 39.309998, 39.469997, 39.629997, 39.87]	[0.3200000000000003, 0.15999899999999911, 0.1600000000000037, 0.24000299999999442, 0.23999700000000246]
s02e24b	 third time someone has	['3rd', 'time', 'someone', 'has']	[40.109997, 40.43, 40.989998, 41.39]	[0.3200029999999998, 0.5, 0.40000200000000063, 0.1599999999999966]
s02e24b	 said something like that to me today.	['said', 'something', 'like', 'that', 'to', 'me', 'today']	[41.55, 41.789997, 42.03, 42.19, 42.429996, 42.51, 42.67]	[0.23999700000000246, 0.24000300000000152, 0.1599999999999966, 0.23999600000000498, 0.0800039999999953, 0.1600000000000037, 0.4450000000000003]
s02e24b	 rach? rach!	['bitch', 'right']	[43.355003, 44.155003]	[0.5, 0.5]
s02e24b	 oh,	['oh', 'my', 'god']	[44.875, 45.035, 45.435]	[0.1599999999999966, 0.4000000000000057, 0.3999999999999986]
s02e24b	 hi. oh, my god! i'm	"['oh', 'my', 'god', ""i'm""]"	[45.835, 46.235, 46.555, 47.035]	[0.3999999999999986, 0.3200000000000003, 0.4799999999999969, 0.240000000000002]
s02e24b	 married! i'm mrs.	"['married', ""i'm"", 'missus']"	[47.275, 48.475002, 48.795002]	[0.5, 0.3199999999999932, 0.31999800000000533]
s02e24b	 dr. barry hunter hyphen	['doctor', 'barry', 'hunter', 'hyphen']	[49.115, 49.435, 49.675003, 49.995003]	[0.3200000000000003, 0.24000299999999442, 0.3200000000000003, 0.4799990000000065]
s02e24b	 farber.	['farber']	[50.475002]	[0.4349979999999931]
s02e24b	 oh, honey. i'm so proud of you,	['i', 'am', 'so', 'proud', 'of', 'you']	[52.11, 52.35, 52.59, 52.91, 53.15, 53.23]	[0.240000000000002, 0.240000000000002, 0.3199999999999932, 0.240000000000002, 0.0799999999999983, 0.3200000000000003]
s02e24b	 min. min?	['min', 'min']	[53.55, 54.35]	[0.5, 0.5]
s02e24b	 oh,	['oh']	[56.27]	[0.1599999999999966]
s02e24b	 rach. still here.	['great', 'still', 'here']	[56.43, 57.39, 57.63]	[0.5, 0.240000000000002, 0.2949999999999946]
s02e24b	 at our wedding they were packing up	['at', 'our', 'wedding', 'they', 'were', 'packing', 'up']	[58.085, 58.325, 58.405, 58.725, 58.885, 59.125, 59.364998]	[0.240000000000002, 0.0799999999999983, 0.3200000000000003, 0.1599999999999966, 0.240000000000002, 0.23999799999999993, 0.08000200000000035]
s02e24b	 the chopped liver about now.	['the', 'chopped', 'liver', 'about', 'now']	[59.445, 59.605, 59.765, 60.085, 60.245]	[0.1599999999999966, 0.1600000000000037, 0.3200000000000003, 0.1599999999999966, 0.5]
s02e24b	 oh, yeah, i	['oh', 'yeah', 'i']	[61.684998, 62.004997, 62.245]	[0.3199990000000028, 0.24000299999999442, 0.1600000000000037]
s02e24b	 love that story.	['love', 'that', 'story']	[62.405, 62.725, 62.965]	[0.3200000000000003, 0.240000000000002, 0.5]
s02e24b		[]	[]	[]
s02e24b	 um, i have a question for you guys.	['i', 'have', 'a', 'question', 'for', 'you', 'guys']	[65.445, 65.604996, 65.765, 65.845, 66.244995, 66.405, 66.565]	[0.1599960000000067, 0.1600040000000007, 0.0799999999999983, 0.3999950000000041, 0.16000499999999818, 0.1599999999999966, 0.41500000000000625]
s02e24b	 why do people keep saying it's good to see	"['why', 'do', 'people', 'keep', 'saying', ""it's"", 'good', 'to', 'see']"	[67.060005, 67.22, 67.380005, 67.46001, 67.700005, 68.020004, 68.18, 68.340004, 68.420006]	[0.159994999999995, 0.16000499999999818, 0.08000499999999988, 0.2399950000000075, 0.3199989999999957, 0.1599960000000067, 0.1600039999999865, 0.08000200000000746, 0.07999399999999923]
s02e24b	 me up and about?	['me', 'up', 'and', 'about']	[68.5, 68.66, 68.82, 69.060005]	[0.1599999999999966, 0.1599999999999966, 0.24000500000001068, 0.5]
s02e24b	 well,	['well']	[70.740005]	[0.3999950000000041]
s02e24b	 uh, after you ran out on your	['after', 'you', 'ran', 'out', 'on', 'your']	[71.46001, 71.78001, 71.94, 72.18, 72.340004, 72.5]	[0.3200000000000074, 0.15998999999999342, 0.2400000000000091, 0.1600039999999865, 0.1599960000000067, 0.24000499999999647]
s02e24b	 wedding barry's	"['wedding', ""barry's""]"	[72.740005, 73.700005]	[0.5, 0.4799950000000024]
s02e24b	 parents told people you were	['parents', 'told', 'people', 'you', 'were']	[74.18, 74.66, 74.98, 75.3, 75.46001]	[0.47999999999998977, 0.3200000000000074, 0.3199999999999932, 0.16000999999999976, 0.4799900000000008]
s02e24b	 sort of...	['sort', 'of']	[75.94, 76.18]	[0.2400000000000091, 0.5]
s02e24b	 insane.	['insane']	[77.215004]	[0.5]
s02e24b	 insane?	['insane']	[79.375]	[0.5]
s02e24b	 from the	['from', 'the']	[80.655, 81.055]	[0.4000000000000057, 0.3999999999999915]
s02e24b	 syphilis. what?!	['syphilis', 'what']	[81.455, 82.495]	[0.5, 0.5]
s02e24b		[]	[]	[]
s02e24b	 well, what were they going to say? you	['yeah', 'what', 'were', 'they', 'gonna', 'say', 'you']	[84.735, 85.62, 85.700005, 85.740005, 85.78001, 86.020004, 86.18]	[0.5, 0.08000499999999988, 0.03999999999999204, 0.04000500000000784, 0.23999399999999582, 0.1599960000000067, 0.1600039999999865]
s02e24b	 didn't love me anymore? come	"[""didn't"", 'love', 'me', 'anymore', 'come']"	[86.340004, 86.5, 86.740005, 86.9, 87.22]	[0.1599960000000067, 0.24000499999999647, 0.1599950000000092, 0.3199999999999932, 0.24000999999999806]
s02e24b	 on. your	['on', 'your']	[87.46001, 88.9]	[0.5, 0.3199999999999932]
s02e24b	 choices were that	['choices', 'were', 'that']	[89.22, 89.94, 90.18]	[0.5, 0.2400000000000091, 0.5]
s02e24b	 orsyphilis?!	['or', 'syphilis']	[90.82, 91.3]	[0.480000000000004, 0.5]
s02e24b	 hey,	['hey']	[93.405]	[0.23999999999999488]
s02e24b	 sweetie, at least this puts your whole	['sweetie', 'at', 'least', 'this', 'puts', 'your', 'whole']	[93.645, 94.045, 94.204994, 94.365, 94.524994, 94.765, 94.924995]	[0.4000000000000057, 0.15999399999999753, 0.16000599999999565, 0.15999400000001174, 0.24000599999999395, 0.159994999999995, 0.2399950000000075]
s02e24b	 tushie show into perspective.	['tushy', 'show', 'into', 'perspective']	[95.16499, 95.485, 95.645, 96.045]	[0.32000999999999635, 0.1599999999999966, 0.4000000000000057, 0.5]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b	 angela? joey	['angela', 'joey']	[99.725, 100.924995]	[0.5, 0.3200000000000074]
s02e24b	 tribbiani.	['tribbiani']	[101.244995]	[0.5]
s02e24b	 listen,	['eyes', 'listen']	[102.96, 103.12]	[0.1600000000000108, 0.47999999999998977]
s02e24b	 uh, what are you doing tonight?	['what', 'are', 'you', 'doing', 'tonight']	[104.32, 104.56, 104.64, 104.8, 105.04]	[0.2400000000000091, 0.0799999999999983, 0.1599999999999966, 0.2400000000000091, 0.5]
s02e24b	 i know you're	"['i', 'know', ""you're""]"	[106.4, 106.64, 106.88]	[0.23999999999999488, 0.23999999999999488, 0.2400000000000091]
s02e24b	 seeing that guy. i was thinking maybe you	['seeing', 'that', 'guy', 'i', 'was', 'thinking', 'maybe', 'you']	[107.12, 107.36, 107.52, 107.68, 107.84, 108.0, 108.32, 108.56]	[0.23999999999999488, 0.1599999999999966, 0.1600000000000108, 0.1599999999999966, 0.1599999999999966, 0.3199999999999932, 0.2400000000000091, 0.0799999999999983]
s02e24b	 could bring him...	['could', 'bring', 'him']	[108.64, 108.88, 109.2]	[0.23999999999999488, 0.3200000000000074, 0.5]
s02e24b	 hello?	['hello']	[110.56]	[0.5]
s02e24b	 hello?	['hello']	[111.895004]	[0.5]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b	 ah!	['eyes', 'oh']	[120.78, 121.46]	[0.5, 0.5]
s02e24b	 aren't you	"['god', ""aren't"", 'you']"	[122.14, 122.82, 123.5]	[0.5, 0.5, 0.1599960000000067]
s02e24b	 going to answer her? that's, like, the	"['gonna', 'answer', 'her', ""that's"", 'like', 'the']"	[123.659996, 123.979996, 124.299995, 124.53999, 124.78, 124.86]	[0.3199999999999932, 0.3199989999999957, 0.2399950000000075, 0.24000999999999806, 0.0799999999999983, 0.1599999999999966]
s02e24b	" tenth ""bing bong"" message she"	['10th', 'bing', 'bong', 'message', 'she']	[125.02, 125.34, 125.579994, 125.82, 126.21999]	[0.3200000000000074, 0.23999399999999582, 0.24000599999999395, 0.3999900000000025, 0.24000999999999806]
s02e24b	 sent. she wants to know	['sent', 'she', 'she', 'wants', 'to', 'know']	[126.46, 127.259995, 127.425, 127.505005, 127.745, 127.825005]	[0.5, 0.16500499999999363, 0.08000499999999988, 0.2399950000000075, 0.08000499999999988, 0.08000499999999988]
s02e24b	 what's wrong. what's wrong?	"[""what's"", 'wrong', ""what's"", 'wrong']"	[127.90501, 128.145, 128.625, 128.945]	[0.23999000000000592, 0.47999999999998977, 0.3199999999999932, 0.4000000000000057]
s02e24b	 what's wrong? you're married.	"[""what's"", 'wrong', ""you're"", 'married']"	[129.345, 129.66501, 129.985, 130.30501]	[0.32000999999999635, 0.3199900000000184, 0.32000999999999635, 0.5]
s02e24b	 that's what's wrong.	"[""that's"", ""what's"", 'wrong']"	[130.945, 131.185, 131.505]	[0.2400000000000091, 0.3199999999999932, 0.5]
s02e24b		[]	[]	[]
s02e24b	 oh, my.	['oh', 'my']	[134.705, 134.945]	[0.23999999999998067, 0.5]
s02e24b	 what?	['eyes', 'what']	[135.72, 136.2]	[0.47999999999998977, 0.5]
s02e24b	 she wants to meet you in	['she', 'wants', 'to', 'meet', 'you', 'in']	[137.16, 137.31999, 137.56, 137.64, 137.88, 138.12]	[0.15998999999999342, 0.24001000000001227, 0.07999999999998408, 0.2400000000000091, 0.2400000000000091, 0.07999999999998408]
s02e24b	 person. hey, look, phoebe, i	['person', 'hey', 'look', 'phoebe', 'i']	[138.2, 138.92, 139.16, 139.48, 139.8]	[0.5, 0.2400000000000091, 0.3199999999999932, 0.3200000000000216, 0.15998999999999342]
s02e24b	 wanted to meet her in person,	['wanted', 'to', 'meet', 'her', 'in', 'person']	[139.95999, 140.2, 140.36, 140.52, 140.76, 140.84]	[0.24000999999998385, 0.160000000000025, 0.1599999999999966, 0.23999999999998067, 0.0800000000000125, 0.4000000000000057]
s02e24b	 too, okay? but she's	"['too', 'okay', 'but', ""she's""]"	[141.24, 141.8, 142.2, 142.36]	[0.5, 0.39999999999997726, 0.160000000000025, 0.3199999999999932]
s02e24b	 married. she has a husband. what	['married', 'she', 'has', 'a', 'husband', 'what']	[142.68, 143.16, 143.31999, 143.48, 143.64, 144.355]	[0.47999999999998977, 0.15998999999999342, 0.16000999999999976, 0.1599999999999966, 0.5, 0.1599999999999966]
s02e24b	 if the husband person is the	['if', 'the', 'husband', 'person', 'is', 'the']	[144.515, 144.75499, 144.915, 145.31499, 145.635, 145.875]	[0.23999000000000592, 0.16000999999999976, 0.3999900000000025, 0.32000999999999635, 0.2400000000000091, 0.07999000000000933]
s02e24b	 wrong guy and you are the	['wrong', 'guy', 'and', 'you', 'are', 'the']	[145.95499, 146.275, 146.595, 146.83499, 146.915, 147.155]	[0.32000999999999635, 0.3199999999999932, 0.23999000000000592, 0.08000999999998726, 0.2400000000000091, 0.15998999999999342]
s02e24b	 right guy? you don't	"['right', 'guy', 'i', 'mean', 'you', ""don't""]"	[147.31499, 147.555, 147.875, 148.19499, 148.355, 148.515]	[0.24001000000001227, 0.3199999999999932, 0.31998999999999, 0.16000999999999976, 0.1599999999999966, 0.3199900000000184]
s02e24b	 get chances like this all the	['get', 'chances', 'like', 'this', 'all', 'the']	[148.83499, 149.075, 149.555, 149.715, 149.95499, 150.11499]	[0.24000999999998385, 0.4800000000000182, 0.1599999999999966, 0.23999000000000592, 0.1599999999999966, 0.16000999999999976]
s02e24b	 time. if you don't meet her now	"['time', 'if', 'you', ""don't"", 'meet', 'her', 'now']"	[150.275, 150.595, 150.83499, 150.995, 151.235, 151.39499, 151.555]	[0.3199999999999932, 0.23999000000000592, 0.16000999999999976, 0.2400000000000091, 0.15998999999999342, 0.16000999999999976, 0.3199999999999932]
s02e24b	 you're going to be kicking yourself when	"[""you're"", 'gonna', 'be', 'kicking', 'yourself', 'when']"	[151.875, 152.03499, 152.275, 152.435, 152.75499, 153.155]	[0.15998999999999342, 0.24001000000001227, 0.1599999999999966, 0.31998999999999, 0.40001000000000886, 0.15998999999999342]
s02e24b	 you're 80, which is hard to do and that's	"[""you're"", '80', 'which', 'is', 'hard', 'to', 'do', 'and', ""that's""]"	[153.31499, 153.47499, 153.715, 153.95499, 154.31, 154.39, 154.55, 154.62999, 154.70999]	[0.1599999999999966, 0.24001000000001227, 0.23999000000000592, 0.27500999999998044, 0.07999999999998408, 0.160000000000025, 0.07998999999998091, 0.0800000000000125, 0.24000999999998385]
s02e24b	 how you break a hip.	['how', 'you', 'break', 'a', 'hip']	[154.95, 155.19, 155.26999, 155.43, 155.59]	[0.2400000000000091, 0.07999000000000933, 0.16000999999999976, 0.1599999999999966, 0.5]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b	 i don't know.	"['i', ""don't"", 'know']"	[159.83, 159.98999, 160.23]	[0.15998999999999342, 0.24000999999998385, 0.5]
s02e24b	 listen to	['listen', 'to']	[161.785, 162.025]	[0.2400000000000091, 0.07999999999998408]
s02e24b	 that. those are the bing bongs of	['that', 'those', 'are', 'those', 'are', 'the', 'bing', 'bongs', 'of']	[162.105, 162.425, 162.58499, 162.745, 162.985, 163.145, 163.22499, 163.465, 163.785]	[0.3200000000000216, 0.15998999999999342, 0.16000999999999976, 0.2400000000000091, 0.1599999999999966, 0.07998999999998091, 0.24001000000001227, 0.3199999999999932, 0.07999000000000933]
s02e24b	 a woman in love with you.	['a', 'woman', 'in', 'love', 'with', 'you']	[163.86499, 163.94499, 164.265, 164.505, 164.665, 164.825]	[0.07999999999998408, 0.32000999999999635, 0.2400000000000091, 0.1599999999999966, 0.1599999999999966, 0.5]
s02e24b		[]	[]	[]
s02e24b	 okay.	['okay']	[167.785]	[0.5]
s02e24b	 i'll do	"[""i'll"", 'do']"	[169.2, 169.28]	[0.0800000000000125, 0.2400000000000091]
s02e24b	 it. oh, yay!	['it', 'oh', 'yay']	[169.52, 170.0, 170.32]	[0.47999999999998977, 0.3199999999999932, 0.5]
s02e24b	 okay, great. go put on your	"['okay', 'great', 'go', ""ma'am"", 'go', 'put', 'on', 'your']"	[170.88, 171.36, 171.6, 171.84, 172.16, 172.32, 172.48, 172.64]	[0.4800000000000182, 0.23999999999998067, 0.2400000000000091, 0.3199999999999932, 0.1599999999999966, 0.1599999999999966, 0.1599999999999966, 0.160000000000025]
s02e24b	 shoes and then march out there and	['shoes', 'and', 'then', 'march', 'out', 'there', 'and']	[172.8, 173.12, 173.2, 173.44, 173.76001, 173.84, 174.16]	[0.3199999999999932, 0.07999999999998408, 0.2400000000000091, 0.32000999999999635, 0.07999000000000933, 0.3199999999999932, 0.1599999999999966]
s02e24b	 meet her. oh, my god. no!	['meet', 'her', 'oh', 'my', 'god', 'no', 'no']	[174.32, 174.48, 174.8, 174.96, 175.12, 175.36, 175.6]	[0.1599999999999966, 0.3200000000000216, 0.1599999999999966, 0.1599999999999966, 0.2400000000000091, 0.23999999999998067, 0.16000999999999976]
s02e24b	 wait. you have to take a shower,	['wait', 'you', 'have', 'to', 'take', 'a', 'shower']	[175.76001, 176.0, 176.16, 176.32, 176.40001, 176.56, 176.64]	[0.23999000000000592, 0.1599999999999966, 0.1599999999999966, 0.08001000000001568, 0.15998999999999342, 0.07999999999998408, 0.40001000000000886]
s02e24b	 because... eww! and i'll get	"['because', 'eyes', 'ew', 'and', ""i'll"", 'get']"	[177.04001, 177.375, 177.855, 178.015, 178.175, 178.495]	[0.3349900000000048, 0.47999999999998977, 0.1599999999999966, 0.160000000000025, 0.3199999999999932, 0.1599999999999966]
s02e24b	 the... no, you've	['no', 'no', 'you']	[179.375, 179.775, 180.015]	[0.4000000000000057, 0.23999999999998067, 0.160000000000025]
s02e24b	 to... answer her. answer	['have', 'to', 'answer', 'her', 'answer']	[180.175, 180.415, 180.575, 181.055, 181.375]	[0.23999999999998067, 0.1599999999999966, 0.4800000000000182, 0.3199999999999932, 0.3199999999999932]
s02e24b	 her first. no, no. make	['her', 'first', 'no', 'no', 'you', 'know', 'what', 'make']	[181.695, 181.935, 182.255, 182.495, 182.575, 182.735, 182.815, 183.055]	[0.2400000000000091, 0.3199999999999932, 0.2400000000000091, 0.07999999999998408, 0.160000000000025, 0.07999999999998408, 0.2400000000000091, 0.1599999999999966]
s02e24b	 some coffee, because it's too	"['some', 'coffee', 'because', ""it's"", 'too']"	[183.215, 183.455, 183.775, 184.015, 184.255]	[0.2400000000000091, 0.3199999999999932, 0.23999999999998067, 0.2400000000000091, 0.1599999999999966]
s02e24b	 much. ? tall and tan ? ? and young	['much']	[184.415]	[0.39500000000001023]
s02e24b		[]	[]	[]
s02e24b		[]	[]	[]
s02e24b	 and lovely... ? okay.	['eyes', 'okay']	[189.84999, 190.17]	[0.32000999999999635, 0.3999900000000025]
s02e24b	 one more, please. come on. i'm going	"['one', 'more', 'please', 'come', 'on', ""i'm""]"	[190.56999, 190.73, 191.05, 191.61, 191.77, 192.01]	[0.16000999999999976, 0.3200000000000216, 0.5, 0.1599999999999966, 0.23999999999998067, 0.1599999999999966]
