episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s02e14b	 no.	['no']	[0.32]	[0.49999999999999994]
s02e14b	 accept...	['accept']	[2.0]	[0.5]
s02e14b	 that.	['that']	[3.6799998]	[0.5000001999999997]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b		['oh']	[8.24]	[0.5]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b	 oh. i	['i']	[14.545]	[0.2400000000000002]
s02e14b	 got to go.	['gotta', 'go']	[14.785, 15.105]	[0.3200000000000003, 0.5]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b		[]	[]	[]
s02e14b	 hey, man. look,	['hey', 'man', 'look']	[25.285, 25.765, 26.405]	[0.4800000000000004, 0.5, 0.23999999999999844]
s02e14b	 it's my best bud. how you	"[""it's"", 'my', 'best', 'bud', 'how', 'you']"	[26.645, 26.885, 27.125, 27.365, 27.605, 27.845001]	[0.240000000000002, 0.23999999999999844, 0.23999999999999844, 0.240000000000002, 0.24000099999999946, 0.16000000000000014]
s02e14b	 doing?	['doing']	[28.005001]	[0.5]
s02e14b	 wow. you are	['wow', 'you', 'are']	[30.34, 30.58, 30.82]	[0.23999999999999844, 0.240000000000002, 0.3200000000000003]
s02e14b	 really getting good at that marcel	['really', 'getting', 'good', 'at', 'that', 'marcel']	[31.14, 31.380001, 31.62, 31.78, 31.86, 32.02]	[0.24000099999999946, 0.23999900000000096, 0.16000000000000014, 0.0799999999999983, 0.1600000000000037, 0.40000199999999353]
s02e14b	 marceau thing.	['marceau', 'thing']	[32.420002, 32.82]	[0.39999800000000363, 0.5]
s02e14b	 hey,	['hey']	[35.22]	[0.3200000000000003]
s02e14b	 listen, what do you say we play some	['listen', 'what', 'do', 'you', 'say', 'we', 'play', 'some']	[35.54, 35.78, 35.94, 36.019997, 36.1, 36.5, 36.66, 36.9]	[0.240000000000002, 0.1599999999999966, 0.07999699999999876, 0.08000300000000493, 0.240000000000002, 0.1599999999999966, 0.240000000000002, 0.1600000000000037]
s02e14b	 ball? you and me. huh?	['ball', 'you', 'and', 'me', 'what', 'do', 'you']	[37.06, 37.3, 37.46, 37.62, 37.94, 38.1, 38.260002]	[0.23999999999999488, 0.1600000000000037, 0.1599999999999966, 0.3200000000000003, 0.1600000000000037, 0.16000199999999865, 0.07999800000000334]
s02e14b		['say']	[38.34]	[0.42499999999999716]
s02e14b		[]	[]	[]
s02e14b	 okay, that's my bad.	"['okay', ""that's"", 'my', 'bad']"	[41.405, 41.805, 42.125, 42.285]	[0.3999999999999986, 0.3200000000000003, 0.1599999999999966, 0.5]
s02e14b		[]	[]	[]
s02e14b	 if you hated the bracelet so	['if', 'you', 'hated', 'the', 'bracelet', 'so']	[44.605, 44.845, 44.925, 45.245, 45.405, 45.805]	[0.240000000000002, 0.0799999999999983, 0.3200000000000003, 0.1600000000000037, 0.3999999999999986, 0.1600000000000037]
s02e14b	 much, chandler you should've just	"['much', 'chandler', 'you', ""should've"", 'just', 'said']"	[45.965, 46.204998, 46.605, 46.765, 47.004997, 47.245]	[0.23999799999999993, 0.40000199999999353, 0.1600000000000037, 0.23999700000000246, 0.24000299999999442, 0.240000000000002]
s02e14b	 said so. well, doesn't the fact that i wore	"['so', 'well', ""doesn't"", 'the', 'fact', 'that', 'i', 'wore']"	[47.485, 47.965, 48.28, 48.4, 48.52, 48.6, 48.76, 48.84]	[0.480000000000004, 0.15499999999999403, 0.11999999999999744, 0.12000000000000455, 0.0799999999999983, 0.1599999999999966, 0.0800000000000054, 0.23999799999999993]
s02e14b	 the bracelet even though i hated	['the', 'bracelet', 'even', 'though', 'i', 'hated']	[49.079998, 49.239998, 49.64, 49.879997, 50.039997, 50.199997]	[0.1599999999999966, 0.40000200000000063, 0.23999700000000246, 0.1599999999999966, 0.1600000000000037, 0.3200029999999998]
s02e14b	 it say something about our friendship	['it', 'say', 'something', 'about', 'our', 'friendship']	[50.52, 50.76, 50.92, 51.239998, 51.48, 51.64]	[0.23999999999999488, 0.1600000000000037, 0.31999799999999823, 0.24000199999999694, 0.1600000000000037, 0.39999699999999905]
s02e14b	 and how much it means to me?	['and', 'how', 'much', 'it', 'means', 'to', 'me', 'or']	[52.039997, 52.199997, 52.36, 52.52, 52.6, 52.84, 52.92, 53.239998]	[0.1600000000000037, 0.16000299999999612, 0.1600000000000037, 0.0799999999999983, 0.240000000000002, 0.0799999999999983, 0.31999799999999823, 0.24000199999999694]
