episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s02e09b		[]	[]	[]
s02e09b		[]	[]	[]
s02e09b	 grandpa.	['grandpa']	[3.8225]	[0.5]
s02e09b		[]	[]	[]
s02e09b		[]	[]	[]
s02e09b		[]	[]	[]
s02e09b		[]	[]	[]
s02e09b		[]	[]	[]
s02e09b	 hey. phoebe here with the cab	['phoebe', 'here', 'with', 'the', 'cab']	[12.205, 12.525, 12.684999, 12.844999, 12.924999]	[0.3200000000000003, 0.15999899999999911, 0.16000000000000014, 0.08000000000000007, 0.32000099999999954]
s02e09b	 yet? yeah. she	['yet', 'yeah', 'she']	[13.245, 14.125, 14.445]	[0.5, 0.3200000000000003, 0.31999899999999926]
s02e09b	 brought the invisible cab.	['she', 'brought', 'the', 'invisible', 'cab']	[14.764999, 14.924999, 15.165, 15.325, 15.805]	[0.16000000000000014, 0.24000099999999946, 0.16000000000000014, 0.4800000000000004, 0.5]
s02e09b	 hop in.	['hop', 'in']	[16.605, 16.845]	[0.23999999999999844, 0.5]
s02e09b	 well, she better get	['well', 'she', 'better', 'get']	[18.400002, 18.640001, 18.800001, 19.12]	[0.23999900000000096, 0.16000000000000014, 0.31999899999999926, 0.16000000000000014]
s02e09b	 here soon. the outlet stores close	['here', 'soon', 'when', 'the', 'outlet', 'stores', 'close']	[19.28, 19.52, 19.68, 19.84, 20.0, 20.24, 20.560001]	[0.23999999999999844, 0.16000000000000014, 0.16000000000000014, 0.16000000000000014, 0.23999999999999844, 0.3200010000000013, 0.240000000000002]
s02e09b	 at 7:00. don't worry. i	"['at', '7', 'hey', ""don't"", 'worry', 'i']"	[20.800001, 20.960001, 21.28, 21.52, 21.76, 22.08]	[0.1599999999999966, 0.3199990000000028, 0.23999999999999844, 0.240000000000002, 0.31999999999999673, 0.08000000000000185]
s02e09b	 figure it will be two hours to phoebe's	"['figured', ""it'll"", 'be', '2', 'hours', 'to', ""phoebe's""]"	[22.16, 22.48, 22.560001, 22.720001, 22.880001, 23.12, 23.2]	[0.3200000000000003, 0.08000099999999932, 0.16000000000000014, 0.16000000000000014, 0.23999900000000096, 0.0799999999999983, 0.40000000000000213]
s02e09b	 dad's house. they'll meet, they'll	"[""dad's"", 'house', ""they'll"", 'meet', ""they'll""]"	[23.6, 23.92, 24.32, 24.560001, 24.880001]	[0.3200000000000003, 0.3999999999999986, 0.24000099999999946, 0.3200000000000003, 0.2749990000000011]
s02e09b	 chat, they'll swap life stories.	"['chat', ""they'll"", 'swap', 'life', 'stories']"	[25.235, 25.395, 25.635, 26.035, 26.275002]	[0.16000000000000014, 0.240000000000002, 0.3999999999999986, 0.2400020000000005, 0.3999990000000011]
