episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s06e24d	 i don't why i'm	"['i', ""don't"", 'know', 'why', ""i'm""]"	[0.16, 0.32, 0.48, 0.71999997, 0.96]	[0.16, 0.15999999999999998, 0.23999997000000006, 0.24000002999999992, 0.16000000000000014]
s06e24d	 here. i	['here', 'i']	[1.12, 2.56]	[0.5, 0.16000000000000014]
s06e24d	 didn't ask.	"[""didn't"", 'ask']"	[2.72, 3.12]	[0.3999999999999999, 0.5]
s06e24d		[]	[]	[]
s06e24d	 you want to come	['you', 'wanna', 'come']	[6.48, 6.72, 6.96]	[0.23999999999999932, 0.2400000000000002, 0.16000000000000014]
s06e24d	 in? i don't	"['in', 'i', ""don't""]"	[7.12, 8.265, 8.425]	[0.5, 0.16000000000000014, 0.23999999999999844]
s06e24d	 know.	['know']	[8.665]	[0.5]
s06e24d	 oh, okay.	['oh', 'okay']	[10.665, 11.065]	[0.40000000000000036, 0.5]
s06e24d	 well,	['well']	[12.985]	[0.2400000000000002]
s06e24d	 i'll just leave the door open and go	"[""i'll"", 'just', 'leave', 'the', 'door', 'open', 'and', 'go']"	[13.225, 13.465, 13.705, 13.945, 14.025, 14.264999, 14.504999, 14.584999]	[0.2400000000000002, 0.2400000000000002, 0.2400000000000002, 0.08000000000000007, 0.23999899999999919, 0.2400000000000002, 0.08000000000000007, 0.24000099999999946]
s06e24d	 sit on the couch.	['sit', 'on', 'the', 'couch']	[14.825, 14.985, 15.145, 15.305]	[0.16000000000000014, 0.16000000000000014, 0.16000000000000014, 0.40500000000000114]
s06e24d		[]	[]	[]
s06e24d		[]	[]	[]
s06e24d	 chandler is such an idiot.	['chandler', 'is', 'such', 'an', 'idiot']	[19.07, 19.55, 19.71, 19.869999, 20.029999]	[0.4800000000000004, 0.16000000000000014, 0.15999899999999911, 0.16000000000000014, 0.5]
s06e24d	 drink?	['drink']	[21.15]	[0.5]
s06e24d		[]	[]	[]
s06e24d	 yeah. i'll have a scotch on the...	['yeah', 'i', 'have', 'a', 'scotch', 'gotcha']	[23.39, 24.11, 24.27, 24.349998, 24.43, 24.705]	[0.5, 0.16000000000000014, 0.07999799999999979, 0.08000200000000035, 0.2749999999999986, 0.4800000000000004]
s06e24d	 rocks with a twist?	['rocks', 'with', 'a', 'twist']	[25.185, 25.425, 25.585, 25.664999]	[0.240000000000002, 0.16000000000000014, 0.07999900000000082, 0.5]
s06e24d	 i remember.	['i', 'remember']	[26.625, 26.865]	[0.23999999999999844, 0.5]
s06e24d		[]	[]	[]
s06e24d	 you still	['still']	[30.945]	[0.3200000000000003]
s06e24d	 smoking cigars?	['smoking', 'cigars']	[31.265, 31.665]	[0.3999999999999986, 0.5]
s06e24d		[]	[]	[]
s06e24d	 uh... no, no. that's	"['no', 'no', ""that's""]"	[34.1, 34.42, 34.66]	[0.3200000000000003, 0.23999999999999488, 0.5]
s06e24d	 art.	['art']	[35.78]	[0.5]
s06e24d	 if it bothers	['if', 'it', 'bothers']	[38.019997, 38.26, 38.42]	[0.24000300000000152, 0.1600000000000037, 0.23999999999999488]
s06e24d	 you, i can put my art	['you', 'i', 'can', 'put', 'my', 'art']	[38.66, 38.82, 38.98, 39.059998, 39.3, 39.62]	[0.1600000000000037, 0.1599999999999966, 0.07999800000000334, 0.24000199999999694, 0.3200000000000003, 0.39999699999999905]
s06e24d	 out.	['out']	[40.019997]	[0.5]
s06e24d	 no, that's okay.	"['that', ""that's"", 'okay']"	[41.94, 42.26, 42.579998]	[0.240000000000002, 0.31999800000000533, 0.5]
s06e24d		[]	[]	[]
s06e24d		[]	[]	[]
s06e24d	 so, monica...	['so', 'monica']	[46.075, 46.555]	[0.4799999999999969, 0.5]
s06e24d	 let me ask you a	['let', 'me', 'ask', 'you', 'a']	[48.075, 48.315002, 48.475002, 48.635002, 48.795002]	[0.24000199999999694, 0.1600000000000037, 0.1599999999999966, 0.1599999999999966, 0.07999800000000334]
s06e24d	 question. you know,	['question', 'you', 'know']	[48.875, 49.995003, 50.235]	[0.5, 0.23999700000000246, 0.24000200000000405]
s06e24d	 since we broke up do you	['since', 'we', 'broke', 'up', 'do', 'you']	[50.475002, 50.715, 50.875, 51.115, 51.355003, 51.515]	[0.23999799999999993, 0.1599999999999966, 0.240000000000002, 0.24000300000000152, 0.15999699999999706, 0.16000299999999612]
s06e24d	 ever... think	['ever', 'think']	[51.675003, 53.15]	[0.5, 0.3999999999999986]
s06e24d	 about me?	['about', 'me']	[53.55, 53.79]	[0.240000000000002, 0.5]
s06e24d	 yeah, actually, i thought	['yeah', 'i', 'actually', 'i', 'i', 'thought']	[55.07, 55.39, 55.71, 56.03, 56.27, 56.43]	[0.3200000000000003, 0.3200000000000003, 0.3200000000000003, 0.240000000000002, 0.1599999999999966, 0.1600000000000037]
