episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s05e23c	did you guys make up?	['did', 'you', 'guys', 'make', 'up']	[0.08, 0.24, 0.39999998, 0.48, 0.79999995]	[0.15999999999999998, 0.15999997999999999, 0.08000002, 0.31999995000000003, 0.50000005]
s05e23c	 no. but she	['no', 'but', 'she']	[1.36, 2.32, 2.56]	[0.5, 0.2400000000000002, 0.3199999]
s05e23c	 just came up here.	['just', 'came', 'up', 'here']	[2.8799999, 3.1999998, 3.4399998, 3.6]	[0.3199999, 0.23999999999999977, 0.16000020000000026, 0.49999999999999956]
s05e23c	 that was joey.	['that', 'was', 'joey']	[4.4, 4.56, 4.7999997]	[0.15999999999999925, 0.23999970000000026, 0.5]
s05e23c	 i wonder where she is.	['i', 'wonder', 'where', 'she', 'is', 'is']	[6.3199997, 6.3999996, 6.72, 6.8799996, 7.04, 7.255]	[0.07999989999999979, 0.32000039999999963, 0.1599995999999999, 0.16000040000000038, 0.21499999999999986, 0.16000000000000014]
s05e23c	 that's so weird. yeah, well,	"[""it's"", 'so', 'weird', 'yeah', 'well']"	[7.415, 7.655, 7.735, 8.295, 8.535]	[0.2400000000000002, 0.08000000000000007, 0.5000010000000001, 0.2400000000000002, 0.2400000000000002]
s05e23c	 she's probably talking to richard.	"[""she's"", 'probably', 'talking', 'to', 'richard']"	[8.775, 9.015, 9.335, 9.575, 9.735001]	[0.2400000000000002, 0.3200000000000003, 0.23999999999999844, 0.16000100000000117, 0.5]
s05e23c	 would you	['would', 'you']	[11.095, 11.335]	[0.2400000000000002, 0.4800009999999997]
s05e23c	 stop that?	['stop', 'that']	[11.815001, 12.215]	[0.3999989999999993, 0.5]
s05e23c	 you want to know the first thing she said	['you', 'wanna', 'know', 'the', 'first', 'thing', 'she', 'said']	[13.255, 13.415, 13.655, 13.895, 14.055, 14.215, 14.455, 14.615]	[0.15999999999999837, 0.2400000000000002, 0.2400000000000002, 0.16000000000000014, 0.16000000000000014, 0.2400000000000002, 0.16000000000000014, 0.2400000000000002]
s05e23c	 when she came back from her lunch	['when', 'she', 'came', 'back', 'from', 'her', 'lunch']	[14.855, 15.094999, 15.255, 15.415, 15.655, 15.815, 15.975]	[0.23999899999999919, 0.16000100000000117, 0.15999999999999837, 0.2400000000000002, 0.16000000000000014, 0.16000000000000014, 0.2400000000000002]
s05e23c	 with richard? she didn't feel	"['with', 'richard', ""shouldn't"", 'feel']"	[16.215, 16.455, 17.18, 17.34]	[0.23999999999999844, 0.485000000000003, 0.16000000000000014, 0.3200000000000003]
s05e23c	 anything for him. she loves	['anything', 'for', 'him', 'she', 'loves']	[17.66, 18.140001, 18.300001, 18.7, 18.86]	[0.48000100000000145, 0.16000000000000014, 0.39999899999999755, 0.16000000000000014, 0.40000000000000213]
s05e23c	 you.	['you']	[19.26]	[0.5]
s05e23c	 really?	['really']	[21.18]	[0.5]
s05e23c	 yes. she feels	['yes', 'she', 'feels']	[22.14, 23.18, 23.42]	[0.5, 0.240000000000002, 0.31999999999999673]
s05e23c	 terrible. she really	['terrible', 'she', 'really']	[23.74, 24.825, 25.065]	[0.5, 0.240000000000002, 0.23999999999999844]
s05e23c	 wants to make up. you've	"['wants', 'to', 'make', 'up', ""you've""]"	[25.305, 25.625, 25.785, 25.865002, 26.105001]	[0.3200000000000003, 0.16000000000000014, 0.08000200000000035, 0.23999900000000096, 0.3999999999999986]
s05e23c	 got to find her.	['gotta', 'find', 'her']	[26.505001, 26.905, 27.145]	[0.3999990000000011, 0.23999999999999844, 0.5]
s05e23c		[]	[]	[]
s05e23c	 okay.	['okay', 'okay']	[29.305, 30.505001]	[0.5, 0.4799989999999994]
s05e23c	 good.	['good']	[30.985]	[0.5]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c	 i should really start wearing	['i', 'should', 'really', 'start', 'wearing']	[38.77, 39.09, 39.33, 39.57, 39.81]	[0.3200000000000003, 0.23999999999999488, 0.240000000000002, 0.240000000000002, 0.3200000000000003]
s05e23c	 hats.	['hats']	[40.13]	[0.5]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c	 ?? it's not unusual to	['is']	[58.12]	[0.5]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		['at']	[85.42]	[0.5]
s05e23c	 welcome	['welcome']	[87.5]	[0.4000000000000057]
s05e23c	 to las vegas.	['to', 'las', 'vegas']	[87.9, 88.06, 88.38]	[0.1599999999999966, 0.3199999999999932, 0.5]
s05e23c		[]	[]	[]
s05e23c	 did you enjoy your	['did', 'you', 'want', 'to']	[90.78, 91.1, 91.259995, 91.5]	[0.3199999999999932, 0.1599950000000092, 0.24000499999999647, 0.47999599999999987]
s05e23c	 flight? yes, i did. thank you very	['play', 'yes', 'is', 'i', 'did', 'thank', 'you', 'very']	[91.979996, 92.46, 92.765, 92.884995, 93.005, 93.165, 93.325, 93.565]	[0.4800039999999939, 0.3050000000000068, 0.11999500000000296, 0.12000499999999192, 0.1600000000000108, 0.1599999999999966, 0.23999999999999488, 0.1599999999999966]
s05e23c	 much. it was excellent.	['much', 'excellent']	[93.725, 94.205]	[0.480000000000004, 0.5]
s05e23c		[]	[]	[]
s05e23c	 hope you had a nice flight.	['oh', 'he', 'had', 'a', 'nice', 'plate']	[96.765, 97.005, 97.165, 97.245, 97.325, 97.645]	[0.23999999999999488, 0.1600000000000108, 0.0799999999999983, 0.0799999999999983, 0.3199999999999932, 0.5]
s05e23c	 oh, it was the best.	['oh', 'it', 'was', 'the', 'best']	[98.205, 98.685, 98.845, 99.165, 99.325]	[0.480000000000004, 0.1599999999999966, 0.3200000000000074, 0.1599999999999966, 0.5]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c	 i think the check in	['i', 'think', 'the', 'chicken']	[106.03, 106.11, 106.35, 106.590004]	[0.0799999999999983, 0.23999999999999488, 0.240003999999999, 0.47999599999999987]
s05e23c	 is that way.	['is', 'that', 'way']	[107.07, 107.39, 107.63]	[0.3200000000000074, 0.23999999999999488, 0.5]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c	 ah. hello!	['been']	[115.345]	[0.5]
s05e23c	 oh, kids love me.	['kids', 'love', 'me']	[116.305, 116.785, 117.105]	[0.47999999999998977, 0.3200000000000074, 0.5]
s05e23c	 hey!	['hey']	[118.545]	[0.5]
s05e23c	 phoebe! you guys	['hi', 'is']	[119.505005, 119.84]	[0.33499500000000637, 0.5]
s05e23c		['yay']	[121.03999]	[0.5]
s05e23c	 are here! yay! what'd you do,	"['why', ""don't"", 'you', 'do', 'why', ""don't"", 'you']"	[122.24, 122.479996, 122.71999, 122.799995, 123.119995, 123.2, 123.35999]	[0.23999600000000498, 0.23999399999999582, 0.08000499999999988, 0.2399950000000075, 0.08000499999999988, 0.15998999999999342, 0.16000999999999976]
s05e23c	 go to a costume	['go', 'to', 'a', 'costume']	[123.52, 123.67999, 123.84, 124.32]	[0.15999000000000763, 0.16000999999999976, 0.47999999999998977, 0.4799950000000024]
s05e23c	 party?	['party']	[124.799995]	[0.5]
s05e23c	 oh, boy. let me guess.	['let', 'me', 'guess']	[126.479996, 126.799995, 126.88]	[0.3199989999999957, 0.08000499999999988, 0.5]
s05e23c	 um, pancho villa.	['pancho', 'villa']	[127.759995, 128.16]	[0.40000499999999306, 0.5]
s05e23c	 and	['is', 'and']	[130.005, 130.405]	[0.4000000000000057, 0.31998999999999]
s05e23c	 you're bob saget.	['yard', 'bob', 'saget']	[130.72499, 131.685, 132.08499]	[0.5, 0.3999900000000025, 0.5]
s05e23c		[]	[]	[]
s05e23c	" ""pancho"	['aunt']	[134.885]	[0.2400000000000091]
s05e23c	" villa""? yeah."	['jovia', 'yeah']	[135.125, 135.925]	[0.5, 0.5]
s05e23c	 what are you	['what', 'what', 'are', 'you']	[136.885, 137.685, 138.005, 138.165]	[0.5, 0.3199999999999932, 0.1599999999999966, 0.1599999999999966]
s05e23c	 talking about, pheebs? i don't...	"['talking', 'about', 'at', 'i', ""don't""]"	[138.325, 138.645, 139.03, 139.43, 139.51]	[0.3200000000000216, 0.3849999999999909, 0.4000000000000057, 0.07999999999998408, 0.5]
s05e23c		[]	[]	[]
s05e23c		[]	[]	[]
s05e23c	 oh, my	['oh', 'my']	[143.91, 144.15]	[0.2400000000000091, 0.3199999999999932]
s05e23c	 god! you drew on	['god', 'you', 'drew', 'on']	[144.47, 144.79, 145.03, 145.43]	[0.3199999999999932, 0.2400000000000091, 0.4000000000000057, 0.1599999999999966]
s05e23c	 me? hey, you wet	['me', 'at', 'hey', 'you', 'wet']	[145.59, 146.125, 146.845, 147.005, 147.08499]	[0.4549999999999841, 0.5, 0.1599999999999966, 0.07999000000000933, 0.32000999999999635]
s05e23c	 my pants!	['my', 'pants']	[147.405, 147.645]	[0.2400000000000091, 0.5]
s05e23c	 hey... whoa, what kind	['oh', 'what', 'kind']	[149.72499, 150.045, 150.285]	[0.32000999999999635, 0.2400000000000091, 0.15998999999999342]
s05e23c	 of party was this?	['of', 'party', 'was', 'this']	[150.44499, 150.605, 150.925, 151.165]	[0.16000999999999976, 0.3200000000000216, 0.23999999999998067, 0.4800000000000182]
s05e23c	 ross, i have been walking	"['rosslyn', ""i've"", 'been', 'walking']"	[151.645, 152.605, 152.845, 153.005]	[0.5, 0.2400000000000091, 0.1599999999999966, 0.2400000000000091]
s05e23c	 around like this since the plane? i have... you	['around', 'like', 'is', 'since', 'the', 'plane', 'i', 'you']	[153.245, 153.485, 153.72, 153.88, 154.04001, 154.12, 154.2, 154.68001]	[0.2400000000000091, 0.23499999999998522, 0.1599999999999966, 0.16000999999999976, 0.07999000000000933, 0.07999999999998408, 0.2400000000000091, 0.15998999999999342]
