episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s05e23d	20	['i', 'bet', '20']	[0.08, 0.32, 0.48]	[0.24, 0.15999999999999998, 0.5]
s05e23d	 dollars. right.	['right']	[1.68]	[0.4999998000000001]
s05e23d		[]	[]	[]
s05e23d		[]	[]	[]
s05e23d		[]	[]	[]
s05e23d	 a new pair of shoes for the	['a', 'pair', 'of', 'shoes', 'for', 'the']	[7.785, 7.865, 8.105, 8.184999, 8.505, 8.585]	[0.08000000000000007, 0.2400000000000002, 0.07999899999999904, 0.3200010000000013, 0.08000000000000007, 0.15999999999999837]
s05e23d	 chan chan man.	['champion', 'man']	[8.745, 9.385]	[0.5, 0.5]
s05e23d		[]	[]	[]
s05e23d	 yes!	['yes', 'i', 'i']	[12.105, 12.905, 13.145]	[0.5, 0.2400000000000002, 0.16000000000000014]
s05e23d	 i've never seen a roll like this in my	"[""i've"", 'never', 'seen', 'a', 'role', 'like', 'this', 'in', 'my']"	[13.385, 13.545, 13.705, 13.825, 13.945, 14.184999, 14.344999, 14.504999, 14.665]	[0.16000000000000014, 0.16000000000000014, 0.11999999999999922, 0.120000000000001, 0.23999899999999919, 0.16000000000000014, 0.16000000000000014, 0.1600009999999994, 0.08000000000000007]
s05e23d	 life! that's right,	"['life', ""that's"", 'right']"	[14.745, 15.25, 15.57]	[0.4250000000000007, 0.3200000000000003, 0.3200000000000003]
s05e23d	 baby! okay, what do i want	"['baby', 'okay', 'but', ""i'll"", 'write']"	[15.89, 16.85, 17.01, 17.25, 17.41]	[0.5, 0.16000000000000014, 0.23999999999999844, 0.16000000000000014, 0.16000000000000014]
s05e23d	 now? okay, uh,	['down', 'okay']	[17.57, 18.130001]	[0.5, 0.5]
s05e23d	 an eight.	['an', '8']	[19.89, 20.130001]	[0.24000099999999946, 0.5]
s05e23d		[]	[]	[]
s05e23d	 uh, a six. pick a number! that is	['6', 'pick', 'a', 'number', 'that', 'is']	[22.21, 22.69, 22.93, 23.09, 23.41, 23.57]	[0.4800000000000004, 0.23999999999999844, 0.16000000000000014, 0.3200000000000003, 0.16000000000000014, 0.16000000000000014]
s05e23d	 your only job!	['your', 'only', 'job']	[23.73, 23.970001, 24.29]	[0.24000099999999946, 0.31999899999999926, 0.4450000000000003]
s05e23d		['8', '8']	[26.095001, 26.375]	[0.2799990000000001, 0.28000000000000114]
s05e23d	 eight, eight. thank you. okay, if you get this	['thank', 'you', 'okay', 'if', 'you', 'get', 'this']	[26.655, 26.895, 27.135, 27.375, 27.535, 27.695, 27.855]	[0.23999999999999844, 0.240000000000002, 0.23999999999999844, 0.16000000000000014, 0.16000000000000014, 0.16000000000000014, 0.16000100000000117]
s05e23d	 one we buy everybody here a steak	['1', 'we', 'buy', 'everybody', 'here', 'a', 'steak']	[28.015001, 28.335001, 28.575, 28.815, 29.215, 29.455, 29.535]	[0.31999999999999673, 0.23999900000000096, 0.240000000000002, 0.3999999999999986, 0.23999999999999844, 0.08000000000000185, 0.2400020000000005]
s05e23d	 dinner.  eight	['dinner', 'hey']	[29.775002, 30.255001]	[0.4799989999999994, 0.5]
s05e23d		['hey']	[31.855]	[0.49999999999999645]
s05e23d	 again. yes!	['yes']	[32.575]	[0.5]
s05e23d		[]	[]	[]
s05e23d	 yes! we aren't really going to buy these	"[""you're"", 'not', 'really', 'gonna', 'buy', 'these']"	[35.989998, 36.309998, 36.55, 36.71, 36.87, 37.03]	[0.3200000000000003, 0.24000199999999694, 0.1600000000000037, 0.1599999999999966, 0.1600000000000037, 0.1599999999999966]
