episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s05e21b		['but']	[0.88]	[0.4]
s05e21b	 but don't you think that it's a little too	"[""don't"", 'you', 'think', 'that', ""it's"", 'a', 'little', 'too']"	[1.28, 1.52, 1.68, 1.8399999, 2.0, 2.24, 2.32, 2.6399999]	[0.24, 0.15999999999999992, 0.15999990000000008, 0.16000009999999998, 0.2400000000000002, 0.07999999999999963, 0.3199999, 0.2400000000000002]
s05e21b	 soon? there's just so	"['soon', 'i', 'mean', ""there's"", 'just', 'so']"	[2.8799999, 3.36, 3.52, 3.6799998, 3.84, 4.16]	[0.4800000999999998, 0.16000000000000014, 0.15999980000000003, 0.16000019999999981, 0.3200000000000003, 0.08000000000000007]
s05e21b	 much that we don't know about each	"['much', 'that', 'we', ""don't"", 'know', 'about', 'each']"	[4.24, 4.48, 4.64, 4.7999997, 4.96, 5.12, 5.3599997]	[0.2400000000000002, 0.15999999999999925, 0.1599997000000002, 0.1600003000000001, 0.16000000000000014, 0.23999970000000026, 0.24000029999999928]
s05e21b	 other.	['other']	[5.6]	[0.5]
s05e21b		['oh']	[7.44]	[0.5]
s05e21b	 oh. oh,	['oh', 'oh']	[9.664999, 9.905]	[0.24000099999999946, 0.23999950000000148]
s05e21b	 okay, i get it.	['okay', 'i', 'get', 'it']	[10.1449995, 10.464999, 10.625, 10.785]	[0.31999949999999977, 0.1600009999999994, 0.16000000000000014, 0.5]
s05e21b	 i just... i don't want	"['i', 'just', 'i', ""don't"", 'want']"	[12.384999, 12.545, 12.865, 13.025, 13.184999]	[0.1600009999999994, 0.16000000000000014, 0.16000000000000014, 0.15999899999999911, 0.16000000000000014]
s05e21b	 us to jump into something you know,	['us', 'to', 'jump', 'into', 'something', 'you', 'know']	[13.344999, 13.504999, 13.664999, 13.904999, 14.1449995, 14.464999, 14.625]	[0.16000000000000014, 0.16000000000000014, 0.2400000000000002, 0.24000050000000073, 0.31999949999999977, 0.1600009999999994, 0.16000000000000014]
s05e21b	 that we're not... ready	"['that', ""we're"", 'not', 'ready']"	[14.785, 14.945, 15.184999, 15.744999]	[0.16000000000000014, 0.23999899999999919, 0.5, 0.4000009999999996]
s05e21b	 for. you know?	['for', 'you', 'know']	[16.145, 16.625, 16.865]	[0.4800000000000004, 0.23999999999999844, 0.495000000000001]
s05e21b	 uh huh.	['uh-huh']	[17.84]	[0.5]
s05e21b		[]	[]	[]
s05e21b	 i really don't want to mess up	"['i', 'really', ""don't"", 'wanna', 'mess', 'up']"	[20.880001, 21.12, 21.36, 21.52, 21.76, 22.0]	[0.23999900000000096, 0.23999999999999844, 0.16000000000000014, 0.240000000000002, 0.23999999999999844, 0.16000000000000014]
s05e21b	 what we have. i'm just...	"['what', 'we', 'have', ""i'm"", 'just']"	[22.16, 22.400002, 22.560001, 23.36, 23.52]	[0.2400020000000005, 0.15999899999999911, 0.5, 0.16000000000000014, 0.16000000000000014]
s05e21b	 i'm worried it's going to be	"[""i'm"", 'worried', ""it's"", 'gonna', 'be']"	[23.84, 23.92, 24.48, 24.965, 25.285]	[0.08000000000000185, 0.5, 0.40500000000000114, 0.3200000000000003, 0.03999999999999915]
s05e21b	 a big mistake.	['a', 'big', 'mistake']	[25.325, 25.365, 25.765]	[0.03999999999999915, 0.40000000000000213, 0.5]
s05e21b		[]	[]	[]
s05e21b		[]	[]	[]
s05e21b	 huh. which is why my	['which', 'is', 'why', 'my']	[30.085, 30.325, 30.565, 30.965]	[0.23999999999999844, 0.240000000000002, 0.3999999999999986, 0.3200000000000003]
s05e21b	 answer is yes!	['answer', 'is', 'yes']	[31.285, 31.685, 32.085]	[0.3999999999999986, 0.40000000000000213, 0.32499999999999574]
s05e21b		[]	[]	[]
s05e21b	 really?	['really']	[34.73]	[0.5]
s05e21b	 uh huh. oh, you're so	['uh-uh', 'he', 'is']	[35.45, 36.57, 36.89]	[0.5, 0.3200000000000003, 0.0799999999999983]
s05e21b	 happy.	['so', 'happy']	[36.97, 37.29]	[0.3200000000000003, 0.5]
s05e21b		[]	[]	[]
s05e21b		[]	[]	[]
s05e21b		[]	[]	[]
s05e21b		[]	[]	[]
s05e21b		[]	[]	[]
s05e21b	 monica, stop throwing it	['monica', 'stop', 'throwing', 'it']	[46.215, 46.855, 47.175, 47.495]	[0.5, 0.3200000000000003, 0.3200000000000003, 0.1600000000000037]
