episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s05e21a		[]	[]	[]
s05e21a	i'm going	"[""i'm"", 'gonna']"	[2.56, 2.72]	[0.16000000000000014, 0.23999999999999977]
s05e21a	 to get some more coffee to go. do you want	['get', 'some', 'more', 'coffee', 'to', 'go', 'do', 'you', 'want']	[2.96, 3.04, 3.1999998, 3.4399998, 3.76, 3.84, 4.0, 4.08, 4.16]	[0.08000000000000007, 0.15999980000000003, 0.23999999999999977, 0.32000019999999996, 0.08000000000000007, 0.16000000000000014, 0.08000000000000007, 0.08000000000000007, 0.1599997000000002]
s05e21a	 anything, baby doll? i'm fine.	"['anything', 'baby', 'doll', ""i'm"", 'fine']"	[4.3199997, 4.56, 4.7999997, 5.2, 5.44]	[0.24000029999999928, 0.23999970000000026, 0.4000003000000003, 0.2400000000000002, 0.23999999999999932]
s05e21a	 thanks. yeah, see,	['thanks', 'yeah', 'see']	[5.68, 7.095, 7.1749997]	[0.5, 0.07999970000000012, 0.1600003000000001]
s05e21a	" i can't pull off ""baby doll,"" can"	"['i', ""can't"", 'pull', 'off', 'baby', 'doll', 'can']"	[7.335, 7.495, 7.7349997, 7.895, 8.055, 8.295, 8.535]	[0.16000000000000014, 0.23999970000000026, 0.1600002999999992, 0.16000000000000014, 0.2400000000000002, 0.2400000000000002, 0.2400000000000002]
s05e21a	 i? no. i think we learned that	['i', 'no', 'i', 'i', 'think', 'we', 'learned', 'that']	[8.775, 9.094999, 9.415, 9.575, 9.655, 9.8949995, 9.975, 10.215]	[0.31999899999999926, 0.32000099999999954, 0.16000000000000014, 0.08000000000000007, 0.23999950000000148, 0.08000049999999881, 0.2400000000000002, 0.16000000000000014]
s05e21a	" from the ""sugar lips"" incident."	['from', 'the', 'sugar', 'lips', 'incident']	[10.375, 10.535, 10.695, 11.014999, 11.254999]	[0.16000000000000014, 0.16000000000000014, 0.31999899999999926, 0.2400000000000002, 0.5]
s05e21a	 i'm	['i']	[13.254999]	[0.08000000000000007]
s05e21a	 going to get some tea.	['made', 'some', 'tea']	[13.334999, 13.575, 13.735]	[0.24000099999999946, 0.16000000000000014, 0.5]
